NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
1R04,1R04,New Hampshire Department of Transportation,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
1R04-10135,1R04-007,"Concord Coach Lines, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,1R04,New Hampshire Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,7 Langdon Street,,,Concord,NH,3301,,1,http://www.concordcoachlines.com,1385,18899872,,,,,,,,,,,,,
1R04-10137,1R04-001,"Advance Transit, Inc. NH",AT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,120 Billings Farm Road,,1027,Wilder,VT,5088,1027,1,http://www.advancetransit.com,1385,118080233,,,,,,,,,16,,16,,
1R04-10150,1R04-003,"Community Alliance of Human Services, Inc.",CATS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,27 John Stark Highway,,188,Newport,NH,3773,,1,http://www.communityalliance.net,1385,780771275,,,,,,,,,7,,7,,
1R04-10159,1R04-004,"VNA Home Healthcare, Hospice & Community Service",VNA @ HCS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,312 Marlboro Street,,564,Keene,NH,3431,,1,http://www.hcsservices.org,1385,789867421,,,,,,,,,8,,8,,
1R04-10160,1R04-006,Belknap Merrimack CAP/Winnipesaukee Transit System,WTS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2 Industrial Park Drive,,1016,Concord,NH,3302,1016,1,http://www.bm-cap.org,1385,73997504,,,,,,,,,1,,1,,
1R04-10161,1R04-005,Belknap-Merrimack CAP/Concord Area Transit,CAT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2 Industrial Park Drive,,1016,Concord,NH,3302,,1,http://www.bm-cap.org,1385,73997504,,,,,,,,,9,,9,,
1R04-10170,1R04-011,"Tri-County CAP, Inc./Carroll County Transit",TCCAP - Carroll County Transit,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,30 Exchange Street,,,Berlin,NH,3570,,1,http://www.tricountycaptransit.weebly.com/,1385,73975708,,,,,,,,,6,,6,4,4
1R04-10172,1R04-002,"Tri-County CAP, Inc./North Country Transit",TCCAP - Carroll County Transit,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,30 Exchange Street,,,Berlin,NH,3570,,1,http://www.tricountycaptransit.weebly.com/,1385,73975708,,,,,,,,,8,,8,12,12
1R04-11156,,Southwestern Community Services Transportation,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R04,New Hampshire Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,6 Kinney Place,,,Claremont,NH,3743,,1,www.scshelps.org,1385,81251381,,,,,,,,,8,,8,,
1R06,1R06,Vermont Agency of Transportation,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
1R06-10137,1R04-001,"Advance Transit, Inc. NH",AT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,120 Billings Farm Road,,1027,Wilder,VT,5088,1027,1,http://www.advancetransit.com,1385,118080233,,,,,,,,,6,,6,,
1R06-10141,1R06-004,"Connecticut River Transit, Inc.",CRT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,706 Rockingham road,,,Bellows Falls,VT,5101,,1,http://www.crtransit.org,,148979169,,,,,,,,,86,5,91,60,60
1R06-10143,1R06-001,Addison County Transit Resources,ACTR,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,297 Creek Road,,532,Middlebury,VT,5753,532,1,http://www.actr-vt.org,,95327057,,,,,,,,,51,,51,37,37
1R06-10144,1R06-005,"Deerfield Valley Transit Association, Inc.",The MOOver,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,127 Route 100,,429,West Dover,VT,5356,429,1,http://www.moover.com,,140024907,,,,,,,,,27,,27,,
1R06-10148,1R06-010,Rural Community Transportation,RCT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1677 Industrial Parkway,,,Lyndonville,VT,5851,,1,http://www.riderct.org,,932977283,,,,,,,,,128,5,133,89,102
1R06-10151,1R06-014,Green Mountain Community Network,GMCN,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,215 Pleasant Street,,,Bennington,VT,5201,,1,http://www.greenmtncn.org,,796885833,,,,,,,,,19,,19,15,15
1R06-10154,1R06-008,Marble Valley Regional Transit District,MVRTD,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,158 Spruce Street,,,Rutland,VT,5701,,1,http://www.thebus.com/,,98350432,,,,,,,,,39,,39,20,20
1R06-10165,1R06-007,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,GMTA,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,15 Industrial Parkway,,,Burlington,VT,5401,,1,http://www.ridegmt.com,,60542982,,,,,,,,,70,3,73,80,80
1R06-10168,1R06-011,"Stagecoach Transportation Services, Inc.",STSI,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1 L Street,,356,Randolph,VT,5060,356,1,http://www.stagecoach-rides.org,,101403426,,,,,,,,,39,,39,26,26
1R06-10174,1R06-012,Vermont Association for the Blind and Visually Impaired,VABVI,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,1R06,Vermont Agency of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,60 Kimball Avenue,,,South Burlington,VT,5403,,1,http://www.vabvi.org,,114242944,,,,,,,,,70,2,72,70,70
1R06-11158,,"Premier Coach Co., Inc.			",,Vermont Translines,Active,Rural Reporter,Rural,Private-For-Profit Corporation,1R06,Vermont Agency of Transportation,Intercity Bus,6/30/2017,10/31/2017,"946 Route 7 South					",,,"Milton					",VT,5468,,1,www.vttranslines.com,,797475423,,,,,,,,,,,,,
1R06-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,1R06,Vermont Agency of Transportation,Intercity Bus,6/30/2017,10/31/2017,350 N St. Paul Street,,,Dallas,TX,75201,,6,http://www.greyhound.com,,825063233,,,,,,,,,,,,,
1R07,1R07,Rhode Island Public Transit Authority,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
20002,2002,Capital District Transportation Authority,CDTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,3/31/2017,10/31/2017,110 Watervliet Avenue,,,Albany,NY,12206,,2,http://www.cdta.org/,1776,20672119,207,"511,949",67,"Albany-Schenectady, NY",,"594,962","2,012",296,228,48,276,,
20003,2003,Broome County Department of Public Transportation,Broome County,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,413 Old Mill Road,,,Vestal,NY,13850,,2,http://www.gobroomecounty.com/transit/,1774,71602791,712,"200,600",210,"Binghamton, NY-PA",,"158,084","2,132",74,45,10,55,,
20004,2004,Niagara Frontier Transportation Authority,NFT Metro,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,3/31/2017,10/31/2017,181 Ellicott Street,,,Buffalo,NY,14203,,2,http://www.nfta.com/,1792,56615677,407,"981,771",46,"Buffalo, NY",,"935,906","2,463",380,356,,356,,
20005,2005,C-TRAN,C TRAN,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,1201 Clemens Center Parkway,,,Elmira,NY,14901,,2,https://ridectran.com/en/,1924,79685707,408,"95,195",407,"Elmira, NY",,"67,983","1,799",38,,24,24,,
20006,2006,City of Long Beach,Long Beach Bus,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,One West Chester Street,,,Long Beach,NY,11561,,2,http://www.longbeachny.org/,1783,65968174,13,"33,275",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",8,,8,,
20008,2008,MTA New York City Transit,NYCT,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,12/31/2017,4/30/2018,2 Broadway,,,New York,NY,10004,,2,http://www.mta.info/,1786,9702853,321,"8,537,673",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450","9,198","1,738","10,936",,
20009,2009,City of Poughkeepsie,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,62 Civic Center Plaza,,,Poughkeepsie,NY,12601,,2,http://www.cityofpoughkeepsie.com/,2062,20659363,5,"28,844",89,"Poughkeepsie-Newburgh, NY-NJ",,"423,566","1,295",327,6,,6,,
20010,2010,"Dutchess County Department of Public Works, Division of Public Transit",Loop Bus,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,14 Commerce Street,,,Poughkeepsie,NY,12603,,2,www.dutchessny.gov/publictransit,1784,198718827,175,"351,997",89,"Poughkeepsie-Newburgh, NY-NJ",,"423,566","1,295",327,49,,49,,
20018,2018,Central New York Regional Transportation Authority,CNYRTA,New York Regional Transportation Authority,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,3/31/2017,10/31/2017,200 Cortland Ave. ,,820,Syracuse,NY,13205,820,2,http://www.centro.org/,1778,70850912,510,"641,357",90,"Syracuse, NY",,"412,317","2,115",195,190,23,213,,
20071,2071,Huntington Area Rapid Transit,HART,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,144 East Second Street,,,Huntington Station,NY,11746,1431,2,http://www.huntingtonny.gov/hart/,1800,68043256,93,"204,240",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",22,,22,,
20072,2072,Suffolk County Department of Public Works - Transportation Division,ST,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,Rudolph M. Kammerer Building,335 Yaphank Avenue,,Yaphank,NY,11980,9744,2,http://www.sct-bus.org/,1799,137672791,912,"1,492,583",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",,291,291,,
20075,2075,Port Authority Transit Corporation,PATCO,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,Carlton Avenue,,4262,Lindenwold,NJ,8021,,2,http://www.ridepatco.org/,1413,48049787,16,"159,726",5,"Philadelphia, PA-NJ-DE-MD",,"5,441,567","2,746","1,981",78,,78,,
20076,2076,Westchester County Bee-Line System,The Bee-Line System,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,100 East First Street,9th Floor,,Mount Vernon,NY,10550,,2,http://www.westchestergov.com/,1803,136007353,450,"949,113",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",,340,340,,
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MTA-MNCR,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,12/31/2017,4/30/2018,420 Lexington Avenue,2nd Floor,,New York,NY,10170,,2,http://www.mta.info/,1786,101126142,527,"6,503,894",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450","1,167",11,"1,178",,
20080,2080,New Jersey Transit Corporation,NJ TRANSIT,,Active,Full Reporter,Urban,Other Publicly-Owned or Privately Chartered Corporation,,,,6/30/2017,10/31/2017,"One Penn Plaza, East",,,Newark,NJ,7105,2246,2,http://www.njtransit.com/,1414,38485140,"5,325","10,594,013",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450","3,051",962,"4,013",,
20082,2082,New York City Department of Transportation,NYCDOT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2017,10/31/2017,55 Water Street,6th Floor,,New York,NY,10041,,2,http://www.nyc.gov/html/dot/html/home/home.shtml,1788,780731170,372,"8,537,673",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",4,25,29,,
20084,2084,Transport of Rockland,TOR,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,Robert L. Yeager Health Center,Building T,,Pomona,NY,10970,,2,http://www.co.rockland.ny.us/,1798,75437848,176,"326,780",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",19,52,71,,
20085,2085,Clarkstown Mini-Trans,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,16 Seeger Drive,,,Nanuet,NY,10954,2323,2,http://town.clarkstown.ny.us/,1798,81903593,179,"300,173",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",11,,11,,
20089,2089,Village of Spring Valley Bus,Spring Valley Jitney,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,5/31/2017,10/31/2017,200 North Main Street,,,Spring Valley,NY,10977,,2,http://www.Villagespringvalley.org/,,72698293,2,"32,603",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",2,,2,,
20096,2096,Putnam County Transit,PART,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,Putnam County Planning Department,841 Fair Street,,Carmel,NY,10512,,2,http://www.putnamcountyny.com/,1795,72709553,98,"59,284",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",,16,16,,
20098,2098,Port Authority Trans-Hudson Corporation,PATH,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,One Path Plaza,10th Floor,,Jersey City,NJ,7306,,2,http://www.panynj.gov/,1925,1794205,226,"3,164,655",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",307,6,313,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",SIRTOA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2017,4/30/2018,60 Bay Street,5th floor,,Staten Island,NY,10301,,2,http://www.mta.info/,1786,132682825,59,"476,015",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",44,,44,,
20100,2100,MTA Long Island Rail Road,MTA LIRR,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,12/31/2017,4/30/2018,Jamaica Station,,,Jamaica,NY,11435,,2,http://www.mta.info/lirr,1786,940022999,"2,967","11,485,165",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450","1,036",,"1,036",,
20113,2113,RTS - Monroe County,RGRTA,RTS Monroe (MB) and RTS Access (DR),Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,3/31/2017,10/31/2017,1372 East Main Street,,90629,Rochester,NY,14609,6912,2,http://www.myrts.com/,1797,73669749,293,"694,394",60,"Rochester, NY",,"720,572","2,221",324,258,,258,,
20120,2120,Greater Glens Falls Transit System,GGFT,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,495 Queensbury Avenue,,,Queensbury,NY,12804,,2,http://www.gftransit.org,1781,195047758,57,"61,090",419,"Glens Falls, NY",,"65,443","1,575",42,6,,6,,
20122,2122,"Academy Lines, Inc.",,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,"Francis A. Tedesco, President",111 Paterson Avenue,,Hoboken,NJ,7030,,2,http://www.academybus.com/,1414,96863055,468,"1,455,245",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",225,,225,,
20126,2126,"Hudson Transit Lines, Inc.",Short Line,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,4 Leisure Lane,,,Mahwah,NJ,7430,,2,http://www.shortlinebus.com/,1414,11415296,90,"187,257",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",184,,184,,
20128,2128,Suburban Transit Corporation,Coach USA,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,750 Somerset Street,,,New Brunswick,NJ,8901,,2,http://www.suburbantransit.com/,1414,50444363,202,"514,162",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",103,,103,,
20135,2135,Monsey New Square Trails Corporation,,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,Eight Washington Avenue,,,Spring Valley,NY,10977,,2,http://www.monseybus.com/,,172963852,176,"286,573",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",32,,32,,
20137,2137,Monroe Bus Corporation,,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,60 Nostrand Avenue,,,Brooklyn,NY,11205,,2,,,144678364,265,"351,982",89,"Poughkeepsie-Newburgh, NY-NJ",,"423,566","1,295",327,12,,12,,
20143,2143,Town of Newburgh,,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2017,4/30/2018,311 Route 32,,,Newburgh,NY,12550,,2,http://www.townofnewburgh.org/,3152,966928053,49,"31,985",89,"Poughkeepsie-Newburgh, NY-NJ",,"423,566","1,295",327,2,,2,,
20145,2145,Tompkins Consolidated Area Transit,TCAT,,Active,Full Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2017,4/30/2018,737 Willow Avenue,,,Ithaca,NY,14850,,2,http://www.tcatbus.com/,5475,835298746,476,"103,617",473,"Ithaca, NY",,"53,661","2,183",25,42,22,64,,
20148,2148,Newburgh Beacon Bus Corporation,NBBC,,Active,Reduced Reporter,Urban,Private Provider Reporting on Behalf of a Public Entity,,,,12/31/2017,4/30/2018,24 Windsor Highway,,2628,New Windsor,NY,12550,,2,http://www.leprechaunlines.com/,3152,12932000,132,"249,175",89,"Poughkeepsie-Newburgh, NY-NJ",,"423,566","1,295",327,7,,7,,
20149,2149,"Rockland Coaches, Inc.",,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,180 Old Hook Road,,,Westwood,NJ,7675,3124,2,http://www.redandtanlines.com/,1414,884341673,"2,898","1,246,231",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",94,,94,,
20160,2160,"Community Transit, Inc. ",Community Transit,,Active,Reduced Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,160 South route 17 North,,,Paramus,NJ,7652,,2,http://www.coachusa.com/,1414,49858749,89,"324,278",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",23,,23,,
20161,2161,DeCamp Bus Lines,,,Active,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2017,4/30/2018,101 Greenwood Avenue,,,Montclair,NJ,7042,,2,http://www.decamp.com/,1414,8911828,74,"892,714",1,"New York-Newark, NY-NJ-CT",,"18,351,295","5,319","3,450",57,,57,,
