5 digit NTDID,4 digit NTDID,Reporter Name,Reporter Acronym,Reporter Status,Reporter Type,Organization Type,Fy End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,Po Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Mi,Service Area Pop,Primary UZA,UZA Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,VOMS
30074,3074,Harford Transit,HT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1311 Abingdon Road,,Abingdon,MD,21009,,,3,http://www.harfordcountymd.gov/services/transportation/,,069402428,131,"218,590",169,"Aberdeen-Bel Air South-Bel Air North, MD","213,751","1,630",131,Y,29,,29
30075,3075,Delaware Transit Corporation,DTC,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,900 Public Safety Boulevard,,Dover,DE,19901,,,3,http://www.DartFirstState.com/,1396,809856008,"1,949","925,749",5,"Philadelphia, PA-NJ-DE-MD","5,441,567","2,746","1,981",Y,435,28,463
30076,3076,Williamsburg Area Transit Authority,WATA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,7239 Pocahontas Trail,,Williamsburg,VA,23185,2639,,3,http://www.williamsburgtransport.com/,5719,109722129,144,"57,000",371,"Williamsburg, VA","75,689","1,354",56,Y,27,17,44
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,PART,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,100 East High Street,,Pottstown,PA,19464,9525,,3,http://www.pottstown.org/,5556,069056976,34,"51,000",287,"Pottstown, PA","107,682","1,366",79,Y,,6,6
30078,3078,Southwestern Pennsylvania Commission,SPC,Active,Full Reporter: Operating,"MPO, COG or Other Planning Agency",6/30/2014,1/31/2015,Two Chatham Center,"112 Washington Place, Suite 500",Pittsburgh,PA,15219,3451,,3,http://www.spcregion.org/,1480,080720055,833,"1,614,197",27,"Pittsburgh, PA","1,733,853","1,916",905,Y,,61,61
30079,3079,Fredericksburg Regional Transit,FRED,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1400 Jefferson Davis Hwy,,Fredericksburg,VA,22401,,,3,http://www.rideFRED.com/,2183,083048199,242,"113,716",231,"Fredericksburg, VA","141,238","1,815",78,Y,20,,20
30080,3080,Arlington Transit - Arlington County,ART,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2100 Clarendon Boulevard, Suite 900,Arlington,VA,22201,5404,,3,http://www.arlingtontransit.com/,6673,056285042,26,"210,000",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,,66,66
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,LC Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,"1 Harrison Street, S.E.",MSC#69,Leesburg,VA,20175,,,3,http://www.loudoun.gov/bus/,,831900704,517,"328,533",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,,84,84
30083,3083,Transportation District Commission of Hampton Roads,HRT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,3400 Victoria Boulevard,,Hampton,VA,23661,,,3,http://www.gohrt.com/,1456,192487965,421,"1,134,343",34,"Virginia Beach, VA","1,439,666","2,793",515,Y,286,89,375
30085,3085,Prince George's County Transit,TheBus,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,9400 Peppercorn Place,Suite #320,Largo,MD,20774,,,3,http://www.princegeorgescountymd.gov/,5350,058592189,487,"863,000",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,40,75,115
30087,3087,Fayette Area Coordinated Transportation,FACT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,825 Airport Road,,Lemont Furnace,PA,15456,,,3,http://www.factbus.com/,3214,086680543,812,"136,606",487,"Uniontown-Connellsville, PA","51,370","1,323",39,Y,24,5,29
30088,3088,"County Commissioners of Charles County, MD",DCS  VanGO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,8190 Port Tobacco Road,,Port Tobacco,MD,20677,,,3,http://www.go-vango.com/,,080570500,461,"146,551",283,"Waldorf, MD","109,919","1,617",68,Y,,26,26
30089,3089,Monongalia County Urban Mass Transit Authority,MLTA,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,420 DuPont Road,,Morgantown,WV,26501,,,3,http://www.busride.org/,6105,090827650,293,"91,576",393,"Morgantown, WV","70,350","1,876",37,Y,25,,25
30090,3090,Eastern Panhandle Transit Authority,EPTA,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,446 Novak Drive,,Martinsburg,WV,25405,8467,,3,http://www.pantran.com/,6280,080549470,527,"156,604",189,"Hagerstown, MD-WV-PA","182,696","1,370",133,Y,16,,16
30091,3091,Blacksburg Transit,BT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2800 Commerce Street,,Blacksburg,VA,24060,,,3,http://www.btransit.org/,1451,010071975,28,"63,661",328,"Blacksburg, VA","88,542","1,729",51,Y,42,,42
30092,3092,Carroll County Department of Public Works,CATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,10 Distillery Drive,,Westminster,MD,21157,,,3,http://www.carrolltransit.org/,,146064998,452,"167,564",383,"Westminster-Eldersburg, MD","72,714","1,260",58,Y,,29,29
30093,3093,City of Hazleton -- Hazleton Public Transit,HPT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,40 North Church St.,,Hazleton,PA,18201,,,3,http://www.hazletoncity.org/,6236,075306464,144,"58,043",460,"Hazleton, PA","56,827","1,820",31,Y,,11,11
30094,3094,City of Harrisonburg Department of Public Transportation,Harrisonburg Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,475 East Washington Street,,Harrisonburg,VA,22802,,,3,http://www.hdpt.com/,1454,070423694,17,"53,013",413,"Harrisonburg, VA","66,784","2,052",33,Y,39,,39
30095,3095,County of Lebanon Transit Authority,Lebanon Transit,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,200 Willow Street,,Lebanon,PA,17046,,,3,http://www.lebanontransit.org/,5649,961426236,362,"133,568",366,"Lebanon, PA","77,086","1,710",45,Y,25,,25
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Shore Transit,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,31901 Tri-County Way,Suite 133,Salisbury,MD,21804,,,3,http://www.shoretransit.org/,,147767433,"1,162","176,707",307,"Salisbury, MD-DE","98,081","1,387",71,Y,38,14,52
30098,3098,Washington County Commissioners,CABL Bus lines,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,223 Putnam Street,,Marietta,OH,45750,,,3,http://www.wmcap.org/,6282,005059535,15,"20,945",411,"Parkersburg, WV-OH","67,229","1,586",42,Y,,6,6
30099,3099,City of Winchester,WinTran,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,301 East Cork Street,,Winchester,VA,22601,,,3,http://www.winchesterva.gov/,3286,069380574,9,"26,000",398,"Winchester, VA","69,449","1,868",37,Y,7,,7
30101,3101,City of Washington,City Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,55 West Maiden Street,,Washington,PA,15301,6911,,3,http://www.washingtoncitytransit.org,1424,075644786,33,"61,634",27,"Pittsburgh, PA","1,733,853","1,916",905,Y,,9,9
30102,3102,Martz Trailways,,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,239 Old River Road,,Wilkes Barre,PA,18702,,,3,http://www.martztrailways.com/,,007917792,"2,315","813,888",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,42,,42
30103,3103,"Martz Group, National Coach Works of Virginia",NCW,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,10411 Hall Industrial Drive,,Fredericksburg,VA,22408,,,3,http://www.martzgroupva.com/commuters.asp/,,121818132,682,"264,585",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,18,,18
30104,3104,Metropolitan Washington Airports Authority,MWAA,Active,Building Reporter,Other,12/31/2014,4/30/2015,1 Aviation Circle,,Washington,DC,20001,6000,,3,http://www.mwaa.com/,6603,116203001,,,8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,,,
30105,3105,Northern Virginia Transportation Commission,NVTC,Active,Planning Reporter,"MPO, COG or Other Planning Agency",6/30/2014,1/31/2015,2300 Wilson Boulevard,Suite 620,Arlington,VA,22201,,,3,http://www.thinkoutsidethecar.org/,2049,077808087,,,8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,,,
30106,3106,National Capital Region Transportation Planning Board,MWCOG/TPB,Active,Small Systems Reporter,"MPO, COG or Other Planning Agency",6/30/2014,1/31/2015,777 North Capitol Street NE,300,Washington,DC,20002,,,3,http://www.mwcog.org/,1473,072663115,"1,322","4,586,770",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,,8,8
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,None,Active,Full Reporter: Operating,University,6/30/2014,1/31/2015,99 8th Street,,Morgantown,WV,26506,6565,6565,3,http://transportation.wvu.edu/prt/,1468,191510239,12,"60,037",393,"Morgantown, WV","70,350","1,876",37,N,55,,55
30108,3108,Cecil County Government - SSCT,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,200 Chesapeake Blvd,Suite 2500,Elkton,MD,21921,,21921,3,http://www.ceciltransit.com/,,069375921,346,"101,696",5,"Philadelphia, PA-NJ-DE-MD","5,441,567","2,746","1,981",Y,24,,24
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,STS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,44829 St. Andrews Church Rd,,California ,MD,20619,,409,3,http://www.stmarysmd.com/,,024708633,41,"48,284",451,"Lexington Park-California-Chesapeake Ranch Estates, MD","58,875","1,179",50,Y,17,,17
30111,3111,Washington Rides,,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,382 West Chestnut Street,,Washington,PA,15301,,,3,,,,861,"207,820",27,"Pittsburgh, PA","1,733,853","1,916",905,N,,64,64
30112,3112,DDOT - Progressive Transportation Services Administration,,Active,Building Reporter,State Government Unit or Department of Transportation,9/30/2014,1/31/2015,55 M Street Southeast,Suite 500,Washington,DC,20003,3522,,3,http://ddot.dc.gov,1397,003880940,24,"317,778",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",,,,
30137,3R04-012,Monroe County Transportation  Authority,MCTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,PO Box 339,,Scotrun,PA,18355,,,3,www.gomcta.com,,168463441,610,"166,314",472,"East Stroudsburg, PA-NJ","54,316","1,043",52,,33,5,38
30989,3113,Central Shenandoah Planning District Commission,CSPDC,Active,Small Systems Reporter,"MPO, COG or Other Planning Agency",6/30/2014,1/31/2015,112 MacTanly Place,,Staunton,VA,24401,,,3,http://www.cspdc.org/,7224,045640000,38,"56,611",461,"Staunton-Waynesboro, VA","56,611","1,485",38,,,8,8
40001,4001,Chattanooga Area Regional Transportation Authority,CARTA,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1617 Wilcox Boulevard,,Chattanooga,TN,37406,,,4,http://www.gocarta.org/,1120,066717307,289,"167,674",100,"Chattanooga, TN-GA","381,112","1,270",300,Y,61,3,64
40002,4002,Knoxville Area Transit,KAT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,301 Church Avenue,,Knoxville,TN,37915,2290,,4,http://www.katbus.com/,1124,042453530,104,"183,270",74,"Knoxville, TN","558,696","1,275",438,Y,87,,87
40003,4003,Memphis Area Transit Authority,MATA,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1370 Levee Road,,Memphis,TN,38108,,,4,http://www.matatransit.com/,1125,151999422,338,"755,141",41,"Memphis, TN-MS-AR","1,060,061","2,132",497,Y,171,,171
40004,4004,Metropolitan Transit Authority,MTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,430 Myatt Drive,,Nashville,TN,37115,,,4,http://www.nashvillemta.org/,1809,961036126,484,"626,681",44,"Nashville-Davidson, TN","969,587","1,721",563,Y,187,50,237
40005,4005,ART (Asheville Redefines Transit),ART,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,360 West Haywood Street,,Asheville,NC,28801,,,4,http://www.ridetheart.com/,1057,071056451,45,"83,393",133,"Asheville, NC","280,648","1,060",265,Y,16,,16
40006,4006,Cape Fear Public Transportation Authority,Wave,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,PO Box 12630,,Wilmington,NC,28405,0130,12630,4,http://www.wavetransit.com/,1066,603095733,32,"161,149",161,"Wilmington, NC","219,957","1,644",134,Y,21,25,46
40007,4007,Capital Area Transit,CAT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,4104 Poole Rd,,Raleigh,NC,27610,2927,,4,http://www.raleighnc.gov/transit/,1065,044379568,125,"347,729",50,"Raleigh, NC","884,891","1,708",518,Y,65,244,309
40008,4008,Charlotte Area Transit System,CATS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,600 East Fourth Street,,Charlotte,NC,28202,2858,,4,http://www.ridetransit.org/,1111,071064166,688,"1,098,944",38,"Charlotte, NC-SC","1,249,442","1,685",741,Y,431,,431
40009,4009,Fayetteville Area System of Transit,FAST,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,455 Grove Street,,Fayetteville,NC,28301,,,4,http://www.ridefast.net/,1112,040031700,95,"150,131",122,"Fayetteville, NC","310,282","1,567",198,Y,33,,33
40010,4R06-082,City of Gastonia,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,700 N Broad St,,Gastonia,NC,28054,,1748,4,www.cityofgastonia.com,1063,074497249,45,"73,209",200,"Gastonia, NC-SC","169,495","1,223",139,Y,9,,9
40011,4011,High Point Transit,Hi tran,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,716 West Kivett Drive,,High Point,NC,27262,6811,,4,http://www.highpointnc.gov/hi-tran/,1064,071581938,52,"104,371",202,"High Point, NC","166,485","1,473",113,Y,18,,18
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,WSTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1060 North Trade Street,,Winston-Salem,NC,27101,,,4,http://www.wstransit.com/,1114,071807056,108,"199,555",95,"Winston-Salem, NC","391,024","1,212",323,Y,59,,59
40014,4014,Ms Coast Transportation Authority,CTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,333 DeBuys Road,,Gulfport,MS,39507,3893,,4,http://www.CoastTransit.com/,1107,079461851,64,"113,222",175,"Gulfport, MS","208,948","1,270",165,Y,32,47,79
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",JATRAN,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,200 South President Street,Suite 223,Jackson,MS,39205,0017,,4,http://www.jacksonms.gov/jatran,1109,831756247,104,"173,514",107,"Jackson, MS","351,478","1,450",242,Y,45,,45
40016,4016,Ashland Bus System,ABS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,99 15th Street,,Ashland,KY,41105,1839,1839,4,http://ashlandky.gov/index.php/departments/ashland-bus-system/,1399,072667603,17,"23,540",178,"Huntington, WV-KY-OH","202,637","1,555",130,Y,10,,10
40017,4017,Lexington Transit Authority,LexTran,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,109 West Loudon Avenue,,Lexington,KY,40508,,,4,http://www.lextran.com/,1104,079660197,284,"295,803",131,"Lexington-Fayette, KY","290,263","3,316",88,Y,54,65,119
40018,4018,Transit Authority of River City,TARC,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1000 West Broadway,,Louisville,KY,40203,,,4,http://www.ridetarc.org/,1105,071329635,357,"806,893",43,"Louisville/Jefferson County, KY-IN","972,546","2,040",477,Y,179,130,309
40019,4019,Transit Authority of Northern Kentucky,TANK,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,3375 Madison Pike,,Fort Wright,KY,41017,9657,,4,http://www.tankbus.org/,2613,060905023,267,"278,653",30,"Cincinnati, OH-KY-IN","1,624,827","2,063",788,Y,104,,104
40020,4020,Owensboro Transit System,OTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,430 Allen Street,,Owensboro,KY,42302,9003,10003,4,http://www.owensboro.org/,1106,781717020,13,"54,000",391,"Owensboro, KY","70,543","2,086",34,Y,9,3,12
40021,4021,Albany Transit System,ATS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,712 Flint Avenue,,Albany,GA,31701,,,4,http://www.albany.ga.us/ats/ats/,1002,956064182,17,"75,616",309,"Albany, GA","95,779","1,352",71,Y,12,,12
