NTDID,Agency,Abbr,Active,Agency Type,Organization Type,Organization Type Desc,Institutional Structure Desc,Fiscal Year End,NTD Report Due Date,Address,Address Line 2,City,State,Zip,Zip4,P.O. Box,Region,Website,FTA Recipient ID,DUNS Number,Service Area (SQ Mi),Service Area Population,UZA,UZA Name,UZA Population,UZA Density,UZA SQ Mi,SSW,Required to Report,Operates FG/HI MB/DO,Operates FG/HI MB/PT,Operates FG/HI CB/DO,Operates FG/HI CB/PT,Directly Operated Vehicles,Purchased Transportation Vehicles,Total Vehicles of Maximum Service
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,Shore Transit,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,31901 Tri-County Way,Suite 133,Salisbury,MD,21804,,,3,www.shoretransit.org,,147767433,"1,162","176,707",307,"Salisbury, MD-DE","98,081","1,387",71,N,Y,N,N,N,N,39,14,53
3098,Washington County Commissioners,CABL Bus lines,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,223 Putnam Street,,Marietta,OH,45750,,,3,www.wmcap.org,6282,5059535,15,"20,945",411,"Parkersburg, WV-OH","67,229","1,586",42,Y,Y,,N,N,N,0,6,6
3099,City of Winchester,WinTran,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,301 East Cork Street,,Winchester,VA,22601,,,3,www.winchesterva.gov,3286,69380574,9,"26,000",398,"Winchester, VA","69,449","1,868",37,Y,Y,N,N,N,N,6,0,6
3101,City of Washington,City Transit,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,55 West Maiden Street,,Washington,PA,15301,6911,,3,www.washingtoncitytransit.com,1424,75644786,33,"61,634",27,"Pittsburgh, PA","1,733,853","1,916",905,N,Y,,N,N,N,0,9,9
3102,Martz Trailways,,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,239 Old River Road,,Wilkes Barre,PA,18702,,,3,http://www.martztrailways.com/,,7917792,"2,315","813,888",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,N,,N,N,N,50,0,50
3103,"Martz Group, National Coach Works of Virginia",NCW,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,10411 Hall Industrial Drive,,Fredericksburg,VA,22408,,,3,www.martzgroupva.com/commuters.asp,,121818132,682,"264,585",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,N,,N,Y,N,18,0,18
3104,Metropolitan Washington Airports Authority,MWAA,A,13. Other (Describe),Other,"The Airports Authority is not taxpayer-funded but is self-supporting, using aircraft landing fees, rents and revenues from concessions to fund operating expenses at both Airports. The Dulles Development Program is funded by bonds issued by the Authority, Federal and State Airport Improvement Program funds, and Passenger Facility Charges. 

The Airports Authority is also responsible for the operation and maintenance of the Dulles Toll Road, and the construction and funding of the Dulles Corridor Metrorail Project. 
",,12/31/2013,4/29/2014,1 Aviation Circle,,Washington,DC,20001,6000,,3,www.mwaa.com,6603,116203001,,,8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,N,N,N,,,,0,
3105,Northern Virginia Transportation Commission,NVTC,A,"7. MPO, COG or other planning agency (Describe)",MPO,Independent agency with an appointed Board of Directors,,6/30/2013,10/29/2013,2300 Wilson Boulevard,Suite 620,Arlington,VA,22201,,,3,www.thinkoutsidethecar.org,2049,77808087,,,8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",N,N,N,N,,,0,,
3106,National Capital Region Transportation Planning Board,MWCOG/TPB,A,"7. MPO, COG or other planning agency (Describe)",MPO,"The MWCOG/TPB's planning area covers the District of Columbia and surrounding jurisdictions. In Maryland these jurisdictions include Charles County, Frederick County, Montgomery County, and Prince George's County, plus the cities of Bowie, College Park, Frederick, Gaithersburg, Greenbelt, Rockville, and Takoma Park. In Virginia, the planning area includes Alexandria, Arlington County, the City of Fairfax, Fairfax County, Falls Church, Loudoun County, The Cities of Manassas and Manassas Park, and Prince William County. ",,6/30/2013,10/29/2013,777 North Capitol Street NE,300,Washington,DC,20002,,,3,www.mwcog.org,1473,72663115,"1,322","4,586,770",8,"Washington, DC-VA-MD","4,586,770","3,470","1,322",Y,N,,N,N,N,0,6,6
3107,West Virginia University - Morgantown Personal Rapid Transit,None,A,5. University,University,,,6/30/2013,10/29/2013,99 8th Street,,Morgantown,WV,26506,6565,6565,3,http://transportation.wvu.edu/prt,1468,191510239,12,"60,037",393,"Morgantown, WV","70,350","1,876",37,N,N,,N,N,N,55,0,55
3108,Cecil County Government - SSCT,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,200 Chesapeake Blvd,Suite 2500,Elkton,MD,21921,,21921,3,www.ceciltransit.com,,69375921,346,"101,696",5,"Philadelphia, PA-NJ-DE-MD","5,441,567","2,746","1,981",Y,Y,N,N,N,N,24,0,24
3109,St. Mary's Transit System -Dept. of Public Works and Transit,STS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,44829 St. Andrews Church Rd,,California ,MD,20619,,409,3,www.stmarysmd.com,,24708633,41,"48,284",451,"Lexington Park-California-Chesapeake Ranch Estates, MD","58,875","1,179",50,Y,Y,N,N,N,N,17,0,17
3110,VRT - Staunton Region,VRT,A,10. Private-non-profit corporation,Non-Profit,,,9/30/2013,1/31/2014,109 N Bailey Lane,,Purcellville ,VA,20132,,,3,www.vatransit.org,,842028565,100,"50,000",461,"Staunton-Waynesboro, VA","56,611","1,485",38,Y,N,N,N,N,N,,,
3111,Washington Rides,,A,,,,,6/30/2013,10/29/2013,382 West Chestnut Street,,Washington,PA,15301,,,3,,,,,,27,"Pittsburgh, PA","1,733,853","1,916",905,N,N,N,N,N,N,,,
4001,Chattanooga Area Regional Transportation Authority,CARTA,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1617 Wilcox Boulevard,,Chattanooga,TN,37406,,,4,www.gocarta.org,1120,66717307,289,"167,674",100,"Chattanooga, TN-GA","381,112","1,270",300,N,Y,N,N,N,N,61,5,66
4002,Knoxville Area Transit,KAT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,301 Church Avenue,,Knoxville,TN,37915,2290,,4,www.katbus.com,1124,42453530,104,"182,196",74,"Knoxville, TN","558,696","1,275",438,N,Y,N,N,N,N,94,0,94
4003,Memphis Area Transit Authority,MATA,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1370 Levee Road,,Memphis,TN,38108,,,4,www.matatransit.com,1125,151999422,311,"699,241",41,"Memphis, TN-MS-AR","1,060,061","2,132",497,N,Y,N,N,N,N,172,0,172
4004,Metropolitan Transit Authority,MTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,430 Myatt Drive,,Nashville,TN,37115,,,4,www.nashvillemta.org,1809,961036126,484,"626,681",44,"Nashville-Davidson, TN","969,587","1,721",563,N,Y,N,N,N,N,187,57,244
4005,ART (Asheville Redefines Transit),ART,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,360 West Haywood Street,,Asheville,NC,28801,,,4,www.ridetheart.com,1057,71056451,45,"83,393",133,"Asheville, NC","280,648","1,060",265,N,Y,N,N,N,N,16,0,16
4006,Cape Fear Public Transportation Authority,Wave,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,PO Box 12630,,Wilmington,NC,28405,130,12630,4,www.wavetransit.com,1066,603095733,32,"161,149",161,"Wilmington, NC","219,957","1,644",134,N,Y,,N,N,N,21,27,48
4007,Capital Area Transit,CAT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,4104 Poole Rd,,Raleigh,NC,27610,2927,,4,www.raleighnc.gov/transit,1065,44379568,125,"347,729",50,"Raleigh, NC","884,891","1,708",518,N,Y,N,N,N,N,65,245,310
4008,Charlotte Area Transit System,CATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,600 East Fourth Street,,Charlotte,NC,28202,2858,,4,www.ridetransit.org,1111,71064166,688,"1,098,944",38,"Charlotte, NC-SC","1,249,442","1,685",741,N,Y,Y,N,N,N,428,0,428
4009,Fayetteville Area System of Transit,FAST,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,455 Grove Street,,Fayetteville,NC,28301,,,4,http://www.ridefast.net/,1112,40031700,95,"150,131",122,"Fayetteville, NC","310,282","1,567",198,N,Y,N,N,N,N,30,0,30
4010,Gastonia Transit,Gastonia Transit,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,700 N. Broad Street,,Gastonia,NC,28054,,1748,4,www.cityofgastonia.com,1063,74497249,45,"78,000",200,"Gastonia, NC-SC","169,495","1,223",139,Y,Y,N,N,N,N,7,0,7
4011,High Point Transit,Hi tran,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,716 West Kivett Drive,,High Point,NC,27262,6811,,4,www.highpointnc.gov/hi-tran,1064,71581938,52,"100,442",202,"High Point, NC","166,485","1,473",113,Y,Y,N,N,N,N,18,0,18
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,WSTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1060 North Trade Street,,Winston-Salem,NC,27101,,,4,www.wstransit.com,1114,71807056,108,"199,555",95,"Winston-Salem, NC","391,024","1,212",323,N,Y,N,N,N,N,59,0,59
4014,Coast Transit Authority,CTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,333 DeBuys Road,,Gulfport,MS,39507,3893,,4,www.CoastTransit.com,1107,79461851,64,"113,222",175,"Gulfport, MS","208,948","1,270",165,N,Y,N,N,N,N,32,47,79
4015,City of Jackson Transit System ,JATRAN,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,200 South President Street,,Jackson,MS,39205,,,4,www.city.jackson.ms.us,1109,831756247,115,"173,514",107,"Jackson, MS","351,478","1,450",242,N,Y,N,,N,N,30,0,30
4016,Ashland Bus System,ABS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,99 15th Street,,Ashland,KY,41105,1839,1839,4,http://ashlandky.gov/index.php/departments/ashland-bus-system,1399,72667603,17,"21,981",178,"Huntington, WV-KY-OH","202,637","1,555",130,Y,Y,N,N,N,N,10,0,10
4017,Lexington Transit Authority,LexTran,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,109 West Loudon Avenue,,Lexington,KY,40508,,,4,www.lextran.com,1104,79660197,284,"295,803",131,"Lexington-Fayette, KY","290,263","3,316",88,N,Y,N,N,N,N,54,46,100
4018,Transit Authority of River City,TARC,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1000 West Broadway,,Louisville,KY,40203,,,4,www.ridetarc.org,1105,71329635,357,"806,893",43,"Louisville/Jefferson County, KY-IN","972,546","2,040",477,N,Y,N,N,N,N,180,128,308
4019,Transit Authority of Northern Kentucky,TANK,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,3375 Madison Pike,,Fort Wright,KY,41017,9657,,4,www.tankbus.org,2613,60905023,267,"278,653",30,"Cincinnati, OH-KY-IN","1,624,827","2,063",788,N,Y,N,N,N,N,104,0,104
4020,Owensboro Transit System,OTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,430 Allen Street,,Owensboro,KY,42302,9003,10003,4,www.owensboro.org,1106,781717020,13,"54,000",391,"Owensboro, KY","70,543","2,086",34,Y,Y,N,N,N,N,8,3,11
4021,Albany Transit System,ATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,712 Flint Avenue,,Albany,GA,31701,,,4,www.albany.ga.us/ats/ats,1002,956064182,17,"75,616",309,"Albany, GA","95,779","1,352",71,N,Y,N,N,N,N,11,0,11
4022,Metropolitan Atlanta Rapid Transit Authority,MARTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,"2424 Piedmont Road, N.E.",,Atlanta,GA,30324,3330,,4,www.itsmarta.com,1101,64500903,498,"1,612,500",9,"Atlanta, GA","4,515,419","1,707","2,645",N,Y,Y,N,N,N,781,0,781
4023,Augusta Richmond County Transit Department,APT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1535 Fenwick Street,,Augusta,GA,30904,3727,,4,www.augustaga.gov,2016,73438418,25,"200,549",98,"Augusta-Richmond County, GA-SC","386,787","1,490",260,N,Y,,N,N,N,0,19,19
4024,"Metra Transit System (Columbus, GA)",Metra,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,814 Linwood Boulevard,,Columbus,GA,31902,1340,,4,www.columbusga.org/metra,1046,37221327,132,"230,208",147,"Columbus, GA-AL","253,602","1,725",147,Y,Y,N,N,N,N,23,0,23
4025,Chatham Area Transit Authority,CAT,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,900 East Gwinnett Street,,Savannah,GA,31401,9118,9118,4,www.catchacat.org,1103,75867689,438,"265,128",144,"Savannah, GA","260,677","1,575",165,N,Y,N,N,N,N,73,73,146
4026,Manatee County Area Transit,MCAT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,"1108 26th Avenue, East",,Bradenton,FL,34208,,,4,www.mymanatee.org,1079,930431937,743,"322,833",64,"Sarasota-Bradenton, FL","643,260","1,969",327,N,Y,N,N,N,N,41,0,41
4027,Pinellas Suncoast Transit Authority,PSTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,3201 Scherer Drive,,St. Petersburg,FL,33716,,,4,www.psta.net,1080,809397102,243,"922,616",17,"Tampa-St. Petersburg, FL","2,441,770","2,552",957,N,Y,N,N,Y,N,162,130,292
4028,Lee County Transit,LeeTran,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,6035 Landing View Road,,Fort Myers,FL,33907,,,4,www.rideleetran.com,1083,13461611,130,"463,224",78,"Cape Coral, FL","530,290","1,605",330,N,Y,N,N,N,N,83,11,94
4029,Broward County Transit Division,BCT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,1 N. University Drive,Suite 3100A,Plantation,FL,33324,,,4,www.broward.org/bct,1082,66938358,410,"1,815,137",4,"Miami, FL","5,502,379","4,442","1,239",N,Y,Y,N,N,N,261,201,462
4030,Gainesville Regional Transit System,RTS,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,100 SE10th Avenue,"P.O. Box 490, Station 5",Gainesville,FL,32601,,490,4,www.go-rts.com,1084,10522159,76,"160,000",187,"Gainesville, FL","187,781","2,157",87,N,Y,N,N,N,N,103,35,138
4031,Lakeland Area Mass Transit District ,Citrus Connection,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,1212 George Jenkins Boulevard,,Lakeland,FL,33815,,,4,www.ridecitrus.com,1086,5075627,77,"145,000",143,"Lakeland, FL","262,596","1,798",146,N,Y,N,N,N,N,34,0,34
4032,"County of Volusia, dba: VOTRAN",Votran,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,950 Big Tree Road,,South Daytona,FL,32119,,,4,www.votran.org,1081,76875558,"1,207","468,670",109,"Palm Coast-Daytona Beach-Port Orange, FL","349,064","1,946",179,N,Y,N,N,N,N,94,27,121
4034,Miami-Dade Transit,MDT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,701 NW 1st Court,17th Floor,Miami,FL,33136,,,4,www.miamidade.gov/transit,1089,135722747,306,"2,496,435",4,"Miami, FL","5,502,379","4,442","1,239",N,Y,Y,N,N,N,791,343,"1,134"
4035,Central Florida Regional Transportation Authority,LYNX,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,455 North Garland Avenue,,Orlando,FL,32801,1128,,4,www.golynx.com,1091,67849109,"2,538","1,920,488",32,"Orlando, FL","1,510,516","2,527",598,N,Y,Y,N,N,N,233,338,571
4036,City of Tallahassee,StarMetro ,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,555 Appleyard Drive,,Tallahassee,FL,32304,,,4,www.talgov.com,1095,73245193,102,"162,310",153,"Tallahassee, FL","240,223","1,899",127,N,Y,N,N,N,N,73,0,73
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",PalmTran,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,3201 Electronics Way,,West Palm Beach,FL,33407,4618,,4,www.palmtran.org,1098,78470481,365,"1,268,782",4,"Miami, FL","5,502,379","4,442","1,239",N,Y,N,N,N,N,123,263,386
4038,Escambia County Area Transit,ECAT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,1515 West Fairfield Drive,,Pensacola,FL,32501,1128,,4,www.goecat.com,1092,75079673,236,"341,765",113,"Pensacola, FL-AL","340,067","1,462",233,N,Y,,N,N,N,0,55,55
4040,Jacksonville Transportation Authority,JTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,100 North Myrtle Avenue,,Jacksonville,FL,32204,,,4,www.jtafla.com,1085,150201689,432,"827,481",40,"Jacksonville, FL","1,065,219","2,009",530,N,Y,N,N,N,N,143,82,225
4041,Hillsborough Area Regional Transit Authority,HART,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,1201 E. 7th Avenue,,Tampa,FL,33605,2311,,4,www.gohart.org,1096,21716816,243,"822,404",17,"Tampa-St. Petersburg, FL","2,441,770","2,552",957,N,Y,Y,N,N,N,197,0,197
4042,Birmingham-Jefferson County Transit Authority,MAX,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,2121 Rev. Abraham Woods Jr. Blvd.,5th Floor,Birmingham,AL,35203,,10212,4,www.bjcta.org,1073,126280635,186,"452,091",55,"Birmingham, AL","749,495","1,414",530,N,Y,N,N,N,N,94,0,94
4043,The Wave Transit System,WTS,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,1224 West I-65 Service Road South,,Mobile,AL,36609,1306,,4,www.thewavetransit.com,1076,10396687,117,"223,900",115,"Mobile, AL","326,183","1,464",223,N,Y,N,N,N,N,51,0,51
4044,City of Montgomery-Montgomery Area Transit System,MATS,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,2318 West Fairview Avenue,,Montgomery,AL,36108,4157,,4,www.montgomerytransit.com,1019,78961885,135,"205,764",142,"Montgomery, AL","263,907","1,718",154,N,Y,N,N,N,N,29,0,29
4045,Tuscaloosa County Parking and Transit Authority,TMT,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,601 23rd Avenue,,Tuscaloosa,AL,35401,,,4,www.tuscaloosatransit.com,1078,147866248,171,"136,487",233,"Tuscaloosa, AL","139,114","1,554",90,Y,Y,N,N,N,N,12,0,12
4046,Sarasota County Area Transit,SCAT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,5303 Pinkney Avenue,,Sarasota,FL,34233,2421,,4,www.scgov.net/scat,1094,73192924,213,"388,474",64,"Sarasota-Bradenton, FL","643,260","1,969",327,N,Y,N,N,N,N,73,35,108
4047,Athens Transit System,ATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,775 E. Broad St.,,Athens,GA,30601,,,4,www.athenstransit.com,,3646619,44,"116,714",249,"Athens-Clarke County, GA","128,754","1,309",98,N,Y,N,N,N,N,25,0,25
4049,Gadsden Transportation Services - City of Gadsden,GTS,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,90 Broad Street,,Gadsden,AL,35902,267,267,4,www.gadsdendot.com,1016,77650331,37,"52,729",426,"Gadsden, AL","64,172",891,72,Y,Y,N,N,N,N,22,0,22
4051,Chapel Hill Transit,CHT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,"405 Martin Luther King, Jr. Blvd.",,Chapel Hill,NC,27514,5705,,4,www.chtransit.org,1110,75563783,62,"80,218",110,"Durham, NC","347,602","1,913",182,N,Y,N,N,N,N,89,1,90
