State,Agency,AgencyID,OrgType,SSW,UZA Size,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount
IL,Chicago Transit Authority(CTA),5066,Authority,N,Over 1 million,HR,Full Time,"1,070","2,874,628.00","1,203,052.00","1,759,754.00","543,668.00","6,381,102.00","513,751.00","6,894,853.00","1,667.70",699.7,"1,015.60",387.9,"3,770.90",286.5,"4,057.40"
IL,Chicago Transit Authority(CTA),5066,Authority,N,Over 1 million,HR,Part Time,"1,070","747,800.00",0,0,"20,192.00","767,992.00",0,"767,992.00",792.5,0,0,23.7,816.2,0,816.2
IL,Chicago Transit Authority(CTA),5066,Authority,N,Over 1 million,Total,,"2,733","11,683,851.00","2,976,735.00","2,121,364.00","1,008,850.00","17,790,800.00","992,206.00","18,783,006.00","6,991.80","1,683.60","1,214.90",734.4,"10,624.70",550.2,"11,174.90"
IL,Decatur Public Transit System(DPTS),5061,City,N,"Under 200,000",MB,Full Time,22,"77,447.00","15,506.00","3,048.00","6,163.00","102,164.00",81,"102,245.00",45.1,8,1.8,3.4,58.3,0,58.3
IL,Decatur Public Transit System(DPTS),5061,City,N,"Under 200,000",MB,Part Time,22,"10,546.00",0,0,0,"10,546.00",0,"10,546.00",7.1,0,0,0,7.1,0,7.1
IL,Decatur Public Transit System(DPTS),5061,City,N,"Under 200,000",DR,Full Time,7,"15,700.00","3,482.00",663,"1,081.00","20,926.00",23,"20,949.00",8.1,1.8,0.4,0.6,10.9,0,10.9
IL,Decatur Public Transit System(DPTS),5061,City,N,"Under 200,000",DR,Part Time,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Decatur Public Transit System(DPTS),5061,City,N,"Under 200,000",Total,,29,"103,693.00","18,988.00","3,711.00","7,244.00","133,636.00",104,"133,740.00",60.3,9.8,2.2,4,76.3,0,76.3
IL,Greater Peoria Mass Transit District(CityLink),5056,Authority,N,"200,000 - 1 million",MB,Full Time,48,"183,277.00","64,945.00","4,309.00","29,563.00","282,094.00",0,"282,094.00",93,32,2,17,144,0,144
IL,Greater Peoria Mass Transit District(CityLink),5056,Authority,N,"200,000 - 1 million",MB,Part Time,48,"18,329.00",0,0,"1,826.00","20,155.00",0,"20,155.00",26,0,0,2,28,0,28
IL,Greater Peoria Mass Transit District(CityLink),5056,Authority,N,"200,000 - 1 million",Total,,48,"201,606.00","64,945.00","4,309.00","31,389.00","302,249.00",0,"302,249.00",119,32,2,19,172,0,172
IL,Madison County Transit District(MCT),5146,Authority,N,Over 1 million,VP,Full Time,90,0,"2,151.00",0,"6,155.00","8,306.00",0,"8,306.00",0,1.2,0,3.7,4.9,0,4.9
IL,Madison County Transit District(MCT),5146,Authority,N,Over 1 million,VP,Part Time,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Madison County Transit District(MCT),5146,Authority,N,Over 1 million,Total,,90,0,"2,151.00",0,"6,155.00","8,306.00",0,"8,306.00",0,1.2,0,3.7,4.9,0,4.9
IL,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail(Metra),5118,Authority,N,Over 1 million,CR,Full Time,"1,043","3,421,542.00","2,216,215.00","1,799,997.00","861,591.00","8,299,345.00","479,995.00","8,779,340.00","1,705.00","1,230.00",915,460,"4,310.00",250,"4,560.00"
IL,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail(Metra),5118,Authority,N,Over 1 million,CR,Part Time,"1,043",0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail(Metra),5118,Authority,N,Over 1 million,Total,,"1,043","3,421,542.00","2,216,215.00","1,799,997.00","861,591.00","8,299,345.00","479,995.00","8,779,340.00","1,705.00","1,230.00",915,460,"4,310.00",250,"4,560.00"
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,VP,Full Time,698,0,0,0,"48,197.00","48,197.00",0,"48,197.00",0,0,0,25.4,25.4,0,25.4
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,VP,Part Time,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,MB,Full Time,502,"1,615,019.00","476,756.00","39,135.00","249,074.00","2,379,984.00","23,337.00","2,403,321.00",875.5,259.5,22.6,139.9,"1,297.50",11.2,"1,308.70"
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,MB,Part Time,502,"223,014.00","4,859.00","3,259.00","13,684.00","244,816.00",0,"244,816.00",162.1,3,2,14,181.1,0,181.1
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,DR,Full Time,6,"6,728.00",958,159,"1,832.00","9,677.00",0,"9,677.00",3.5,0.5,0.1,1,5.1,0,5.1
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,DR,Part Time,6,"6,353.00",0,0,0,"6,353.00",0,"6,353.00",7,0,0,0,7,0,7
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,Over 1 million,Total,,"1,206","1,851,114.00","482,573.00","42,553.00","312,787.00","2,689,027.00","23,337.00","2,712,364.00","1,048.10",263,24.7,180.3,"1,516.10",11.2,"1,527.30"
IL,Rides Mass Transit District(RMTD),5211,Authority,N,"Under 200,000",MB,Full Time,103,"259,552.00","24,442.00",0,"32,526.00","316,520.00",0,"316,520.00",128,13,0,18,159,0,159
IL,Rides Mass Transit District(RMTD),5211,Authority,N,"Under 200,000",MB,Part Time,103,"2,343.00","1,918.00",0,628,"4,889.00",0,"4,889.00",2,2,0,1,5,0,5
IL,Rides Mass Transit District(RMTD),5211,Authority,N,"Under 200,000",Total,,103,"261,895.00","26,360.00",0,"33,154.00","321,409.00",0,"321,409.00",130,15,0,19,164,0,164
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,"200,000 - 1 million",MB,Full Time,43,"190,774.00","27,218.00",0,"23,069.00","241,061.00",0,"241,061.00",98,15.5,0,13.4,126.9,0,126.9
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,"200,000 - 1 million",MB,Part Time,43,"8,816.00","6,838.00",0,"1,037.00","16,691.00",0,"16,691.00",7,4.4,0,4,15.4,0,15.4
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,"200,000 - 1 million",DR,Full Time,9,"7,272.00",0,0,"2,972.00","10,244.00",0,"10,244.00",4,0,0,1.6,5.6,0,5.6
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,"200,000 - 1 million",DR,Part Time,9,"9,404.00",0,0,0,"9,404.00",0,"9,404.00",8,0,0,0,8,0,8
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,"200,000 - 1 million",Total,,52,"216,266.00","34,056.00",0,"27,078.00","277,400.00",0,"277,400.00",117,19.9,0,19,155.9,0,155.9
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,"200,000 - 1 million",MB,Full Time,29,"125,607.00","24,213.00","4,892.00","22,802.00","177,514.00",0,"177,514.00",59.6,12.6,2.6,11.7,86.5,0,86.5
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,"200,000 - 1 million",MB,Part Time,29,"10,802.00","3,260.00",951,0,"15,013.00",0,"15,013.00",6.2,2.2,0.6,0,9,0,9
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,"200,000 - 1 million",DR,Full Time,19,"56,634.00","5,821.00","2,487.00",0,"64,942.00",0,"64,942.00",26.3,3,1.3,0,30.6,0,30.6
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,"200,000 - 1 million",DR,Part Time,19,"9,629.00",784,484,0,"10,897.00",0,"10,897.00",5.5,0.5,0.4,0,6.4,0,6.4
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,"200,000 - 1 million",Total,,48,"202,672.00","34,078.00","8,814.00","22,802.00","268,366.00",0,"268,366.00",97.6,18.3,4.9,11.7,132.5,0,132.5
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,"Under 200,000",MB,Full Time,48,"105,264.00","38,917.00",0,"18,199.00","162,380.00",0,"162,380.00",52,20.3,0,9.7,82,0,82
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,"Under 200,000",MB,Part Time,48,"60,780.00",0,0,0,"60,780.00",0,"60,780.00",32,0,0,0,32,0,32
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,"Under 200,000",DR,Full Time,10,"8,108.00","1,471.00",0,"2,500.00","12,079.00",0,"12,079.00",5,0.7,0,1.3,7,0,7
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,"Under 200,000",DR,Part Time,10,"32,344.00",0,0,0,"32,344.00",0,"32,344.00",19,0,0,0,19,0,19
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,"Under 200,000",Total,,58,"206,496.00","40,388.00",0,"20,699.00","267,583.00",0,"267,583.00",108,21,0,11,140,0,140
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,"Under 200,000",MB,Full Time,29,"77,759.00","25,718.00","2,155.00","6,830.00","112,462.00",0,"112,462.00",38,12.8,1.2,4,56,0,56
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,"Under 200,000",MB,Part Time,29,"43,619.00",0,0,0,"43,619.00",0,"43,619.00",29,0,0,0,29,0,29
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,"Under 200,000",DR,Full Time,7,"10,839.00","2,528.00",312,"1,983.00","15,662.00",0,"15,662.00",6,1.2,0.2,1,8.4,0,8.4
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,"Under 200,000",DR,Part Time,7,"9,678.00",0,0,0,"9,678.00",0,"9,678.00",6.1,0,0,0,6.1,0,6.1
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,"Under 200,000",Total,,36,"141,895.00","28,246.00","2,467.00","8,813.00","181,421.00",0,"181,421.00",79.1,14,1.4,5,99.5,0,99.5
IN,City of Kokomo(COK),5145,City,N,"Under 200,000",MB,Full Time,4,"11,650.00",0,0,0,"11,650.00",0,"11,650.00",6,0,0,0,6,0,6
IN,City of Kokomo(COK),5145,City,N,"Under 200,000",MB,Part Time,4,"14,805.00",865,0,308,"15,978.00",0,"15,978.00",10,3,0,1,14,0,14
IN,City of Kokomo(COK),5145,City,N,"Under 200,000",DR,Full Time,15,"16,357.00",0,0,0,"16,357.00",0,"16,357.00",8,0,0,0,8,0,8
IN,City of Kokomo(COK),5145,City,N,"Under 200,000",DR,Part Time,15,"14,801.00",982,0,719,"16,502.00",0,"16,502.00",16,4,0,1,21,0,21
IN,City of Kokomo(COK),5145,City,N,"Under 200,000",Total,,19,"57,613.00","1,847.00",0,"1,027.00","60,487.00",0,"60,487.00",40,7,0,2,49,0,49
IN,East Chicago Transit(ECT),5042,City,N,Over 1 million,MB,Full Time,3,"15,553.00","2,968.00","4,143.00","5,285.00","27,949.00",0,"27,949.00",8,1.4,2,2.6,14,0,14
IN,East Chicago Transit(ECT),5042,City,N,Over 1 million,MB,Part Time,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,East Chicago Transit(ECT),5042,City,N,Over 1 million,DR,Full Time,1,"4,167.00","1,272.00",515,"1,875.00","7,829.00",0,"7,829.00",2,0.6,0.3,0.9,3.8,0,3.8
IN,East Chicago Transit(ECT),5042,City,N,Over 1 million,DR,Part Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,East Chicago Transit(ECT),5042,City,N,Over 1 million,Total,,4,"19,720.00","4,240.00","4,658.00","7,160.00","35,778.00",0,"35,778.00",10,2,2.3,3.5,17.8,0,17.8
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,"200,000 - 1 million",MB,Full Time,30,"144,373.00","19,375.00",510,"7,667.00","171,925.00",0,"171,925.00",73.8,10.5,0.2,4.1,88.6,0,88.6
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,"200,000 - 1 million",MB,Part Time,30,"5,333.00","4,928.00","1,911.00",0,"12,172.00",0,"12,172.00",4.4,3.5,1.5,0,9.4,0,9.4
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,"200,000 - 1 million",DR,Full Time,10,"32,970.00","2,218.00",114,"1,720.00","37,022.00",0,"37,022.00",17.2,1.2,0.1,0.9,19.4,0,19.4
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,"200,000 - 1 million",DR,Part Time,10,"1,031.00","1,106.00",429,0,"2,566.00",0,"2,566.00",0.6,0.7,0.3,0,1.6,0,1.6
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,"200,000 - 1 million",Total,,40,"183,707.00","27,627.00","2,964.00","9,387.00","223,685.00",0,"223,685.00",96,15.9,2.1,5,119,0,119
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,Over 1 million,MB,Full Time,16,"69,360.00","21,530.00","11,545.00","17,811.00","120,246.00",0,"120,246.00",35.5,12.5,5.5,7.5,61,0,61
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,Over 1 million,MB,Part Time,16,"6,168.00",0,"1,088.00","2,665.00","9,921.00",0,"9,921.00",6,0,1,2,9,0,9
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,Over 1 million,DR,Full Time,4,"16,178.00","2,584.00","1,050.00","5,213.00","25,025.00",0,"25,025.00",11.5,1.5,0.5,2.5,16,0,16
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,Over 1 million,DR,Part Time,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,Over 1 million,Total,,20,"91,706.00","24,114.00","13,683.00","25,689.00","155,192.00",0,"155,192.00",53,14,7,12,86,0,86
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,"Under 200,000",MB,Full Time,55,"155,438.00","26,046.00",828,"14,713.00","197,025.00",551,"197,576.00",86.3,14.5,0.5,8.2,109.5,0.3,109.8
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,"Under 200,000",MB,Part Time,55,"20,662.00",0,0,"2,547.00","23,209.00",0,"23,209.00",24.9,0,0,1.8,26.7,0,26.7
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,"Under 200,000",DR,Full Time,5,"10,263.00","1,463.00",0,987,"12,713.00",0,"12,713.00",5.7,0.9,0,0.6,7.2,0,7.2
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,"Under 200,000",DR,Part Time,5,476,0,0,0,476,0,476,0.6,0,0,0,0.6,0,0.6
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,"Under 200,000",Total,,60,"186,839.00","27,509.00",828,"18,247.00","233,423.00",551,"233,974.00",117.5,15.4,0.5,10.6,144,0.3,144.3
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Authority,N,Over 1 million,MB,Full Time,132,"716,026.00","139,842.00","15,700.00","69,431.00","940,999.00",0,"940,999.00",380,69,7,41,497,0,497
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Authority,N,Over 1 million,MB,Part Time,132,"3,918.00","2,899.00",0,"1,321.00","8,138.00",0,"8,138.00",4,2,0,3,9,0,9
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Authority,N,Over 1 million,Total,,132,"719,944.00","142,741.00","15,700.00","70,752.00","949,137.00",0,"949,137.00",384,71,7,44,506,0,506
IN,Metropolitan Evansville Transit System(METS),5043,City,N,"200,000 - 1 million",MB,Full Time,24,"87,943.00","14,220.00",326,"5,514.00","108,003.00",0,"108,003.00",43.9,5.8,3.6,2.8,56.1,0,56.1
IN,Metropolitan Evansville Transit System(METS),5043,City,N,"200,000 - 1 million",MB,Part Time,24,"13,857.00","7,475.00","3,143.00",0,"24,475.00",0,"24,475.00",9,9.8,2.1,0,20.9,0,20.9
IN,Metropolitan Evansville Transit System(METS),5043,City,N,"200,000 - 1 million",DR,Full Time,14,"18,253.00","6,094.00",117,"3,013.00","27,477.00",0,"27,477.00",10,2.5,0.1,1.9,14.5,0,14.5
IN,Metropolitan Evansville Transit System(METS),5043,City,N,"200,000 - 1 million",DR,Part Time,14,"13,591.00","3,204.00","1,347.00",0,"18,142.00",0,"18,142.00",9,4.2,0.9,0,14.1,0,14.1
IN,Metropolitan Evansville Transit System(METS),5043,City,N,"200,000 - 1 million",Total,,38,"133,644.00","30,993.00","4,933.00","8,527.00","178,097.00",0,"178,097.00",71.9,22.3,6.7,4.7,105.6,0,105.6
IN,Muncie Indiana Transit System(MITS),5054,City,N,"Under 200,000",MB,Full Time,25,"69,322.00","12,140.00","1,626.00","9,098.00","92,186.00",0,"92,186.00",44,7,0.8,4.5,56.3,0,56.3
IN,Muncie Indiana Transit System(MITS),5054,City,N,"Under 200,000",MB,Part Time,25,"11,711.00",999,630,0,"13,340.00",0,"13,340.00",9,1,0.7,0,10.7,0,10.7
IN,Muncie Indiana Transit System(MITS),5054,City,N,"Under 200,000",DR,Full Time,10,"22,221.00","2,291.00",606,"3,911.00","29,029.00",0,"29,029.00",11,1.2,0.3,2,14.5,0,14.5
IN,Muncie Indiana Transit System(MITS),5054,City,N,"Under 200,000",DR,Part Time,10,"2,613.00",355,313,0,"3,281.00",0,"3,281.00",2.6,0.6,0.3,0,3.5,0,3.5
IN,Muncie Indiana Transit System(MITS),5054,City,N,"Under 200,000",Total,,35,"105,867.00","15,785.00","3,175.00","13,009.00","137,836.00",0,"137,836.00",66.6,9.8,2.1,6.5,85,0,85
IN,North Township of Lake County Dial-A-Ride,5103,City,N,Over 1 million,DR,Full Time,6,"9,644.00",0,0,"8,164.00","17,808.00",0,"17,808.00",6,0,0,5,11,0,11
IN,North Township of Lake County Dial-A-Ride,5103,City,N,Over 1 million,DR,Part Time,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,North Township of Lake County Dial-A-Ride,5103,City,N,Over 1 million,Total,,6,"9,644.00",0,0,"8,164.00","17,808.00",0,"17,808.00",6,0,0,5,11,0,11
IN,Northern Indiana Commuter Transportation District(NICTD),5104,Authority,N,Over 1 million,CR,Full Time,66,"216,139.00","186,114.00","88,792.00","44,062.00","535,107.00","28,107.00","563,214.00",108,106,50,26,290,14,304
IN,Northern Indiana Commuter Transportation District(NICTD),5104,Authority,N,Over 1 million,CR,Part Time,66,0,0,0,"1,040.00","1,040.00",0,"1,040.00",0,0,0,1,1,0,1
IN,Northern Indiana Commuter Transportation District(NICTD),5104,Authority,N,Over 1 million,Total,,66,"216,139.00","186,114.00","88,792.00","45,102.00","536,147.00","28,107.00","564,254.00",108,106,50,27,291,14,305
IN,"Opportunity Enterprises, Inc.(OE)",5131,Non-Profit,N,Over 1 million,DR,Full Time,15,"20,656.00",0,0,"4,014.00","24,670.00",0,"24,670.00",11,0,0,2,13,0,13
IN,"Opportunity Enterprises, Inc.(OE)",5131,Non-Profit,N,Over 1 million,DR,Part Time,15,"1,530.00",0,0,0,"1,530.00",0,"1,530.00",4,0,0,0,4,0,4
IN,"Opportunity Enterprises, Inc.(OE)",5131,Non-Profit,N,Over 1 million,Total,,15,"22,186.00",0,0,"4,014.00","26,200.00",0,"26,200.00",15,0,0,2,17,0,17
IN,"Porter County Aging and Community Services, Inc.(PCACS)",5179,Non-Profit,N,Over 1 million,DR,Full Time,7,"18,221.00",0,0,"6,913.00","25,134.00",0,"25,134.00",10,0,0,4,14,0,14
IN,"Porter County Aging and Community Services, Inc.(PCACS)",5179,Non-Profit,N,Over 1 million,DR,Part Time,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,"Porter County Aging and Community Services, Inc.(PCACS)",5179,Non-Profit,N,Over 1 million,Total,,7,"18,221.00",0,0,"6,913.00","25,134.00",0,"25,134.00",10,0,0,4,14,0,14
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,"200,000 - 1 million",MB,Full Time,36,"114,386.00","21,516.00","4,202.00","8,925.00","149,029.00",0,"149,029.00",54,11.4,3,6,74.4,0,74.4
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,"200,000 - 1 million",MB,Part Time,36,"14,775.00",0,688,395,"15,858.00",0,"15,858.00",12,0,0.5,0.8,13.3,0,13.3
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,"200,000 - 1 million",DR,Full Time,11,"20,830.00","1,233.00","1,525.00","2,088.00","25,676.00",0,"25,676.00",10,0.6,1,1,12.6,0,12.6
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,"200,000 - 1 million",DR,Part Time,11,"2,886.00",0,214,416,"3,516.00",0,"3,516.00",5,0,0.5,0.5,6,0,6
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,"200,000 - 1 million",Total,,47,"152,877.00","22,749.00","6,629.00","11,824.00","194,079.00",0,"194,079.00",81,12,5,8.3,106.3,0,106.3
IN,"South Lake County Community Services, Inc.(SLCCS)",5167,Non-Profit,N,Over 1 million,DR,Full Time,14,"29,250.00",0,0,"1,950.00","31,200.00",0,"31,200.00",15,0,0,1,16,0,16
IN,"South Lake County Community Services, Inc.(SLCCS)",5167,Non-Profit,N,Over 1 million,DR,Part Time,14,"1,950.00",0,0,975,"2,925.00",0,"2,925.00",2,0,0,1,3,0,3
IN,"South Lake County Community Services, Inc.(SLCCS)",5167,Non-Profit,N,Over 1 million,Total,,14,"31,200.00",0,0,"2,925.00","34,125.00",0,"34,125.00",17,0,0,2,19,0,19
IN,Terre Haute Transit Utility(THTU),5053,City,N,"Under 200,000",MB,Full Time,8,"36,794.00","1,742.00","3,483.00","11,999.00","54,018.00",0,"54,018.00",17,1,2,5.7,25.7,0,25.7
IN,Terre Haute Transit Utility(THTU),5053,City,N,"Under 200,000",MB,Part Time,8,"5,294.00","1,268.00",0,0,"6,562.00",0,"6,562.00",6,1,0,0,7,0,7
IN,Terre Haute Transit Utility(THTU),5053,City,N,"Under 200,000",DR,Full Time,2,"8,789.00","1,817.00","1,801.00",589,"12,996.00",0,"12,996.00",4,1,1,0.3,6.3,0,6.3
IN,Terre Haute Transit Utility(THTU),5053,City,N,"Under 200,000",DR,Part Time,2,"1,922.00","1,589.00",0,0,"3,511.00",0,"3,511.00",2,1,0,0,3,0,3
IN,Terre Haute Transit Utility(THTU),5053,City,N,"Under 200,000",Total,,10,"52,799.00","6,416.00","5,284.00","12,588.00","77,087.00",0,"77,087.00",29,4,3,6,42,0,42
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,"Under 200,000",MB,Full Time,22,"79,633.00","15,050.00","5,596.00","10,663.00","110,942.00",0,"110,942.00",46.3,8.4,3.1,6,63.8,0,63.8
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,"Under 200,000",MB,Part Time,22,212,0,0,972,"1,184.00",0,"1,184.00",0.8,0,0,3.7,4.5,0,4.5
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,"Under 200,000",DR,Full Time,13,"31,608.00","5,350.00","1,989.00","3,790.00","42,737.00",0,"42,737.00",16.5,3,1.1,2.1,22.7,0,22.7
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,"Under 200,000",DR,Part Time,13,75,0,0,346,421,0,421,0.2,0,0,1.8,2,0,2
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,"Under 200,000",Total,,35,"111,528.00","20,400.00","7,585.00","15,771.00","155,284.00",0,"155,284.00",63.8,11.4,4.2,13.6,93,0,93
KS,Wichita Transit(WT),7015,City,N,"200,000 - 1 million",MB,Full Time,38,"139,834.00","31,643.00","4,823.00","15,928.00","192,228.00",0,"192,228.00",75,19,2.6,10.9,107.5,0,107.5
KS,Wichita Transit(WT),7015,City,N,"200,000 - 1 million",MB,Part Time,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Wichita Transit(WT),7015,City,N,"200,000 - 1 million",DR,Full Time,19,"56,679.00","4,062.00",410,"5,679.00","66,830.00",0,"66,830.00",27,2.1,0.2,4.1,33.4,0,33.4
KS,Wichita Transit(WT),7015,City,N,"200,000 - 1 million",DR,Part Time,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Wichita Transit(WT),7015,City,N,"200,000 - 1 million",Total,,57,"196,513.00","35,705.00","5,233.00","21,607.00","259,058.00",0,"259,058.00",102,21.1,2.8,15,140.9,0,140.9
KY,Kentuckiana Regional Planning and Development Agency(KIPDA),4196,MPO,N,"200,000 - 1 million",VP,Full Time,81,0,0,0,"9,160.00","9,160.00",0,"9,160.00",0,0,0,6,6,0,6
KY,Kentuckiana Regional Planning and Development Agency(KIPDA),4196,MPO,N,"200,000 - 1 million",VP,Part Time,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentuckiana Regional Planning and Development Agency(KIPDA),4196,MPO,N,"200,000 - 1 million",Total,,81,0,0,0,"9,160.00","9,160.00",0,"9,160.00",0,0,0,6,6,0,6
KY,Lexington Transit Authority(LexTran),4017,Authority,N,"200,000 - 1 million",MB,Full Time,54,"253,452.00","70,440.00","7,720.00","26,218.00","357,830.00",0,"357,830.00",120,41,4,14,179,0,179
KY,Lexington Transit Authority(LexTran),4017,Authority,N,"200,000 - 1 million",MB,Part Time,54,"2,656.00",0,0,0,"2,656.00",0,"2,656.00",5,0,0,0,5,0,5
KY,Lexington Transit Authority(LexTran),4017,Authority,N,"200,000 - 1 million",Total,,54,"256,108.00","70,440.00","7,720.00","26,218.00","360,486.00",0,"360,486.00",125,41,4,14,184,0,184
