Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?
Space Coast Area Transit,Cocoa,FL,4063,40063,"City, County or Local Government Unit or Department of Transportation",Full Reporter,452791,142,DR,DO,27,103713,,0,,0,,6564,,0,,110277,,51,,0,,0,,3,,0,,54,,1706762,,0,,0,,120180,,1826942,,16.4566,,,,0,,18.309,,16.5668,,No
Memphis Area Transit Authority,Memphis,TN,4003,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1060061,139,MB,DO,99,487865,,114896,,8877,,86850,,0,,698488,,254.5,,55,,5,,49,,0,,363.5,,11438634,,2689966,,276341,,2374681,,16779622,,23.4463,,23.4122,,0.5664,,27.3423,,24.0228,,No
Central Contra Costa Transit Authority,Concord,CA,9078,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,615968,139,MB,DO,92,346593,,55103,,10582,,64409,,0,,476687,,183,,30,,6,,37,,0,,256,,9166141,,1853018,,313442,,2300721,,13633322,,26.4464,,33.6283,,0.9044,,35.7205,,28.6002,,No
Fresno Area Express,Fresno,CA,9027,90027,"City, County or Local Government Unit or Department of Transportation",Full Reporter,654628,139,MB,DO,89,513224,,94544,,13457,,49253,,0,,670478,,270,,52,,9,,24,,0,,355,,15369640,,2852413,,394981,,1742802,,20359836,,29.9472,,30.1702,,0.7696,,35.3847,,30.3662,,No
Memphis Area Transit Authority,Memphis,TN,4003,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1060061,139,DR,DO,40,122956,,14460,,40,,4196,,0,,141652,,81,,8,,0,,1.5,,0,,90.5,,2693450,,406465,,1668,,141938,,3243521,,21.9058,,28.1096,,0.0136,,33.827,,22.8978,,No
Memphis Area Transit Authority,Memphis,TN,4003,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1060061,139,SR,DO,0,0,,29185,,0,,8347,,0,,37532,,0,,15,,0,,5,,0,,20,,0,,390188,,0,,276104,,666292,,,,13.3695,,,,33.0782,,17.7526,,No
"County of Volusia, dba: VOTRAN",South Daytona,FL,4032,40032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,349064,138,MB,DO,54,243329,,44149,,19127,,47776,,0,,354381,,123,,22,,9,,30,,0,,184,,4786576,,791469,,449080,,675360,,6702485,,19.6712,,17.9272,,1.8456,,14.136,,18.9132,,No
"County of Volusia, dba: VOTRAN",South Daytona,FL,4032,40032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,349064,138,DR,DO,53,130497,,18678,,1687,,39930,,0,,190792,,74,,12,,1,,23,,0,,110,,1830727,,271063,,26728,,592281,,2720799,,14.0289,,14.5124,,0.2048,,14.833,,14.2606,,No
"Paratransit, Inc.",Sacramento,CA,9223,90223,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634,138,DR,DO,101,376872,,23120,,2503,,42745,,0,,445240,,168.2,,12.3,,1.4,,20.6,,0,,202.5,,6158475,,523626,,47076,,937850,,7667027,,16.341,,22.6482,,0.1249,,21.9406,,17.22,,No
Metropolitan Bus Authority,San Juan,PR,4086,40086,Independent Public Agency or Authority of Transit Service,Full Reporter,2148346,128,MB,DO,87,644481,,297773,,75161,,197075,,0,,1214490,,347,,166,,41,,109,,0,,663,,11560037,,4885895,,1118480,,4075494,,21639906,,17.937,,16.4081,,1.7355,,20.6799,,17.8181,,No
Metropolitan Bus Authority,San Juan,PR,4086,40086,Independent Public Agency or Authority of Transit Service,Full Reporter,2148346,128,DR,DO,41,149399,,12269,,3606,,9027,,0,,174301,,81,,7,,2,,5,,0,,95,,2560700,,203579,,52703,,126046,,2943028,,17.14,,16.593,,0.3528,,13.9632,,16.8847,,No
Rides Mass Transit District,Harrisburg,IL,5211,50211,Independent Public Agency or Authority of Transit Service,Full Reporter,67821,126,MB,DO,126,327776,,35842,,0,,59217,,0,,422835,,175,,20,,0,,30,,0,,225,,4517149,,668718,,0,,1535172,,6721039,,13.7812,,18.6574,,0,,25.9245,,15.8952,,No
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,366174,123,MB,DO,56,237006,,31874,,1811,,35675,,0,,306366,,121.55,,14.61,,0.86,,21.06,,0,,158.08,,4229741,,655076,,40929,,1511550,,6437296,,17.8466,,20.552,,0.1727,,42.37,,21.0118,,No
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,366174,123,DR,DO,14,46486,,5214,,296,,6515,,0,,58511,,21.45,,2.39,,0.14,,3.85,,0,,27.83,,832031,,107154,,6695,,276041,,1221921,,17.8985,,20.5512,,0.144,,42.3701,,20.8836,,No
Erie Metropolitan Transit Authority,Erie,PA,3013,30013,Independent Public Agency or Authority of Transit Service,Full Reporter,196611,120,MB,DO,67,230217,,32938,,16089,,21077,,0,,300321,,128,,17,,8,,13,,0,,166,,5674836,,848540,,298136,,419027,,7240539,,24.6499,,25.7617,,1.295,,19.8808,,24.1093,,No
Erie Metropolitan Transit Authority,Erie,PA,3013,30013,Independent Public Agency or Authority of Transit Service,Full Reporter,196611,120,DR,DO,53,115725,,10464,,1995,,13444,,0,,141628,,60,,5,,1,,7,,0,,73,,1792103,,296300,,40404,,385054,,2513861,,15.4859,,28.3161,,0.3491,,28.6413,,17.7497,,No
Transit Authority of Northern Kentucky,Fort Wright,KY,4019,40019,Independent Public Agency or Authority of Transit Service,Full Reporter,1624827,119,MB,DO,97,347968,,73026,,8720,,32230,,0,,461944,,181,,37,,3.6,,17.7,,0,,239.3,,7223097,,1593338,,193021,,717374,,9726830,,20.7579,,21.8188,,0.5547,,22.258,,21.0563,,No
Champaign-Urbana Mass Transit District,Urbana,IL,5060,50060,Independent Public Agency or Authority of Transit Service,Full Reporter,145361,119,MB,DO,96,420300,,75133,,13351,,40659,,0,,549443,,245.9,,44,,8,,26.1,,0,,324,,9919073,,1958960,,218370,,1550912,,13647315,,23.6,,26.0732,,0.5196,,38.1444,,24.8385,,No
Champaign-Urbana Mass Transit District,Urbana,IL,5060,50060,Independent Public Agency or Authority of Transit Service,Full Reporter,145361,119,DR,DO,8,31003,,3577,,533,,3576,,0,,38689,,20.1,,2.5,,0.3,,2,,0,,24.9,,576552,,50766,,10668,,61655,,699641,,18.5967,,14.1923,,0.3441,,17.2413,,18.0837,,No
Transit Authority of Northern Kentucky,Fort Wright,KY,4019,40019,Independent Public Agency or Authority of Transit Service,Full Reporter,1624827,119,DR,DO,22,74142,,3545,,2108,,7793,,0,,87588,,38.5,,2.5,,0.9,,4.3,,0,,46.2,,1363030,,68446,,45661,,169701,,1646838,,18.384,,19.3078,,0.6159,,21.7761,,18.8021,,No
"vRide, Inc. - Denver",Denver,CO,8109,80109,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,2374203,119,VP,DO,119,0,,0,,0,,5003,,0,,5003,,0,,0,,0,,4,,0,,4,,0,,0,,0,,186078,,186078,,,,,,,,37.1933,,37.1933,,No
Prince George's County Transit,Largo,MD,3085,30085,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,116,DR,DO,40,63635,,2757,,0,,27170,,0,,93562,,33.73,,1.26,,0,,18.08,,0,,53.07,,1141317,,179247,,0,,395200,,1715764,,17.9354,,65.0152,,0,,14.5455,,18.3383,,No
Whatcom Transportation Authority,Bellingham,WA,21,21,Independent Public Agency or Authority of Transit Service,Full Reporter,114473,113,MB,DO,47,228015,,35550,,8320,,32653,,0,,304538,,137.08,,18.94,,4.31,,18.95,,0,,179.28,,6553421,,1050014,,219026,,1248291,,9070752,,28.7412,,29.5363,,0.9606,,38.229,,29.7853,,No
Whatcom Transportation Authority,Bellingham,WA,21,21,Independent Public Agency or Authority of Transit Service,Full Reporter,114473,113,DR,DO,39,117395,,9239,,2200,,15319,,0,,144153,,60.92,,4.96,,1.16,,8.9,,0,,75.94,,3024849,,257780,,68356,,581160,,3932145,,25.7664,,27.9013,,0.5823,,37.9372,,27.2776,,No
Whatcom Transportation Authority,Bellingham,WA,21,21,Independent Public Agency or Authority of Transit Service,Full Reporter,114473,113,VP,DO,24,1116,,1134,,63,,435,,0,,2748,,0.9,,0.59,,0.04,,0.25,,0,,1.78,,40860,,34897,,1947,,16644,,94348,,36.6129,,30.7734,,1.7446,,38.2621,,34.3333,,No
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703,112,MB,DO,65,289201,,51430,,26170,,73566,,960,,441327,,151.5,,28.5,,14.9,,42.8,,0.65,,238.35,,9625409,,1690588,,669760,,2664044,,14649801,,33.2828,,32.8716,,2.3159,,36.213,,33.1949,,No
Cumberland Dauphin-Harrisburg Transit Authority,Harrisburg,PA,3014,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,444474,112,MB,DO,64,238758,,62322,,6614,,25869,,0,,333563,,111,,27.23,,2.65,,9.07,,0,,149.95,,5387436,,1351347,,221949,,663369,,7624101,,22.5644,,21.6833,,0.9296,,25.6434,,22.8566,,No
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703,112,DR,DO,29,71456,,3261,,0,,1647,,0,,76364,,45,,1.7,,0,,1,,0,,47.7,,1801915,,96509,,0,,39299,,1937723,,25.2171,,29.5949,,0,,23.861,,25.3748,,No
Cumberland Dauphin-Harrisburg Transit Authority,Harrisburg,PA,3014,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,444474,112,DR,DO,28,80965,,4196,,775,,1698,,0,,87634,,38,,1.75,,0.35,,0.45,,0,,40.55,,1198006,,157205,,28022,,50778,,1434011,,14.7966,,37.4654,,0.3461,,29.9046,,16.3636,,No
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703,112,CB,DO,15,35343,,6285,,3198,,8990,,0,,53816,,18.5,,3.5,,1.8,,5.2,,0,,29,,1176307,,206604,,81850,,325569,,1790330,,33.2826,,32.8726,,2.3159,,36.2146,,33.2676,,No
Transit Authority of Omaha,Omaha,NE,7002,70002,Independent Public Agency or Authority of Transit Service,Full Reporter,725008,111,MB,DO,90,291261,,53379,,22046,,62167,,0,,428853,,154,,29,,13,,35,,0,,231,,8391805,,1827537,,677778,,735386,,11632506,,28.812,,34.237,,2.327,,11.8292,,27.1247,,No
Transit Authority of Omaha,Omaha,NE,7002,70002,Independent Public Agency or Authority of Transit Service,Full Reporter,725008,111,DR,DO,21,63259,,2251,,3703,,9200,,0,,78413,,32,,2,,2,,6,,0,,42,,1343656,,58188,,60498,,115240,,1577582,,21.2406,,25.8498,,0.9564,,12.5261,,20.1189,,No
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,87454,110,MB,DO,60,237139,,39732,,9446,,40520,,0,,326837,,155.05,,22.1,,5.1,,22.45,,0,,204.7,,6041801,,1290761,,139288,,985356,,8457206,,25.4779,,32.4867,,0.5874,,24.3178,,25.8759,,No
Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237,110,CB,DO,6,41536,,8896,,1876,,8713,,0,,61021,,21.1,,4.8,,0.9,,5,,0,,31.8,,1240502,,261615,,55957,,311089,,1869163,,29.8657,,29.4082,,1.3472,,35.704,,30.6315,,No
Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237,110,MB,DO,51,281340,,60259,,12709,,59017,,0,,413325,,142.9,,32.2,,6.1,,34,,0,,215.2,,8402451,,1772028,,379019,,2107137,,12660635,,29.8658,,29.4069,,1.3472,,35.7039,,30.6312,,No
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,87454,110,VP,DO,39,1180,,2198,,369,,2288,,0,,6035,,0.64,,1.21,,0.2,,1.3,,0,,3.35,,39491,,32034,,13499,,103881,,188905,,33.4669,,14.5742,,11.4398,,45.4025,,31.3016,,No
Lee County Transit,Fort Myers,FL,4028,40028,"City, County or Local Government Unit or Department of Transportation",Full Reporter,530290,109,MB,DO,49,265600,,26589,,9201,,31109,,0,,332499,,152.27,,15.68,,5.83,,18.27,,0,,192.05,,5145677,,708213,,224923,,627151,,6705964,,19.3738,,26.6356,,0.8468,,20.1598,,20.1684,,No
Lee County Transit,Fort Myers,FL,4028,40028,"City, County or Local Government Unit or Department of Transportation",Full Reporter,530290,109,DR,DO,41,112821,,10391,,326,,16123,,0,,139661,,61.12,,5.82,,0.17,,7.59,,0,,74.7,,2292636,,255674,,8696,,415569,,2972575,,20.321,,24.6053,,0.0771,,25.7749,,21.2842,,No
Montebello Bus Lines,Montebello,CA,9041,90041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,107,MB,DO,62,260008,,39637,,10266,,20880,,0,,330791,,143,,27,,7,,14,,0,,191,,7555040,,1695983,,298742,,727460,,10277225,,29.057,,42.7879,,1.149,,34.84,,31.0686,,No
City of Alexandria ,Alexandria,VA,3071,30071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,105,MB,DO,72,269364,,46715,,2044,,26881,,0,,345004,,153,,26,,1,,15,,0,,195,,6727817,,1189610,,51189,,1124203,,9092819,,24.9767,,25.4653,,0.19,,41.8215,,26.3557,,No
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,320069,105,MB,DO,62,352947,,77697,,32093,,49666,,0,,512403,,150.84,,41.86,,17.59,,28.11,,0,,238.4,,6053838,,1685364,,462746,,1880593,,10082541,,17.1523,,21.6915,,1.3111,,37.8648,,19.677,,No
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,320069,105,DR,DO,1,2933,,57,,20,,485,,0,,3495,,2,,0.03,,0.01,,0.3,,0,,2.34,,42454,,1145,,204,,17544,,61347,,14.4746,,20.0877,,0.0696,,36.1732,,17.5528,,No
San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583,104,MB,DO,48,219625,,57615,,34598,,87600,,7276,,406714,,105,,27,,17,,46,,4,,199,,4586060,,1473592,,453545,,2277567,,8790764,,20.8813,,25.5765,,2.0651,,25.9996,,21.6141,,No
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,290263,103,MB,DO,51,259909,,67930,,7527,,25275,,0,,360641,,134,,41,,4,,13,,0,,192,,5631264,,1676642,,148333,,624075,,8080314,,21.6663,,24.6819,,0.5707,,24.6914,,22.4054,,No
Worcester Regional Transit Authority,Worcester,MA,1014,10014,Independent Public Agency or Authority of Transit Service,Full Reporter,486514,103,MB,DO,44,230419,,51175,,8291,,28370,,0,,318255,,106.1,,24.7,,5.7,,15.1,,0,,151.6,,6133476,,1645762,,298566,,817609,,8895413,,26.6188,,32.1595,,1.2958,,28.8195,,27.9506,,No
Suburban Transit Corporation,New Brunswick,NJ,2128,20128,Private-For-Profit Corporation,Full Reporter,18351295,103,CB,DO,103,362073,,88011,,0,,52487,,0,,502571,,186,,39,,0,,30,,0,,255,,9611820,,2082435,,0,,1241773,,12936028,,26.5466,,23.6611,,0,,23.6587,,25.7397,,No
Worcester Regional Transit Authority,Worcester,MA,1014,10014,Independent Public Agency or Authority of Transit Service,Full Reporter,486514,103,DR,DO,10,32225,,5954,,418,,4076,,0,,42673,,18.8,,2.9,,0.3,,2.1,,0,,24.1,,634991,,168669,,15873,,108143,,927676,,19.7049,,28.3287,,0.4926,,26.5316,,21.7392,,No
Hill Country Transit District,San Saba,TX,6091,60091,Independent Public Agency or Authority of Transit Service,Full Reporter,217630,102,DR,DO,89,229684,,13638,,9476,,21563,,0,,274361,,113.97,,6.58,,5.58,,12.22,,0,,138.35,,3163474,,269066,,120965,,571832,,4125337,,13.7732,,19.7291,,0.5267,,26.5191,,15.0362,,No
Hill Country Transit District,San Saba,TX,6091,60091,Independent Public Agency or Authority of Transit Service,Full Reporter,217630,102,MB,DO,13,77069,,8276,,5808,,8130,,0,,99283,,36.03,,3.42,,3.42,,4.78,,0,,47.65,,1149017,,163277,,74140,,213940,,1600374,,14.9089,,19.729,,0.962,,26.3149,,16.1193,,No
Birmingham-Jefferson County Transit Authority,Birmingham,AL,4042,40042,Independent Public Agency or Authority of Transit Service,Full Reporter,749495,100,MB,DO,70,299172,,102749,,17758,,74688,,0,,494367,,167,,53,,9,,42,,0,,271,,6672603,,2248465,,533769,,2068009,,11522846,,22.3036,,21.8831,,1.7842,,27.6886,,23.3083,,No
Birmingham-Jefferson County Transit Authority,Birmingham,AL,4042,40042,Independent Public Agency or Authority of Transit Service,Full Reporter,749495,100,DR,DO,30,94527,,12699,,4440,,10185,,0,,121851,,44,,7,,2,,6,,0,,59,,1696722,,277900,,65971,,254994,,2295587,,17.9496,,21.8836,,0.6979,,25.0362,,18.8393,,No
"Ft.Worth - vRide, Inc.",Arlington,TX,6084,60084,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,5121892,99,VP,DO,99,0,,0,,0,,5047,W,0,,5047,W,0,,0,,0,,5,,0,,5,,0,,0,,0,,319601,,319601,,,,,,,,63.3249,W,63.3249,,Yes
Connecticut Department of Transportation - CTTRANSIT New Haven Division,Hartford,CT,1055,10055,State Government Unit or Department of Transportation,Full Reporter,562839,98,MB,DO,98,488647,,114881,,19829,,58020,,0,,681377,,236,,54,,10,,40,,0,,340,,14627787,,3496989,,684403,,1757807,,20566986,,29.9353,,30.4401,,1.4006,,30.2966,,30.1844,,No
Mecklenburg County DSS,Charlotte,NC,4228,40228,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,98,DR,DO,22,87377,,0,,0,,21410,,0,,108787,,44,,0,,0,,11,,0,,55,,1932850,,0,,0,,366679,,2299529,,22.1208,,,,0,,17.1265,,21.1379,,No
Laketran,Grand River,OH,5117,50117,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,96,DR,DO,72,199669,,14064,,3936,,24000,,0,,241669,,139,,7,,2,,12,,0,,160,,3215142,,331228,,58452,,394069,,3998891,,16.1024,,23.5515,,0.2927,,16.4195,,16.547,,No
Laketran,Grand River,OH,5117,50117,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,96,CB,DO,14,27681,,3807,,825,,4100,,0,,36413,,17,,2.5,,0.5,,2,,0,,22,,524666,,50958,,8993,,60626,,645243,,18.954,,13.3853,,0.3249,,14.7868,,17.7201,,No
Laketran,Grand River,OH,5117,50117,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,96,MB,DO,10,48643,,4315,,775,,7677,,0,,61410,,26,,2.5,,0.5,,6,,0,,35,,1240183,,127306,,22482,,151655,,1541626,,25.4956,,29.5031,,0.4622,,19.7545,,25.1038,,No
"Rockland Coaches, Inc.",Westwood,NJ,2149,20149,Private-For-Profit Corporation,Full Reporter,18351295,94,CB,DO,94,309049,,50008,,0,,5259,,0,,364316,,136,,26,,0,,3,,0,,165,,6350658,,1108076,,0,,129770,,7588504,,20.549,,22.158,,0,,24.6758,,20.8295,,No
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,345580,93,MB,DO,61,321438,,59642,,6182,,106280,,0,,493542,,168.4,,32,,3.35,,60.24,,0,,263.99,,6969060,,1570067,,151037,,2737634,,11427798,,21.6809,,26.3249,,0.4699,,25.7587,,23.1547,,No
Metropolitan Tulsa Transit Authority,Tulsa,OK,6018,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,655479,93,MB,DO,53,264779,,60418,,0,,62354,,0,,387551,,123,,28,,0,,34,,0,,185,,4615400,,996653,,0,,1030342,,6642395,,17.4311,,16.496,,0,,16.5241,,17.1394,,No
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,345580,93,DR,DO,32,138848,,14768,,3045,,6526,,0,,163187,,72.6,,8,,1.65,,3.76,,0,,86.01,,2484632,,380248,,74391,,171908,,3111179,,17.8946,,25.7481,,0.5358,,26.342,,19.0651,,No
Sarasota County Area Transit,Sarasota,FL,4046,40046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,643260,92,CB,DO,5,20915,,3112,,1401,,2484,,0,,27912,,10.5,,1.78,,0.5,,0.88,,0,,13.66,,308980,,55252,,33583,,73156,,470971,,14.7731,,17.7545,,1.6057,,29.4509,,16.8734,,No
Sarasota County Area Transit,Sarasota,FL,4046,40046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,643260,92,MB,DO,48,331128,,43992,,9193,,23528,,0,,407841,,168.99,,24.89,,5.06,,8.88,,0,,207.82,,5582332,,913300,,173522,,628452,,7297606,,16.8585,,20.7606,,0.524,,26.7108,,17.8933,,No
"City Transit Management Company, Inc.",Lubbock,TX,6010,60010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,237356,89,MB,DO,60,182825,,54854,,4049,,13749,,0,,255477,,115,,28,,2,,7,,0,,152,,2748238,,880397,,52332,,322147,,4003114,,15.0321,,16.0498,,0.2862,,23.4306,,15.6692,,No
"City Transit Management Company, Inc.",Lubbock,TX,6010,60010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,237356,89,DR,DO,29,70801,,16340,,1975,,5799,,0,,94915,,34,,9,,1,,3,,0,,47,,1025991,,259034,,25529,,133259,,1443813,,14.4912,,15.8528,,0.3606,,22.9797,,15.2116,,No
Chapel Hill Transit,Chapel Hill,NC,4051,40051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,347602,88,MB,DO,74,276498,,49799,,3280,,25226,,0,,354803,,133.8,,24.36,,1.75,,12,,0,,171.91,,4532169,,944525,,83417,,549124,,6109235,,16.3913,,18.9667,,0.3017,,21.7682,,17.2187,,No
Chapel Hill Transit,Chapel Hill,NC,4051,40051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,347602,88,DR,DO,14,50903,,9514,,446,,4966,,0,,65829,,23.8,,4.64,,0.29,,2.5,,0,,31.23,,818989,,179909,,11439,,104595,,1114932,,16.0892,,18.9099,,0.2247,,21.0622,,16.9368,,No
Santa Barbara Metropolitan Transit District,Santa Barbara,CA,9020,90020,Independent Public Agency or Authority of Transit Service,Full Reporter,195861,87,MB,DO,87,321150,,50570,,5280,,32047,,571,,409618,,167.9,,28.7,,3,,18.1,,0.3,,218,,8569117,,1463982,,160102,,1245949,,11439150,,26.6826,,28.9496,,0.4985,,38.8788,,27.9264,,No
City of Tallahassee,Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,240223,87,MB,DO,68,266668,,28224,,23265,,8161,,0,,326318,,137,,15,,11,,5,,0,,168,,5121379,,717989,,422989,,275006,,6537363,,19.2051,,25.439,,1.5862,,33.6976,,20.0337,,No
