State,Agency,AgencyNTDID,AgencyID,OrgType,ReporterType,UZA Size,WholeAgencyVOMsSize,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount 
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),50057,5057,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,DR,Full Time,9,"7,590",,,"2,991","10,581",,"10,581",4.0,,,2.0,6.0,,6.0
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),50057,5057,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,DR,Part Time,9,"9,607",,,,"9,607",,"9,607",9.0,,,,9.0,,9.0
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),50057,5057,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Full Time,43,"196,589","30,076",385,"21,553","248,603",,"248,603",97.0,16.0,,14.0,127.0,,127.0
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),50057,5057,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Part Time,43,"10,461","7,440",1,"1,413","19,315",,"19,315",8.0,5.0,,6.0,19.0,,19.0
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),50057,5057,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,52,"224,247","37,516",386,"25,957","288,106",,"288,106",118.0,21.0,,22.0,161.0,,161.0
IL,Rockford Mass Transit District(RMTD),50058,5058,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Full Time,20,"63,032","9,470","6,029",,"78,531",,"78,531",26.0,3.1,1.9,,31.0,,31.0
IL,Rockford Mass Transit District(RMTD),50058,5058,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Part Time,20,"13,084",801,57,,"13,942",,"13,942",7.9,0.6,,,8.5,,8.5
IL,Rockford Mass Transit District(RMTD),50058,5058,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Full Time,29,"143,229","39,494","11,862","25,297","219,882",,"219,882",61.7,12.7,3.8,11.9,90.1,,90.1
IL,Rockford Mass Transit District(RMTD),50058,5058,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Part Time,29,"10,023","3,340",112,,"13,475",,"13,475",6.4,2.3,0.1,,8.8,,8.8
IL,Rockford Mass Transit District(RMTD),50058,5058,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,Total,,49,"229,368","53,105","18,060","25,297","325,830",,"325,830",102.0,18.7,5.8,11.9,138.4,,138.4
IL,Springfield Mass Transit District(SMTD),50059,5059,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Full Time,12,"8,387","1,169",,"2,263","11,819",,"11,819",5.0,0.6,,1.2,6.8,,6.8
IL,Springfield Mass Transit District(SMTD),50059,5059,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Part Time,12,"33,825",,,,"33,825",,"33,825",19.0,,,,19.0,,19.0
IL,Springfield Mass Transit District(SMTD),50059,5059,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,48,"107,829","40,952",,"17,605","166,386",,"166,386",55.0,21.4,,8.8,85.2,,85.2
IL,Springfield Mass Transit District(SMTD),50059,5059,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,48,"60,598",,,,"60,598",,"60,598",29.0,,,,29.0,,29.0
IL,Springfield Mass Transit District(SMTD),50059,5059,Authority,Full Reporter: Operating,"Under 200,000",50-99,Total,,60,"210,639","42,121",,"19,868","272,628",,"272,628",108.0,22.0,,10.0,140.0,,140.0
IN,Bloomington Public Transportation Corporation(BT),50110,5110,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,7,"10,734","2,451",352,"2,013","15,550",,"15,550",6.0,1.2,0.2,1.0,8.4,,8.4
IN,Bloomington Public Transportation Corporation(BT),50110,5110,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,7,"8,755",,,,"8,755",,"8,755",6.0,,,,6.0,,6.0
IN,Bloomington Public Transportation Corporation(BT),50110,5110,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,29,"76,312","25,197",765,"7,686","109,960",,"109,960",42.0,12.0,,,54.0,,54.0
IN,Bloomington Public Transportation Corporation(BT),50110,5110,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,29,"44,150",,,4,"44,154",,"44,154",28.0,,,,28.0,,28.0
IN,Bloomington Public Transportation Corporation(BT),50110,5110,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,36,"139,951","27,648","1,117","9,703","178,419",,"178,419",82.0,13.2,0.2,1.0,96.4,,96.4
IN,City of Kokomo(COK),50145,5145,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,19,"10,566",,,,"10,566",,"10,566",4.0,,,,4.0,,4.0
IN,City of Kokomo(COK),50145,5145,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,19,"25,641",842,,273,"26,756",,"26,756",17.0,2.0,,1.0,20.0,,20.0
IN,City of Kokomo(COK),50145,5145,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,4,"17,213",415,,273,"17,901",,"17,901",17.0,2.0,,1.0,20.0,,20.0
IN,City of Kokomo(COK),50145,5145,City,Full Reporter: Operating,"Under 200,000",25-49,Total,,23,"53,420","1,257",,546,"55,223",,"55,223",38.0,4.0,,2.0,44.0,,44.0
IN,East Chicago Transit(ECT),50042,5042,City,Full Reporter: Operating,Over 1 million,under 10,DR,Full Time,1,"4,683","1,044",443,"1,359","7,529",,"7,529",2.0,0.6,0.3,0.9,3.8,,3.8
IN,East Chicago Transit(ECT),50042,5042,City,Full Reporter: Operating,Over 1 million,under 10,MB,Full Time,3,"15,048","2,613","3,415","3,997","25,073",,"25,073",9.0,1.5,2.0,2.8,15.3,,15.3
IN,East Chicago Transit(ECT),50042,5042,City,Full Reporter: Operating,Over 1 million,under 10,Total,,4,"19,731","3,657","3,858","5,356","32,602",,"32,602",11.0,2.1,2.3,3.7,19.0,,19.0
IN,Fort Wayne Public Transportation Corporation(Citilink),50044,5044,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Full Time,11,"33,353","2,223",116,"1,717","37,409",,"37,409",15.1,1.2,0.1,0.9,17.3,,17.3
IN,Fort Wayne Public Transportation Corporation(Citilink),50044,5044,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Part Time,11,899,"1,118",436,,"2,453",,"2,453",0.6,0.8,0.2,,1.6,,1.6
IN,Fort Wayne Public Transportation Corporation(Citilink),50044,5044,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Full Time,30,"143,255","19,374",508,"7,655","170,792",,"170,792",74.9,10.5,0.2,4.1,89.7,,89.7
IN,Fort Wayne Public Transportation Corporation(Citilink),50044,5044,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Part Time,30,"5,859","4,877","1,904",,"12,640",,"12,640",4.4,4.1,0.9,,9.4,,9.4
IN,Fort Wayne Public Transportation Corporation(Citilink),50044,5044,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,Total,,41,"183,366","27,592","2,964","9,372","223,294",,"223,294",95.0,16.6,1.4,5.0,118.0,,118.0
IN,Gary Public Transportation Corporation(GPTC),50045,5045,City,Full Reporter: Operating,Over 1 million,10-24,DR,Full Time,4,"14,540","2,615","1,042","5,220","23,417",,"23,417",11.5,1.5,0.5,2.5,16.0,,16.0
IN,Gary Public Transportation Corporation(GPTC),50045,5045,City,Full Reporter: Operating,Over 1 million,10-24,MB,Full Time,16,"70,126","20,690","10,401","18,355","119,572",,"119,572",36.0,12.0,5.0,8.0,61.0,,61.0
IN,Gary Public Transportation Corporation(GPTC),50045,5045,City,Full Reporter: Operating,Over 1 million,10-24,MB,Part Time,16,"3,906",,"1,033",,"4,939",,"4,939",4.0,,1.0,,5.0,,5.0
IN,Gary Public Transportation Corporation(GPTC),50045,5045,City,Full Reporter: Operating,Over 1 million,10-24,Total,,20,"88,572","23,305","12,476","23,575","147,928",,"147,928",51.5,13.5,6.5,10.5,82.0,,82.0
IN,Greater Lafayette Public Transportation Corporation(CityBus),50051,5051,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Full Time,5,"10,252",627,,"2,014","12,893",,"12,893",4.6,0.4,,1.1,6.1,,6.1
IN,Greater Lafayette Public Transportation Corporation(CityBus),50051,5051,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Part Time,5,"1,824",,,,"1,824",,"1,824",2.1,,,,2.1,,2.1
IN,Greater Lafayette Public Transportation Corporation(CityBus),50051,5051,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,50,"154,186","27,282",,"11,923","193,391",967,"194,358",85.7,15.2,,6.6,107.5,0.5,108.0
IN,Greater Lafayette Public Transportation Corporation(CityBus),50051,5051,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,50,"17,367",,,"2,709","20,076",,"20,076",20.4,,,1.9,22.3,,22.3
IN,Greater Lafayette Public Transportation Corporation(CityBus),50051,5051,Authority,Full Reporter: Operating,"Under 200,000",50-99,Total,,55,"183,629","27,909",,"16,646","228,184",967,"229,151",112.8,15.6,,9.6,138.0,0.5,138.5
IN,Indianapolis and Marion County Public Transportation(IndyGo),50050,5050,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,133,"725,562","111,461","60,754","69,959","967,736",,"967,736",384.0,56.0,29.0,43.0,512.0,,512.0
IN,Indianapolis and Marion County Public Transportation(IndyGo),50050,5050,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,133,"1,500",,"3,004","1,377","5,881",,"5,881",2.0,,3.0,4.0,9.0,,9.0
IN,Indianapolis and Marion County Public Transportation(IndyGo),50050,5050,Authority,Full Reporter: Operating,Over 1 million,100-249,Total,,133,"727,062","111,461","63,758","71,336","973,617",,"973,617",386.0,56.0,32.0,47.0,521.0,,521.0
IN,Metropolitan Evansville Transit System(METS),50043,5043,City,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Full Time,14,"23,219","5,690",137,"3,309","32,355",,"32,355",11.0,3.2,1.0,1.9,17.1,,17.1
IN,Metropolitan Evansville Transit System(METS),50043,5043,City,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Part Time,14,"17,505","2,281","1,885",,"21,671",,"21,671",14.0,3.6,1.5,,19.1,,19.1
IN,Metropolitan Evansville Transit System(METS),50043,5043,City,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Full Time,24,"87,386","13,276",321,"5,377","106,360",,"106,360",45.1,7.4,2.3,3.2,58.0,,58.0
IN,Metropolitan Evansville Transit System(METS),50043,5043,City,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Part Time,24,"12,769","5,323","4,399",,"22,491",,"22,491",12.0,8.4,3.5,,23.9,,23.9
IN,Metropolitan Evansville Transit System(METS),50043,5043,City,Full Reporter: Operating,"200,000 - 1 million",25-49,Total,,38,"140,879","26,570","6,742","8,686","182,877",,"182,877",82.1,22.6,8.3,5.1,118.1,,118.1
IN,Muncie Indiana Transit System(MITS),50054,5054,City,Full Reporter: Operating/Building,"Under 200,000",25-49,DR,Full Time,10,"18,974","2,143","2,143","10,868","34,128",,"34,128",9.5,1.0,1.0,5.2,16.7,,16.7
IN,Muncie Indiana Transit System(MITS),50054,5054,City,Full Reporter: Operating/Building,"Under 200,000",25-49,DR,Part Time,10,"3,983",,,702,"4,685",,"4,685",2.4,,,0.5,2.9,,2.9
IN,Muncie Indiana Transit System(MITS),50054,5054,City,Full Reporter: Operating/Building,"Under 200,000",25-49,MB,Full Time,27,"67,811","12,257","2,196","29,983","112,247",,"112,247",31.8,6.0,1.0,14.4,53.2,,53.2
IN,Muncie Indiana Transit System(MITS),50054,5054,City,Full Reporter: Operating/Building,"Under 200,000",25-49,MB,Part Time,27,"14,547",,,"2,106","16,653",,"16,653",9.1,,,1.5,10.6,,10.6
IN,Muncie Indiana Transit System(MITS),50054,5054,City,Full Reporter: Operating/Building,"Under 200,000",25-49,Total,,37,"105,315","14,400","4,339","43,659","167,713",,"167,713",52.7,7.0,2.0,21.7,83.4,,83.4
IN,North Township of Lake County Dial-A-Ride,50103,5103,City,Full Reporter: Operating,Over 1 million,25-49,DR,Full Time,6,"10,200",,,"7,686","17,886",,"17,886",6.0,,,6.0,12.0,,12.0
IN,North Township of Lake County Dial-A-Ride,50103,5103,City,Full Reporter: Operating,Over 1 million,25-49,Total,,6,"10,200",,,"7,686","17,886",,"17,886",6.0,,,6.0,12.0,,12.0
IN,Northern Indiana Commuter Transportation District(NICTD),50104,5104,Authority,Full Reporter: Operating,Over 1 million,50-99,CR,Full Time,66,"256,814","236,597","107,916","67,946","669,273","30,317","699,590",107.0,110.0,51.0,27.0,295.0,15.0,310.0
IN,Northern Indiana Commuter Transportation District(NICTD),50104,5104,Authority,Full Reporter: Operating,Over 1 million,50-99,CR,Part Time,66,,,,"1,137","1,137",,"1,137",,,,1.0,1.0,,1.0
IN,Northern Indiana Commuter Transportation District(NICTD),50104,5104,Authority,Full Reporter: Operating,Over 1 million,50-99,Total,,66,"256,814","236,597","107,916","69,083","670,410","30,317","700,727",107.0,110.0,51.0,28.0,296.0,15.0,311.0
IN,"Opportunity Enterprises, Inc.(OE)",50131,5131,Non-Profit,Full Reporter: Operating,Over 1 million,10-24,DR,Full Time,15,"26,703",,,"1,976","28,679",,"28,679",13.0,,,1.0,14.0,,14.0
IN,"Opportunity Enterprises, Inc.(OE)",50131,5131,Non-Profit,Full Reporter: Operating,Over 1 million,10-24,DR,Part Time,15,616,,,,616,,616,3.0,,,,3.0,,3.0
IN,"Opportunity Enterprises, Inc.(OE)",50131,5131,Non-Profit,Full Reporter: Operating,Over 1 million,10-24,Total,,15,"27,319",,,"1,976","29,295",,"29,295",16.0,,,1.0,17.0,,17.0
IN,"Porter County Aging and Community Services, Inc.(PCACS)",50179,5179,Non-Profit,Full Reporter: Operating,Over 1 million,under 10,DR,Full Time,7,"17,669",,,"6,740","24,409",,"24,409",,,,,,,
IN,"Porter County Aging and Community Services, Inc.(PCACS)",50179,5179,Non-Profit,Full Reporter: Operating,Over 1 million,under 10,DR,Part Time,7,10,,,4,14,,14,,,,,,,
IN,"Porter County Aging and Community Services, Inc.(PCACS)",50179,5179,Non-Profit,Full Reporter: Operating,Over 1 million,under 10,Total,,7,"17,679",,,"6,744","24,423",,"24,423",,,,,,,
IN,South Bend Public Transportation Corporation(Transpo),50052,5052,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Full Time,11,"21,063","5,451","2,080","2,418","31,012",,"31,012",10.0,2.6,1.0,1.0,14.6,,14.6
IN,South Bend Public Transportation Corporation(Transpo),50052,5052,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Part Time,11,10,2,1,1,14,,14,4.0,,0.5,0.2,4.7,,4.7
IN,South Bend Public Transportation Corporation(Transpo),50052,5052,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Full Time,36,"121,564","17,520","3,400","11,823","154,307",,"154,307",55.0,9.0,3.0,7.0,74.0,,74.0
IN,South Bend Public Transportation Corporation(Transpo),50052,5052,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Part Time,36,"11,918",,709,64,"12,691",,"12,691",9.0,,0.5,0.8,10.3,,10.3
IN,South Bend Public Transportation Corporation(Transpo),50052,5052,Authority,Full Reporter: Operating,"200,000 - 1 million",25-49,Total,,47,"154,555","22,973","6,190","14,306","198,024",0,"198,024",78.0,11.6,5.0,9.0,103.6,0.0,103.6
IN,"South Lake County Community Services, Inc.(SLCCS)",50167,5167,Non-Profit,Full Reporter: Operating,Over 1 million,10-24,DR,Full Time,14,"31,200",,,"1,462","32,662",,"32,662",16.0,,,1.0,17.0,,17.0
IN,"South Lake County Community Services, Inc.(SLCCS)",50167,5167,Non-Profit,Full Reporter: Operating,Over 1 million,10-24,Total,,14,"31,200",,,"1,462","32,662",,"32,662",16.0,,,1.0,17.0,,17.0
IN,Terre Haute Transit Utility(THTU),50053,5053,City,Full Reporter: Operating,"Under 200,000",10-24,DR,Full Time,3,"8,877","1,835","1,819",595,"13,126",,"13,126",4.0,1.0,1.0,0.3,6.3,,6.3
IN,Terre Haute Transit Utility(THTU),50053,5053,City,Full Reporter: Operating,"Under 200,000",10-24,DR,Part Time,3,"1,941","1,605",,,"3,546",,"3,546",2.0,1.0,,,3.0,,3.0
IN,Terre Haute Transit Utility(THTU),50053,5053,City,Full Reporter: Operating,"Under 200,000",10-24,MB,Full Time,8,"37,162","1,759","3,518","12,119","54,558",,"54,558",17.0,1.0,2.0,5.7,25.7,,25.7
IN,Terre Haute Transit Utility(THTU),50053,5053,City,Full Reporter: Operating,"Under 200,000",10-24,MB,Part Time,8,"5,347","1,281",,,"6,628",,"6,628",6.0,1.0,,,7.0,,7.0
IN,Terre Haute Transit Utility(THTU),50053,5053,City,Full Reporter: Operating,"Under 200,000",10-24,Total,,11,"53,327","6,480","5,337","12,714","77,858",,"77,858",29.0,4.0,3.0,6.0,42.0,,42.0
KS,Topeka Metropolitan Transit Authority(TMTA),70014,7014,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,11,"27,747","4,616","1,539","3,915","37,817",,"37,817",14.3,2.6,0.9,2.2,20.0,,20.0
KS,Topeka Metropolitan Transit Authority(TMTA),70014,7014,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,11,426,,,780,"1,206",,"1,206",0.2,,,0.4,0.6,,0.6
KS,Topeka Metropolitan Transit Authority(TMTA),70014,7014,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,22,"78,084","14,653","4,884","12,431","110,052",,"110,052",45.3,8.1,2.7,6.9,63.0,,63.0
KS,Topeka Metropolitan Transit Authority(TMTA),70014,7014,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,22,"1,353",,,"2,476","3,829",,"3,829",0.8,,,1.4,2.2,,2.2
KS,Topeka Metropolitan Transit Authority(TMTA),70014,7014,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,33,"107,610","19,269","6,423","19,602","152,904",,"152,904",60.6,10.7,3.6,10.9,85.8,,85.8
KS,Wichita Transit(WT),70015,7015,City,Full Reporter: Operating,"200,000 - 1 million",100-249,DR,Full Time,19,"40,584","3,331",314,"2,185","46,414",,"46,414",21.6,2.1,0.2,1.2,25.1,,25.1
KS,Wichita Transit(WT),70015,7015,City,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,38,"130,673","25,315","3,657","23,010","182,655",,"182,655",65.8,14.4,2.4,12.3,94.8,,94.8
KS,Wichita Transit(WT),70015,7015,City,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Part Time,38,919,,,,919,,919,1.0,,,,1.0,,1.0
KS,Wichita Transit(WT),70015,7015,City,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,57,"172,176","28,646","3,971","25,195","229,988",,"229,988",88.4,16.4,2.6,13.5,120.9,,120.9
KY,Kentuckiana Regional Planning and Development Agency(KIPDA),40196,4196,MPO,Full Reporter: Operating,"200,000 - 1 million",50-99,VP,Full Time,84,,,,"8,676","8,676",,"8,676",,,,5.0,5.0,,5.0
KY,Kentuckiana Regional Planning and Development Agency(KIPDA),40196,4196,MPO,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,84,,,,"8,676","8,676",,"8,676",,,,5.0,5.0,,5.0
KY,Lexington Transit Authority(LexTran),40017,4017,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,54,"242,951","70,852","7,554","26,802","348,159",,"348,159",126.0,38.0,4.0,15.0,183.0,,183.0
KY,Lexington Transit Authority(LexTran),40017,4017,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Part Time,54,"2,094",,,,"2,094",,"2,094",3.0,,,,3.0,,3.0
KY,Lexington Transit Authority(LexTran),40017,4017,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,54,"245,045","70,852","7,554","26,802","350,253",,"350,253",129.0,38.0,4.0,15.0,186.0,,186.0
KY,Transit Authority of Central Kentucky(TACK Transportation),40191,4191,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Full Time,39,"68,780",42,"1,840","18,073","88,735",,"88,735",100.0,4.0,4.0,20.0,128.0,,128.0
KY,Transit Authority of Central Kentucky(TACK Transportation),40191,4191,Authority,Full Reporter: Operating,"Under 200,000",50-99,DR,Part Time,39,"3,280",,,,"3,280",,"3,280",10.0,,,,10.0,,10.0
KY,Transit Authority of Central Kentucky(TACK Transportation),40191,4191,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,7,"7,360",,,"3,050","10,410",,"10,410",4.0,,,1.5,5.5,,5.5
KY,Transit Authority of Central Kentucky(TACK Transportation),40191,4191,Authority,Full Reporter: Operating,"Under 200,000",50-99,VP,Full Time,16,,42,84,900,"1,026",,"1,026",,0.3,0.8,0.5,1.5,,1.5
KY,Transit Authority of Central Kentucky(TACK Transportation),40191,4191,Authority,Full Reporter: Operating,"Under 200,000",50-99,Total,,62,"79,420",84,"1,924","22,023","103,451",,"103,451",114.0,4.3,4.8,22.0,145.0,,145.0
KY,Transit Authority of Northern Kentucky(TANK),40019,4019,Authority,Full Reporter: Operating,Over 1 million,100-249,DR,Full Time,22,"61,180","5,233","1,210","7,510","75,133",,"75,133",31.0,2.5,0.6,4.0,38.1,,38.1
KY,Transit Authority of Northern Kentucky(TANK),40019,4019,Authority,Full Reporter: Operating,Over 1 million,100-249,DR,Part Time,22,"6,167",,504,741,"7,412",,"7,412",5.0,,0.4,0.6,6.0,,6.0
KY,Transit Authority of Northern Kentucky(TANK),40019,4019,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,82,"279,881","65,627","4,512","27,991","378,011",,"378,011",145.0,34.5,2.4,15.0,196.9,,196.9
KY,Transit Authority of Northern Kentucky(TANK),40019,4019,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,82,"32,572","1,189","1,880","2,762","38,403",,"38,403",27.0,1.0,1.6,2.4,32.0,,32.0
KY,Transit Authority of Northern Kentucky(TANK),40019,4019,Authority,Full Reporter: Operating,Over 1 million,100-249,Total,,104,"379,800","72,049","8,106","39,004","498,959",,"498,959",208.0,38.0,5.0,22.0,273.0,,273.0
