5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Urban,MB,PT,,,"2,197,421",,,,,,,,,,"5,737,122",,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"305,914",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,DR,PT,,,"50,281",,,,,,"215,882",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,MB,PT,,,"1,041,083",,,,,,"90,798",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,CB,PT,,,"112,851",,,,,,,,,,,,
90151,9151,Southern California Regional Rail Authority dba: Metrolink,Full Reporter,Urban,CR,PT,0,,,,"8,903,694",,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,VP,PT,,,,,,,,,"2,091,088",,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,MB,DO,0,,"36,984,066",,0,,,,0,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,HR,DO,,,,,,,"87,837,000",,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,LR,DO,,,,,,,"131,889,773",,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,MB,PT,0,,"1,498,212",,"818,597",,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,RB,DO,,,"761,264",,,,,,,,,,,,
90156,9156,City of San Luis Obispo,Full Reporter,Urban,MB,PT,0,,,,"115,483",,,,"2,985",,,,,,
90157,9157,Access Services,Full Reporter,Urban,DR,PT,,,"290,517",,,,,,"2,076,580",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"41,892",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"279,494",,,,"1,260",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"90,779",,,,,,,,,,
90162,9162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"135,809",,,,,,
90162,9162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"606,378",,,,,,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Urban,MB,PT,,,,,,,,,"32,611",,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"31,710",,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"437,707",,,,,,,,,,
90169,9169,"vRide, Inc. - Valley Metro",Full Reporter,Urban,VP,DO,,,,,,,,,"409,106",,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Urban,DR,PT,,,"57,890",,,,,,"59,933",,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Urban,CB,PT,0,,"14,230",,"300,284",,,,,,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Urban,MB,PT,0,,"784,576",,"1,757",,,,,,,,,,
90173,9173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,MB,PT,0,,"31,698",,"90,716",,,,"168,580",,,,,,
90173,9173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,DR,PT,,,,,,,,,"126,555",,,,,,
90175,9175,City of Lodi - Transit Division,Full Reporter,Urban,DR,PT,,,"26,611",,,,,,,,,,,,
90175,9175,City of Lodi - Transit Division,Full Reporter,Urban,MB,PT,,,"52,354",,,,,,,,,,,,
90182,9182,Altamont Corridor Express,Full Reporter,Urban,CR,PT,0,,,,"481,901",,,,,,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,DR,PT,0,,,,"1,105",,,,"28,445",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,VP,PT,,,,,,,,,"17,021",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,MB,DO,0,,"315,322",,"28,850",,,,"14,582",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,MB,PT,,,,,,,,,"12,034",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,CB,PT,0,,,,"26,742",,,,,,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,"11,865",,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter,Urban,MB,PT,,,"195,824",,,,,,"7,546",,,,,,
90201,9201,City of Turlock,Full Reporter,Urban,MB,PT,,,"27,002",,,,,,"15,845",,,,,,
90201,9201,City of Turlock,Full Reporter,Urban,DR,PT,,,"1,431",,,,,,"4,067",,,,,,
90205,9205,City of Elk Grove,Full Reporter,Urban,DR,PT,,,,,,,,,"35,672",,,,,,
90205,9205,City of Elk Grove,Full Reporter,Urban,CB,PT,,,"149,180",,,,,,,,,,,,
90205,9205,City of Elk Grove,Full Reporter,Urban,MB,PT,,,"139,507",,,,,,,,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"83,449",,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"238,857",,,,"14,810",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,"103,524",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter,Urban,MB,PT,0,,"74,714",,"222,594",,,,,,,,,,
90209,9209,"Valley Metro Rail, Inc.",Full Reporter,Urban,LR,PT,,,,,,,"20,248,004",,,,,,,,
90211,9211,Anaheim Transportation Network,Full Reporter,Urban,MB,PT,,,"167,320",,,"2,644",,,,,,"575,094","139,500",,
90213,9213,City of Petaluma,Full Reporter,Urban,DR,PT,,,,,,,,,"13,226",,,,,,
90213,9213,City of Petaluma,Full Reporter,Urban,MB,PT,0,,,,"58,390",,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter,Urban,DR,PT,,,"18,710",,,,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter,Urban,MB,PT,,,"134,297",,,,,,,,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"16,520",,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"1,546",,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"175,500",,,,,,,,,,
90222,9222,Pima Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,"32,708",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"509,966",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter,Urban,DR,PT,,,,,,,,,"43,424",,,,,,
90225,9225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Urban,FB,PT,0,,,,"2,330,658",,,,,,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter,Urban,MB,PT,0,,,,"146,390",,,,"43,758",,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter,Urban,DR,PT,0,,,,"30,819",,,,"5,396",,,,,,
90229,9229,El Dorado County Transit Authority,Full Reporter,Urban,DR,DO,"5,146",,,,0,,,,"63,496",,,,,,
90229,9229,El Dorado County Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"18,558",,,,"35,147",,,,,,
90229,9229,El Dorado County Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"97,683",,,,,,,,,,
90230,9230,California Vanpool Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"830,554",,,,,,
90232,9232,Solano County Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"37,097",,,,,,
90232,9232,Solano County Transit,Full Reporter,Urban,CB,PT,0,,,,"198,167",,,,,,,,,,
90232,9232,Solano County Transit,Full Reporter,Urban,MB,PT,0,,,,"120,561",,,,,,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,PT,"61,073",,,,"64,049",,,,"31,202",,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"19,146",,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"8,227",,,,,,
90234,9234,Marin County Transit District,Full Reporter,Urban,MB,PT,0,,,,"241,608",,,,"144,731",,,,,,
90234,9234,Marin County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"101,836",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Urban,DR,PT,0,,,,"61,263",,,,"130,085",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Urban,MB,PT,0,,,,"262,898",,,,"20,885",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Urban,CB,PT,0,,,,"53,178",,,,,,,,,,
90242,9242,Las Vegas Monorail Company,Full Reporter,Urban,MG,DO,,,,,,,"8,054,588",,,,,,,,
90244,9244,City of Tulare,Full Reporter,Urban,DR,PT,,,"7,910",,,,,,"6,180",,,,,,
90244,9244,City of Tulare,Full Reporter,Urban,MB,PT,,,"102,495",,,,,,,,,"18,130",,,
90296,9296,Claremont Dial-a-Ride,Full Reporter,Urban,DR,PT,,,,,,,,,"4,474",,,,,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,DR,PT,0,,,,"2,121",,,,"15,351",,,,,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,MB,PT,0,,"3,953",,"193,256",,,,"7,314",,,,,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,CB,PT,0,,,,"43,231",,,,"3,738",,,,,,
99423,,City of Glendale,Full Reporter,Urban,DR,PT,,,,,,,,,"23,853",,,,,,
99423,,City of Glendale,Full Reporter,Urban,MB,PT,,,"304,600",,,,,,,,,,,,
99425,,Pomona Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"73,976",,,,,,
