Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",Existing 2017,DR,DO,Discontinued,"46,195","46,295","36,210","33,280","36,608",,,,,,,,,,,,,,,,0,0,,0,,,
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",Existing 2017,DR,PT,Operating,"2,008","2,032","53,855","102,809","104,318","114,423","100,179","105,223","84,362","88,622","85,849","70,947","101,761","113,442","109,853","112,688","111,661","104,105","79,804","42,822","45,730","52,301","57,419","58,502","64,984","71,294","256,934"
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"46,329","44,632","44,968","46,187","44,737","29,696","26,653","4,265"
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",Existing 2017,MB,DO,Operating,"400,580","416,305","444,479","432,437","442,769","427,979","437,387","438,446","453,990","463,026","491,533","516,214","523,013","548,137","563,770","582,734","609,291","646,808","606,001","603,191","582,686","593,092","595,929","602,329","606,664","600,792","620,350"
2017,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,"5,898","6,425","6,265","5,654","5,628","25,239","31,632","27,668","29,765","28,320","34,110","16,366",
2017,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,"50,380","81,631","79,240","77,528","69,301","66,510","64,058","65,302","67,167","68,488","72,571","76,516","78,356"
2017,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2017,DR,PT,Discontinued,"1,575","2,136","6,187","13,425","17,445","25,980","27,266","31,475","38,709","42,180","43,422","45,797","63,848","62,724","20,497",,,,,,0,0,,0,,,
2017,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2017,MB,DO,Operating,"88,117","90,893","88,134","93,101","92,110","86,940","111,206","145,289","165,258","182,064","175,825","186,290","178,104","168,883","178,601","179,724","186,325","186,113","184,106","181,154","178,810","180,385","183,495","178,579","188,498","191,039","189,566"
2017,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2017,MB,PT,Discontinued,,,,"1,488","1,539",,,,,,,,,,,,,,,,0,0,,0,,,
2017,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2017,VP,DO,Discontinued,,,,,,,,,"1,024","1,080",,,,,,,,,,,0,0,,0,,,
2017,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2017,VP,PT,Operating,,,,,,,,,,,,"1,886",896,"2,306","1,952","2,935","3,107","3,746","4,176","4,288","5,017","7,590","7,942","8,564","7,584","8,316","9,233"
2017,40029,4029,Broward County Transit Division(BCT),Active,Full Reporter,Plantation,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,DR,PT,Operating,"128,714","173,903","197,152","366,311",,510,"324,687","486,669","494,803","540,077","571,009","737,905","871,395","882,172","769,002","565,186","546,698","611,262","550,601","465,163","424,532","392,807","380,316","354,408","359,343","435,281","483,519"
2017,40029,4029,Broward County Transit Division(BCT),Active,Full Reporter,Plantation,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,FB,PT,Discontinued,,,,,,,,,,,,,,"36,496","34,466","7,842",,,,,0,0,,0,,,
2017,40029,4029,Broward County Transit Division(BCT),Active,Full Reporter,Plantation,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MB,DO,Operating,"686,172","629,548","633,925","662,222","666,839","667,242","663,908","695,055","710,940","796,635","862,632","933,853","976,350","959,916","985,731","979,570","1,013,155","1,027,870","1,014,405","1,024,606","977,329","985,598","1,010,624","1,060,406","1,108,262","1,141,018","1,135,814"
2017,40029,4029,Broward County Transit Division(BCT),Active,Full Reporter,Plantation,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MB,PT,Operating,"37,151","29,076","35,569","58,265","50,216","54,826","53,473","60,838","63,668","77,369","102,750","150,332","169,492","180,649","176,296","207,543","241,120","23,220",,,"7,295","8,039","8,018","8,936","16,547","16,534","16,280"
2017,40030,4030,Gainesville Regional Transit System(RTS),Active,Full Reporter,Gainesville,FL,2010,"Gainesville, FL",187,87,"187,781",Existing 2017,DR,DO,Discontinued,"17,526","29,337","21,930","21,930","23,574","17,224","15,318","4,653","3,282",,,,,,,,,,,,0,0,,0,,,
2017,40030,4030,Gainesville Regional Transit System(RTS),Active,Full Reporter,Gainesville,FL,2010,"Gainesville, FL",187,87,"187,781",Existing 2017,DR,PT,Operating,,,,,,,,,,"6,756","12,024","12,328","12,994","13,340","13,416","15,882","19,396","22,468","24,601","22,822","25,160","27,791","30,829","32,361","31,842","33,843","39,238"
2017,40030,4030,Gainesville Regional Transit System(RTS),Active,Full Reporter,Gainesville,FL,2010,"Gainesville, FL",187,87,"187,781",Existing 2017,MB,DO,Operating,"84,013","82,672","69,871","69,871","69,365","104,688","118,515","129,569","128,363","152,474","161,144","188,956","212,034","233,158","235,765","236,312","247,350","247,834","248,819","255,786","272,364","288,112","290,802","298,200","302,943","306,537","301,612"
2017,40030,4030,Gainesville Regional Transit System(RTS),Active,Full Reporter,Gainesville,FL,2010,"Gainesville, FL",187,87,"187,781",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,0,"5,728"
2017,40031,4031,Lakeland Area Mass Transit District (Citrus Connection),Active,Full Reporter,Lakeland,FL,2010,"Lakeland, FL",143,146,"262,596",Existing 2017,DR,DO,Operating,"13,191","16,152","15,176","15,011","15,894","20,808","23,361","28,135","30,811","34,782","36,304","38,697","36,968","37,761","33,741","32,159","33,331","31,409","32,093","32,102","30,910","27,888","31,111","29,163","23,832","50,163","51,429"
2017,40031,4031,Lakeland Area Mass Transit District (Citrus Connection),Active,Full Reporter,Lakeland,FL,2010,"Lakeland, FL",143,146,"262,596",Existing 2017,DR,PT,Discontinued,,,,,"6,523","3,815",,,,,,,,,,,,,,,0,0,,0,,,323
2017,40031,4031,Lakeland Area Mass Transit District (Citrus Connection),Active,Full Reporter,Lakeland,FL,2010,"Lakeland, FL",143,146,"262,596",Existing 2017,MB,DO,Operating,"51,820","51,881","51,914","53,935","63,056","65,266","67,410","70,439","69,164","71,737","79,644","79,916","81,848","85,742","85,502","90,512","89,610","80,126","79,235","79,625","75,529","69,553","70,946","84,110","79,660","89,104","90,759"
2017,40031,4031,Lakeland Area Mass Transit District (Citrus Connection),Active,Full Reporter,Lakeland,FL,2010,"Lakeland, FL",143,146,"262,596",Existing 2017,MB,PT,Separate,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0
2017,40031,4031,Lakeland Area Mass Transit District (Citrus Connection),Active,Full Reporter,Lakeland,FL,2010,"Lakeland, FL",143,146,"262,596",Existing 2017,VP,PT,Discontinued,,0,0,0,,,,,"2,664",,,,,,,,,,,,0,0,,0,,,
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,DR,DO,Operating,,,,"14,068","60,716","56,502","57,120","52,318","46,440","51,241","80,380","80,046","89,045","91,407","88,740","84,205","86,123","80,888","70,687","65,065","71,024","80,003","82,555","81,522","94,468","101,968","109,945"
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,DR,PT,Operating,"9,218","9,342","11,087","8,572","23,648","106,719","68,509","70,466","69,279","63,258","57,611","62,978","81,948","78,671","100,897","107,521","100,808","77,271","69,763","68,917","65,748","66,266","64,307","62,225","51,909","51,555","48,094"
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"2,064",882,"1,183","1,368","1,146","1,408","2,511","4,058"
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,MB,DO,Operating,"99,642","107,859","109,163","110,100","128,707","140,805","158,459","159,782","158,208","162,434","170,300","163,794","157,733","161,246","160,523","162,029","160,229","160,955","157,846","157,465","150,957","151,270","155,378","163,908","169,845","171,701","179,453"
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,MB,PT,Discontinued,,,,,,,,,"3,096","3,120","1,270","1,011","1,014","1,023","1,190","1,248",,,,,0,0,,0,,,
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,VP,DO,Discontinued,,,,,,,,,762,"1,300","5,334","5,135","4,439","9,168","10,304","12,890","11,477","11,694","12,363","12,085","10,752","6,118","3,603","2,900","2,135",,
2017,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,929,"1,275"
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"26,019","27,773","31,297"
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,DR,DO,Discontinued,,,,"23,715","67,573","41,616","35,955","21,009",,,,,,,,,,,,,0,0,,0,,,
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,DR,PT,Operating,,"5,659","120,822",,,,,,,,,,,,,,"950,790","944,519","949,173","973,028","978,336","993,257","1,067,817","942,636","1,067,809","1,093,260","1,105,810"
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,HR,DO,Operating,"178,849","172,468","176,358","223,187","225,354","231,317","229,600","236,510","236,423","233,639","311,221","294,270","310,162","386,495","395,072","405,539","359,326","318,765","294,140","295,254","294,533","288,095","356,046","361,509","372,670","367,915","360,670"
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MB,DO,Operating,"1,559,478","1,612,693","1,785,316","1,818,748","1,796,922","1,771,802","1,849,777","1,874,557","1,882,661","1,908,766","1,968,747","2,091,277","2,336,218","2,535,807","2,731,978","2,949,999","2,923,018","2,752,703","2,629,625","2,444,526","2,424,028","2,409,415","2,396,580","2,404,199","2,392,090","2,438,266","2,466,292"
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MB,PT,Operating,"66,355","76,690","438,963","47,550","43,980","42,525","4,993",,,,,,,,,,,,,,0,"3,294","30,089","28,724",,,"4,970"
2017,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MG,DO,Operating,"36,678","33,903","32,504","48,705","64,837","77,014","87,950","82,290","87,754","90,637","89,436","92,784","94,617","93,515","91,705","92,321","91,657","110,228","105,517","103,447","105,245","105,429","119,842","129,595","111,106","116,604","110,057"
2017,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516",Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,"1,053","2,505","2,482","1,477"
2017,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516",Existing 2017,DR,PT,Operating,"16,954","148,290","169,763","225,752","297,623","332,357","304,208","354,441","397,281","447,880","422,669","463,431","437,131","370,634","390,712","390,971","404,675","445,315","460,548","466,547","516,283","563,931","559,856","564,321","420,680","462,632","510,333"
2017,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516",Existing 2017,MB,DO,Operating,"350,102","419,239","472,893","550,055","600,848","642,336","696,114","711,711","729,695","780,869","828,052","895,983","932,284","926,687","949,292","965,844","1,001,947","1,078,484","1,029,713","1,030,195","1,029,676","1,020,165","1,025,639","1,026,449","1,047,394","1,058,271","1,077,956"
2017,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,0,0,"38,171","46,528","52,009","52,450","52,280"
2017,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516",Existing 2017,RB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"26,715","26,812","32,073","39,554","45,446","46,974"
2017,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516",Existing 2017,VP,PT,Operating,156,"8,064","14,085","26,651","29,104","24,674","22,943","24,925","30,185","36,490","33,542","27,539","30,073","30,183","23,375","25,861","28,500","25,676","25,674","27,523","30,853","29,849","42,905","60,082","61,516","65,342","79,222"
2017,40036,4036,City of Tallahassee(StarMetro ),Active,Full Reporter,Tallahassee,FL,2010,"Tallahassee, FL",153,127,"240,223",Existing 2017,DR,DO,Operating,"17,112","19,753","19,538","22,893","27,250","30,129","27,861","22,590","22,088","22,339","21,837","22,770","27,702","22,297","23,683","27,653","27,799","30,277","33,248","35,231","32,336","31,394","34,856","35,265","34,244","40,974","47,214"
2017,40036,4036,City of Tallahassee(StarMetro ),Active,Full Reporter,Tallahassee,FL,2010,"Tallahassee, FL",153,127,"240,223",Existing 2017,DR,PT,Discontinued,,125,"2,043",351,531,475,475,"2,353","2,262","2,294","2,700","3,002","6,919","6,224","4,935",,,,,,0,0,,0,,,
2017,40036,4036,City of Tallahassee(StarMetro ),Active,Full Reporter,Tallahassee,FL,2010,"Tallahassee, FL",153,127,"240,223",Existing 2017,MB,DO,Operating,"118,583","121,461","122,327","129,250","131,548","137,296","142,828","140,195","140,503","142,888","138,665","144,187","141,478","129,064","139,690","147,986","139,419","157,600","181,869","185,982","218,972","206,543","219,965","222,973","207,990","212,252","193,140"
2017,40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",Active,Full Reporter,West Palm Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,DR,PT,Operating,"16,487","23,204","29,706","30,686","44,151","59,040","119,434","150,235","343,095","360,296","359,768","389,762","423,422","431,522","618,401","593,177","613,856","559,455","522,121","515,526","508,405","494,627","346,705","368,947","534,672","561,844","557,137"
2017,40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",Active,Full Reporter,West Palm Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,"22,978","191,868","207,274","9,090",,
2017,40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",Active,Full Reporter,West Palm Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MB,DO,Operating,"171,091","178,071","188,703","197,496","196,577","286,473","414,318","379,226","382,570","379,821","352,800","388,360","389,422","399,865","393,961","407,664","415,059","416,354","403,023","403,157","404,415","414,116","411,631","431,696","481,081","486,055","484,467"
2017,40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",Active,Full Reporter,West Palm Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2017,MB,PT,Discontinued,,,,,,,"5,252","14,271","15,479","14,809","11,459","10,769","16,246","15,770","15,555","14,019","10,842","9,812","5,754","1,321",0,0,,0,,,
2017,40038,4038,Escambia County Area Transit(ECAT),Active,Full Reporter,Pensacola,FL,2010,"Pensacola, FL-AL",113,233,"340,067",Existing 2017,DR,PT,Operating,"34,415","41,704","7,582","13,055","13,373","12,732","15,778","19,309","22,491","24,316","24,874","29,200","29,702","29,910","26,511","24,350","24,864","22,683","21,856","24,707","23,896","25,840","22,552","33,377","59,651","68,103","62,933"
2017,40038,4038,Escambia County Area Transit(ECAT),Active,Full Reporter,Pensacola,FL,2010,"Pensacola, FL-AL",113,233,"340,067",Existing 2017,MB,DO,Discontinued,"58,828","65,714","75,316","71,700","73,914","74,605","86,644","91,280","93,154","99,036","100,485","109,046","97,531","96,267","97,709","104,871","94,026","89,770","104,396","97,371","105,540",0,,0,,,
2017,40038,4038,Escambia County Area Transit(ECAT),Active,Full Reporter,Pensacola,FL,2010,"Pensacola, FL-AL",113,233,"340,067",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,"104,760","109,400","101,304","86,387","104,095","106,337"
2017,40040,4040,Jacksonville Transportation Authority(JTA),Active,Full Reporter,Jacksonville,FL,2010,"Jacksonville, FL",40,530,"1,065,219",Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,"2,486",0,,0,,,
2017,40040,4040,Jacksonville Transportation Authority(JTA),Active,Full Reporter,Jacksonville,FL,2010,"Jacksonville, FL",40,530,"1,065,219",Existing 2017,DR,PT,Operating,"11,190","15,361","28,913","29,551","63,721","80,934","72,888","76,572","98,497","130,098","370,580","309,670","302,145","314,099","327,188","321,799","235,911","204,747","203,301","203,706","208,627","209,713","208,120","217,443","225,662","226,342","226,790"
2017,40040,4040,Jacksonville Transportation Authority(JTA),Active,Full Reporter,Jacksonville,FL,2010,"Jacksonville, FL",40,530,"1,065,219",Existing 2017,FB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"2,410","4,420"
