Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,20957,2R02-031,County of Niagara,Active,Rural Reporter,Lockport,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$391,547 ","$373,628 ","$495,691 ","$675,455 ","$435,533 ","$473,210 ","$517,131 ","$495,815 ","$502,774 ","$503,553 ","$513,767 "
2017,20958,2R02-055,Cortland County,Active,Rural Reporter,Cortland,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$934,571 ","$1,006,929 ","$1,625,763 ","$1,234,129 ","$1,578,610 ","$1,380,798 ","$1,252,397 ","$883,862 ","$1,448,019 ","$1,458,994 ","$1,413,187 "
2017,20959,2R02-010,Chautauqua County(Warwick DAB),Active,Rural Reporter,Warwick,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$2,454,424 ","$3,416,993 ","$2,564,695 ","$2,456,903 ","$3,838,927 ","$2,868,665 ","$2,584,368 ","$2,743,266 ","$3,006,202 ","$2,983,433 ","$3,081,266 "
2017,20960,2R02-053,City of Oneonta,Active,Rural Reporter,Oneonta,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,210,340 ","$1,249,772 ","$1,439,410 ","$1,568,433 ","$1,531,893 ","$1,530,469 ","$1,705,433 ","$1,801,588 ","$1,598,468 ","$1,774,633 ","$1,760,034 "
2016,20961,2R01-001,Township of West Milford,Inactive,Rural Reporter,,NJ,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$250,364 ","$262,002 ","$332,609 ","$252,818 ","$183,481 ","$243,507 ","$132,224 ","$158,388 ","$160,882 ","$92,511 ",
2017,20962,2R02-030,RTS Livingston ,Active,Rural Reporter,Mt. Morris,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,968,427 ","$2,040,341 ","$1,709,279 ","$2,449,304 ","$1,744,024 ","$1,882,079 ","$2,029,877 ","$1,876,994 ","$1,683,926 ","$1,758,388 ","$1,764,809 "
2017,20964,2R02-028,Fulton County,Active,Rural Reporter,Johnstown,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$168,192 ","$172,003 ","$172,003 ","$183,194 ","$310,928 ","$198,371 ","$211,540 ","$222,785 ","$224,209 ","$230,430 ","$194,630 "
2017,20967,2R02-020,RTS Ontario,Active,Rural Reporter,Hudsonville,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$3,143,577 ","$5,714,446 ","$5,210,021 ","$3,619,252 ","$3,970,309 ","$5,594,327 ","$4,811,353 ","$2,656,982 ","$2,485,771 ","$3,723,839 ","$3,601,071 "
2017,20968,2R02-037,Rensselaer County Planning Department,Active,Rural Reporter,Troy,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$115,556 ","$116,469 ","$116,012 ","$109,854 ","$255,986 ","$128,392 ","$128,900 ","$129,743 ","$131,212 ","$129,776 ","$147,480 "
2017,20970,2R02-002,Amsterdam Transportation Department(Centro of Oswego),Active,Rural Reporter,Syracuse,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$515,274 ","$586,270 ","$646,064 ","$725,814 ","$1,008,884 ","$979,685 ","$725,780 ","$829,437 ","$692,035 ","$554,722 ","$545,379 "
2017,20973,2R02-046,Town of Montgomery,Active,Rural Reporter,Montgomery,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$166,278 ","$429,141 ","$334,891 ","$217,420 ","$231,899 ","$221,092 ","$303,874 ","$355,964 ","$340,657 ","$364,250 ","$374,379 "
2017,20975,2R02-061,First Transit-Olean,Active,Rural Reporter,Hudsonville,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$59,763 ","$274,563 ","$230,163 ","$381,576 ","$459,765 ","$442,096 ","$504,795 ","$478,833 ","$640,920 ","$680,626 "
2017,20980,2R02-052,Wyoming Transit Service,Active,Rural Reporter,Warsaw,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$970,898 ","$1,123,139 ","$1,403,381 ","$1,655,913 ","$1,385,578 ","$1,426,450 ","$1,412,568 ","$1,389,688 ","$1,234,973 ","$1,064,817 ","$1,096,200 "
2017,20981,2R02-025,Gloversville City Hall,Active,Rural Reporter,Gloversville,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,113,329 ","$922,865 ","$1,044,731 ","$1,034,546 ","$1,337,037 ","$873,888 ","$786,940 ","$822,125 ","$797,365 ","$980,813 ","$762,769 "
2017,20983,2R02-051,Wayne Area Transportation Service,Active,Rural Reporter,Lyons,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,579,026 ","$1,697,872 ","$1,989,539 ","$2,410,569 ","$1,673,027 ","$1,810,348 ","$2,489,681 ","$2,159,604 ","$2,353,132 ","$2,293,014 ","$2,207,696 "
2015,20984,2R02-004,Birnie Bus -  Otsego,Inactive,Rural Reporter,,NY,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$631,514 ","$591,372 ","$590,960 ","$746,231 ","$662,727 ","$865,478 ","$687,325 ","$516,705 ","$485,639 ",,
2015,20985,2R02-083,ARC (Allegany),Inactive,Rural Reporter,,NY,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$820,183 ","$1,201,776 ","$1,318,289 ","$91,114 ",,
2017,20988,2R02-012,City of Port Jervis,Active,Rural Reporter,Port Jervis,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$250,002 ","$129,227 ","$194,352 ","$137,176 ","$227,731 ","$154,667 ","$219,992 ","$244,128 ","$191,842 ","$175,253 ","$179,134 "
2017,20989,2R02-005,Herkimer County,Active,Rural Reporter,Herkimer,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,"$19,550 ",,$0 ,,$0 ,$0 ,,"$45,841 ","$64,760 "
2017,20990,2R02-059,Oneida County,Active,Rural Reporter,Utica,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$666,753 ","$705,852 ","$608,912 ","$875,256 ","$525,367 ","$536,490 ","$638,240 ","$906,018 ","$758,327 ","$951,718 "
2017,20991,2R02-038,St Lawrence County,Active,Rural Reporter,Canton,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$353,936 ","$419,786 ","$466,438 ","$949,344 ","$512,712 ","$507,694 ","$712,566 ","$677,514 ","$729,343 ","$427,962 ","$610,572 "
2017,20992,2R02-024,Franklin County Public Transportation,Active,Rural Reporter,Malone,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$666,736 ","$749,644 ","$549,066 ","$1,547,520 ","$1,383,371 ","$1,496,642 ","$1,286,710 ","$1,068,955 ","$1,095,813 ","$1,089,307 ","$1,214,292 "
2015,20994,2R02-063,ARC of Steuben,Inactive,Rural Reporter,,NY,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$682,750 ","$759,509 ","$829,782 ","$863,371 ","$805,563 ","$859,000 ",,
2015,20996,2R02-089,Arc Otsego,Inactive,Rural Reporter,,NY,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$100,553 ","$100,553 ","$165,073 ",,
2015,20997,2R02-090,Village of Cooperstown Trolley,Inactive,Rural Reporter,,NY,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$93,230 ","$83,278 ","$109,893 ",,
2017,20998,,Otsego County,Active,Rural Reporter,Cooperstown,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,$0 ,,"$891,331 ","$952,008 "
2017,20999,,Columbia County-NY,Active,Rural Reporter,Hudson,NY,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,$0 ,,"$482,300 ","$508,447 "
2017,21000,,Yates County,Active,Rural Reporter,Penn Yan,NY,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,$0 ,,,"$663,880 "
2017,22929,2T02,Seneca Nation of Indians(SNI),Active,Reduced Reporter,Salamanca,NY,2010,New York Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$120,661 ","$306,085 ","$400,435 ","$483,521 ","$740,517 "
2017,22930,,New York City Economic Development Corporation(NYCEDC),Active,Full Reporter,New York,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,$0 ,"$9,051,680 ","$15,050,009 ","$79,360,976 "
2017,30001,3001,Kanawha Valley Regional Transportation Authority(KVRTA),Active,Full Reporter,Charleston,WV,2010,"Charleston, WV",214,98,"153,199",Existing 2017,"$6,709,211 ","$6,820,598 ","$7,102,140 ","$7,274,074 ","$6,973,393 ","$7,906,004 ","$7,917,347 ","$10,401,750 ","$8,643,877 ","$11,834,074 ","$8,626,114 ","$9,726,092 ","$10,297,208 ","$16,619,842 ","$10,525,581 ","$9,907,654 ","$11,405,198 ","$10,473,665 ","$11,284,049 ","$18,278,307 ","$13,228,125 ","$14,037,152 ","$12,157,233 ","$16,690,174 ","$13,173,505 ","$12,566,184 ","$14,827,722 "
2017,30002,3002,The Tri-State Transit Authority(TTA),Active,Full Reporter,Huntington,WV,2010,"Huntington, WV-KY-OH",178,130,"202,637",Existing 2017,"$2,339,366 ","$2,516,373 ","$2,259,054 ","$2,747,128 ","$2,786,118 ","$3,277,894 ","$2,847,892 ","$6,343,015 ","$3,567,067 ","$3,357,545 ","$4,675,451 ","$6,367,231 ","$9,579,597 ","$18,667,503 ","$15,546,715 ","$4,959,419 ","$5,026,098 ","$5,217,866 ","$5,401,821 ","$12,108,535 ","$7,600,227 ","$6,765,515 ","$8,021,406 ","$9,247,348 ","$7,777,736 ","$7,051,014 ","$6,649,492 "
2017,30003,3003,Mid-Ohio Valley Transit Authority(Easy Rider),Active,Reduced Reporter,Parkersburg,WV,2010,"Parkersburg, WV-OH",411,42,"67,229",Existing 2017,"$998,685 ","$998,365 ","$916,838 ","$950,460 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,268,239 ","$1,336,208 ","$1,878,732 ","$1,584,233 ",$0 ,$0 ,$0 ,$0 ,$0 ,,"$4,110,825 ","$2,997,840 ","$3,286,533 ","$4,055,031 ","$4,195,858 ","$4,992,680 ","$4,141,016 ","$3,363,897 "
1999,30004,3004,Peninsula Transportation District Commission,Inactive,Full Reporter,Hampton,VA,1990,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",Pre 2017,"$9,395,968 ","$16,709,814 ","$9,431,295 ","$13,229,092 ","$17,546,952 ","$16,235,830 ","$13,410,625 ","$16,542,015 ","$24,867,470 ",,,,,,,,,,,,,,,,,,
1999,30005,3005,Tidewater Transportation District Commission,Inactive,Full Reporter,Norfolk,VA,1990,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",Pre 2017,"$22,157,996 ","$22,948,209 ","$28,347,545 ","$22,713,989 ","$27,256,850 ","$30,867,945 ","$29,596,710 ","$30,409,000 ","$34,870,071 ",,,,,,,,,,,,,,,,,,
2017,30006,3006,Greater Richmond Transit Company(GRTC Transit System),Active,Full Reporter,Richmond,VA,2010,"Richmond, VA",45,492,"953,556",Existing 2017,"$26,376,081 ","$20,907,172 ","$20,554,552 ","$21,489,159 ","$20,267,123 ","$20,791,243 ","$32,677,664 ","$26,410,715 ","$36,492,679 ","$29,111,799 ","$42,287,732 ","$35,787,898 ","$33,942,081 ","$42,553,092 ","$34,611,656 ","$40,221,576 ","$44,683,449 ","$52,194,666 ","$73,608,958 ","$73,609,474 ","$52,612,442 ","$48,462,593 ","$56,134,304 ","$72,776,103 ","$51,603,570 ","$51,470,432 ","$83,177,384 "
2017,30007,3007,Greater Roanoke Transit Company(Valley Metro),Active,Full Reporter,Roanoke,VA,2010,"Roanoke, VA",172,124,"210,111",Existing 2017,"$3,543,700 ","$5,154,323 ","$3,278,396 ","$3,468,517 ","$7,257,845 ","$3,616,051 ","$3,802,727 ","$4,093,023 ","$4,162,589 ","$4,440,799 ","$5,036,443 ","$7,761,987 ","$5,817,306 ","$8,560,147 ","$7,293,284 ","$8,289,506 ","$13,141,347 ","$8,549,238 ","$9,140,747 ","$10,472,237 ","$9,181,587 ","$9,369,268 ","$9,500,748 ","$12,979,387 ","$10,847,844 ","$9,747,808 ","$10,484,810 "
2017,30008,3008,Greater Lynchburg Transit Company(GLTC),Active,Full Reporter,Lynchburg,VA,2010,"Lynchburg, VA",271,89,"116,636",Existing 2017,"$2,746,242 ","$2,904,386 ","$3,562,862 ","$2,459,892 ","$2,561,679 ","$3,655,912 ","$2,782,736 ","$4,947,912 ","$2,791,032 ","$3,030,644 ","$3,408,020 ","$6,690,870 ","$3,542,646 ","$3,739,726 ","$4,514,921 ","$4,506,119 ","$5,827,934 ","$10,694,825 ","$12,412,202 ","$8,485,809 ","$15,200,813 ","$10,952,483 ","$9,070,671 ","$14,513,455 ","$8,521,430 ","$19,457,313 ","$18,688,795 "
2017,30009,3009,Petersburg Area Transit(PAT),Active,Reduced Reporter,Petersburg,VA,2010,"Richmond, VA",45,492,"953,556",Existing 2017,"$945,372 ","$2,720,316 ","$905,712 ","$997,312 ","$935,224 ","$1,011,860 ","$1,012,597 ","$1,480,632 ","$1,202,772 ","$1,353,799 ","$1,539,282 ","$1,846,037 ","$1,565,391 ","$2,474,170 ","$2,031,839 ","$3,287,866 ","$5,224,530 ","$7,796,926 ","$11,355,667 ","$5,226,829 ","$4,341,098 ","$3,992,861 ","$3,215,113 ","$5,664,344 ","$4,096,535 ","$4,571,529 ","$3,970,825 "
2017,30010,3010,Lehigh and Northampton Transportation Authority(LANTA),Active,Full Reporter,Allentown,PA,2010,"Allentown, PA-NJ",61,346,"664,651",Existing 2017,"$9,872,884 ","$11,006,879 ","$10,855,972 ","$11,414,993 ","$11,325,416 ","$14,333,306 ","$11,921,053 ","$13,489,238 ","$21,035,050 ","$16,873,692 ","$17,579,604 ","$27,455,707 ","$22,521,509 ","$23,590,236 ","$27,359,934 ","$23,704,731 ","$28,230,348 ","$28,271,918 ","$29,115,838 ","$35,452,116 ","$34,148,305 ","$35,616,231 ","$47,884,319 ","$44,332,972 ","$36,106,489 ","$43,063,224 ","$35,821,930 "
2017,30011,3011,Altoona Metro Transit(AMTRAN),Active,Full Reporter,Altoona,PA,2010,"Altoona, PA",359,37,"79,930",Existing 2017,"$1,921,938 ","$2,283,747 ","$4,379,805 ","$2,198,148 ","$2,391,137 ","$2,406,336 ","$2,086,145 ","$2,351,722 ","$2,784,858 ","$4,019,356 ","$3,788,481 ","$2,966,311 ","$3,266,922 ","$3,508,174 ","$5,838,242 ","$3,999,946 ","$4,282,846 ","$4,132,867 ","$5,975,736 ","$6,028,092 ","$5,116,565 ","$4,445,408 ","$6,349,470 ","$4,875,104 ","$4,841,897 ","$5,161,550 ","$5,743,326 "
2017,30012,3012,Cambria County Transit Authority(CamTran),Active,Full Reporter,Johnstown,PA,2010,"Johnstown, PA",400,39,"69,014",Existing 2017,"$4,153,303 ","$3,830,933 ","$4,111,672 ","$5,376,257 ","$4,386,133 ","$3,937,957 ","$5,354,642 ","$4,394,840 ","$4,828,936 ","$8,916,562 ","$6,024,126 ","$5,082,704 ","$6,497,071 ","$5,907,848 ","$6,489,276 ","$7,254,925 ","$8,577,486 ","$7,914,159 ","$6,212,874 ","$9,423,179 ","$8,719,514 ","$11,729,407 ","$10,665,151 ","$25,771,519 ","$14,170,720 ","$10,963,324 ","$13,273,392 "
2017,30013,3013,Erie Metropolitan Transit Authority(the e),Active,Full Reporter,Erie,PA,2010,"Erie, PA",183,82,"196,611",Existing 2017,"$6,668,363 ","$5,895,995 ","$6,241,874 ","$6,731,323 ","$9,849,315 ","$8,416,708 ","$9,684,810 ","$9,812,438 ","$12,915,206 ","$12,360,988 ","$12,690,176 ","$18,910,790 ","$11,185,135 ","$12,234,033 ","$12,261,713 ","$16,255,583 ","$14,409,335 ","$18,031,689 ","$19,268,300 ","$19,968,556 ","$21,680,182 ","$18,939,856 ","$24,522,876 ","$25,603,836 ","$40,577,569 ","$25,315,521 ","$25,882,981 "
2017,30014,3014,Cumberland Dauphin-Harrisburg Transit Authority(CAT),Active,Full Reporter,Harrisburg,PA,2010,"Harrisburg, PA",86,260,"444,474",Existing 2017,"$8,161,110 ","$6,476,905 ","$7,286,038 ","$6,179,324 ","$6,113,248 ","$7,103,082 ","$6,549,485 ","$10,104,130 ","$9,400,007 ","$11,817,472 ","$11,474,177 ","$19,133,229 ","$13,653,296 ","$15,474,168 ","$20,903,713 ","$16,049,688 ","$25,789,931 ","$18,306,688 ","$19,970,673 ","$18,491,619 ","$28,953,734 ","$22,444,410 ","$20,299,445 ","$25,910,159 ","$21,333,808 ","$21,930,080 ","$23,458,574 "
2017,30015,3015,Luzerne County Transportation Authority(LCTA),Active,Full Reporter,Kingston,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,"$4,996,006 ","$4,751,661 ","$4,494,049 ","$4,462,538 ","$3,467,634 ","$3,657,623 ","$3,804,675 ","$7,099,501 ","$5,442,075 ","$4,404,838 ","$4,472,723 ","$5,164,787 ","$7,262,641 ","$10,426,752 ","$12,448,715 ","$9,126,318 ","$7,011,274 ","$6,237,987 ","$6,537,371 ","$8,480,114 ","$9,931,309 ","$9,078,703 ","$16,740,816 ","$11,803,090 ","$12,109,474 ","$12,922,588 ","$14,283,902 "
2016,30018,3018,Red Rose Transit Authority(RRTA),Inactive,Full Reporter,Lancaster,PA,2010,"Lancaster, PA",91,248,"402,004",Pre 2017,"$6,901,524 ","$3,881,334 ","$5,446,168 ","$6,021,488 ","$9,341,417 ","$6,344,758 ","$7,046,521 ","$8,329,046 ","$9,221,944 ","$9,236,574 ","$9,646,657 ","$9,565,170 ","$14,628,701 ","$11,890,337 ","$14,650,599 ","$18,183,569 ","$17,095,242 ","$13,999,416 ","$19,123,864 ","$23,385,617 ","$28,384,558 ","$22,105,846 ","$19,674,412 ","$18,476,232 ","$18,259,071 ","$20,647,802 ",
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,"$798,912,987 ","$927,551,937 ","$897,461,741 ","$895,946,178 ","$956,970,421 ","$962,129,834 ","$1,022,194,710 ","$968,523,349 ","$998,098,665 ","$1,053,265,625 ","$1,059,435,532 ","$1,170,012,435 ","$1,168,638,381 ","$1,203,260,082 ","$1,218,328,308 ","$1,256,777,559 ","$1,319,367,371 ","$1,452,726,881 ","$1,563,860,623 ","$1,555,025,764 ","$1,553,348,919 ","$1,527,905,392 ","$1,495,931,198 ","$1,530,745,691 ","$1,715,026,035 ","$1,846,041,756 ","$1,883,350,794 "
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,"$219,994,185 ","$245,937,093 ","$250,222,761 ","$265,254,416 ","$273,791,535 ","$279,060,119 ","$338,362,786 ","$322,652,794 ","$357,038,868 ","$348,448,274 ","$374,352,259 ","$476,903,286 ","$439,713,681 ","$411,140,855 ","$451,992,616 ","$397,503,072 ","$473,757,171 ","$478,534,639 ","$498,707,091 ","$542,555,642 ","$549,123,704 ","$506,074,426 ","$427,207,150 ","$435,490,811 ","$443,107,301 ","$484,821,542 ","$500,732,004 "
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,"$4,304,266 ","$3,205,349 ","$3,128,480 ","$3,873,327 ","$3,798,880 ","$3,773,772 ","$4,012,789 ","$6,503,516 ","$4,074,981 ","$8,850,317 ","$11,151,302 ","$12,009,500 ","$5,200,468 ","$5,439,558 ","$6,810,139 ","$5,893,402 ","$5,584,076 ","$12,348,878 ","$6,458,720 ","$6,916,600 ","$7,762,659 ","$10,181,009 ","$8,329,444 ","$11,476,794 ","$7,932,522 ","$8,888,580 ","$8,442,228 "
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,"266,254",Pre 2017,"$10,589,055 ","$6,394,407 ","$7,202,684 ","$14,168,123 ","$7,839,060 ","$8,892,911 ","$7,015,638 ","$8,170,534 ","$9,298,620 ","$9,846,339 ","$16,172,473 ","$13,289,238 ","$13,441,705 ","$13,841,077 ","$20,297,212 ","$18,421,631 ","$15,545,007 ","$13,983,185 ","$19,699,455 ","$17,459,286 ","$17,605,035 ","$18,408,403 ","$19,184,991 ","$18,551,487 ","$19,286,959 ","$18,405,666 ",
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,"$4,470,370 ","$5,271,530 ","$4,781,459 ","$5,590,318 ","$4,779,519 ","$4,390,811 ","$4,800,144 ","$4,119,587 ","$4,301,857 ","$7,371,410 ","$7,493,801 ","$4,627,798 ","$6,111,887 ","$4,892,988 ","$5,987,837 ","$7,384,263 ","$7,818,880 ","$6,732,448 ","$7,446,468 ","$7,213,386 ","$11,082,580 ","$8,547,612 ","$17,537,476 ","$13,882,234 ","$16,051,602 ","$18,496,574 ","$12,332,673 "
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,"56,142",Existing 2017,"$2,571,752 ","$2,068,041 ","$1,865,297 ","$2,414,729 ","$2,239,870 ","$2,071,783 ","$3,093,863 ","$3,099,310 ","$4,871,974 ","$7,729,575 ","$6,238,109 ","$2,770,653 ","$4,303,449 ","$3,719,021 ","$3,310,373 ","$5,305,334 ","$4,524,317 ","$4,881,060 ","$6,721,150 ","$12,444,907 ","$20,951,244 ","$9,401,171 ","$8,254,477 ","$13,239,344 ","$8,562,206 ","$12,941,057 ","$8,706,992 "
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,"232,045",Existing 2017,"$2,153,371 ","$2,684,502 ","$4,128,089 ","$3,834,200 ",$0 ,"$3,938,064 ","$5,283,213 ","$3,846,700 ","$4,681,570 ","$5,285,547 ","$10,782,235 ","$6,751,346 ","$8,056,925 ","$7,345,904 ","$9,956,784 ","$12,361,475 ","$11,347,066 ","$11,269,611 ","$17,923,221 ","$19,949,664 ","$14,304,593 ","$19,618,825 ","$21,933,090 ","$21,201,001 ","$23,331,137 ","$33,873,757 ","$33,781,903 "
2017,30030,3030,Washington Metropolitan Area Transit Authority(WMATA),Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,"$1,015,520,508 ","$947,621,551 ","$945,671,588 ","$955,533,638 ","$1,253,565,781 ","$1,044,359,509 ","$1,052,298,316 ","$1,081,938,215 ","$1,030,707,803 ","$1,125,448,265 ","$1,296,865,590 ","$1,462,211,601 ","$1,383,139,957 ","$1,515,109,635 ","$1,376,263,683 ","$1,809,635,422 ","$1,921,868,605 ","$1,966,201,101 ","$1,925,860,687 ","$1,949,941,224 ","$2,140,114,831 ","$2,018,590,754 ","$2,162,227,564 ","$2,100,947,476 ","$2,815,503,851 ","$2,694,305,987 ","$2,359,439,044 "
1995,30031,3031,Delaware Administration for Regional Transit,Inactive,Full Reporter,Dover,DE,1990,"Wilmington, DE--NJ--MD--PA",68,188,"449,616",Pre 2017,"$11,135,271 ","$11,759,881 ","$14,719,278 ","$15,640,689 ","$16,379,999 ",,,,,,,,,,,,,,,,,,,,,,
1995,30032,3032,Delaware Administration for Specialized Transportation,Inactive,Full Reporter,Dover,DE,1990,"Dover, DE",392,38,"50,787",Pre 2017,"$1,604,406 ","$4,427,090 ","$4,776,185 ","$6,660,656 ","$8,134,912 ",,,,,,,,,,,,,,,,,,,,,,
2017,30034,3034,Maryland Transit Administration(MTA),Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,"$350,255,243 ","$379,493,982 ","$314,045,479 ","$314,427,147 ","$352,025,855 ","$394,645,535 ","$352,545,808 ","$388,454,209 ","$396,571,143 ","$411,571,183 ","$445,122,236 ","$510,262,007 ","$518,636,066 ","$561,803,991 ","$623,215,800 ","$627,461,413 ","$572,140,194 ","$688,463,063 ","$771,886,878 ","$842,836,263 ","$864,791,844 ","$947,713,577 ","$957,349,138 ","$1,033,439,685 ","$1,113,857,814 ","$1,035,940,459 ","$1,122,340,715 "
2017,30035,3035,Ohio Valley Regional Transportation Authority(OVRTA / EORTA),Active,Full Reporter,Wheeling,WV,2010,"Wheeling, WV-OH",353,47,"81,249",Existing 2017,"$1,919,606 ","$2,051,182 ","$1,932,747 ","$2,392,397 ","$3,563,115 ","$2,898,165 ","$10,484,035 ","$4,702,698 ","$3,102,330 ","$3,197,572 ","$3,085,436 ","$2,651,924 ","$2,867,954 ","$3,364,198 ","$3,114,625 ","$3,758,524 ","$3,553,235 ","$3,605,740 ","$3,287,287 ","$5,120,205 ","$4,127,261 ","$4,082,170 ","$3,832,044 ","$3,923,887 ","$4,977,113 ","$4,223,280 ","$4,153,292 "
2017,30036,3036,Charlottesville Area Transit(CAT),Active,Reduced Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,"92,359",Existing 2017,"$1,581,746 ","$1,502,456 ","$1,407,047 ","$1,476,628 ","$1,509,250 ","$1,877,205 ","$2,718,385 ","$4,863,754 ","$2,536,282 ","$3,793,823 ","$4,392,483 ","$5,883,636 ","$4,608,995 ","$5,224,378 ","$10,826,182 ","$8,312,938 ","$9,485,832 ","$6,478,198 ","$11,609,026 ","$18,269,847 ","$7,668,212 ","$10,742,499 ","$6,882,110 ","$10,165,081 ","$8,460,873 ","$8,363,084 ","$8,211,402 "
2017,30040,3040,Annapolis Department of Transportation(Annapolis Transit),Active,Reduced Reporter,Annapolis,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,"$2,157,148 ","$2,102,028 ","$1,408,085 ","$2,904,053 ","$3,859,719 ","$2,267,472 ","$1,680,934 ","$1,954,089 ","$2,631,753 ","$2,741,746 ","$2,930,855 ","$4,622,154 ","$3,427,078 ","$3,381,760 ","$4,521,174 ","$4,839,796 ","$5,237,981 ","$4,555,941 ","$5,251,946 ","$4,813,591 ","$5,425,057 ","$4,761,445 ","$4,143,014 ","$4,553,381 ","$4,645,298 ","$5,899,470 ","$5,327,247 "
2017,30041,3041,Allegany County Transit(ACT),Active,Reduced Reporter,Cumberland,MD,2010,"Cumberland, MD-WV-PA",484,33,"51,899",Existing 2017,"$1,176,015 ","$732,479 ","$680,613 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,830,787 ","$2,459,397 ","$2,055,323 ","$2,465,101 ","$2,632,707 ","$2,104,898 ","$2,018,494 ","$2,019,635 ","$1,858,375 ","$2,019,256 ","$1,881,551 ","$1,747,678 "
