Last Report Year,NTD ID,AgencyID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,30011,3011,Altoona Metro Transit(AMTRAN),Active,Full Reporter,Altoona,PA,2010,"Altoona, PA",359,37,"79,930",Existing 2017,DR,DO,Operating,,,,,,,,,,"$6,404 ","$34,705 ","$34,156 ","$31,506 ","$24,178 ","$25,175 ","$28,952 ","$26,224 ","$28,044 ","$22,868 ","$24,124 ","$16,358 ","$18,868 ","$18,880 ","$20,464 ","$25,437 ","$13,462 ","$13,746 "
2017,30011,3011,Altoona Metro Transit(AMTRAN),Active,Full Reporter,Altoona,PA,2010,"Altoona, PA",359,37,"79,930",Existing 2017,DR,PT,Operating,"$46,503 ","$44,556 ","$57,581 ","$68,146 ","$61,658 ","$62,729 ","$59,627 ","$69,608 ","$70,138 ","$70,905 ","$61,820 ","$58,471 ","$60,788 ","$68,077 ","$76,933 ","$90,657 ","$109,706 ","$132,943 ","$143,752 ","$142,724 ","$145,573 ","$153,000 ","$160,158 ","$199,044 ","$220,420 ","$224,085 ","$207,173 "
2017,30011,3011,Altoona Metro Transit(AMTRAN),Active,Full Reporter,Altoona,PA,2010,"Altoona, PA",359,37,"79,930",Existing 2017,MB,DO,Operating,"$1,812,051 ","$1,880,480 ","$2,111,001 ","$2,089,065 ","$2,058,865 ","$2,130,729 ","$1,809,960 ","$2,036,261 ","$2,384,682 ","$2,893,026 ","$2,838,353 ","$2,668,203 ","$3,041,314 ","$3,164,738 ","$3,417,857 ","$3,529,259 ","$3,785,598 ","$3,702,296 ","$3,475,901 ","$3,540,433 ","$3,816,927 ","$4,060,846 ","$3,974,944 ","$4,313,098 ","$4,468,549 ","$4,257,083 ","$4,391,083 "
2017,30011,3011,Altoona Metro Transit(AMTRAN),Active,Full Reporter,Altoona,PA,2010,"Altoona, PA",359,37,"79,930",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,"$73,462 ","$70,542 ",,,,,$0 ,$0 ,,$0 ,,,
2017,30012,3012,Cambria County Transit Authority(CamTran),Active,Full Reporter,Johnstown,PA,2010,"Johnstown, PA",400,39,"69,014",Existing 2017,DR,DO,Operating,,,,,,,,,,,"$19,527 ","$62,917 ","$70,326 ","$59,330 ","$72,600 ","$73,841 ","$85,652 ","$72,286 ","$80,439 ","$724,447 ","$781,982 ","$889,441 ","$831,219 ","$1,474,763 ","$1,538,427 ","$1,647,655 ","$1,777,475 "
2017,30012,3012,Cambria County Transit Authority(CamTran),Active,Full Reporter,Johnstown,PA,2010,"Johnstown, PA",400,39,"69,014",Existing 2017,DR,PT,Discontinued,,,,,,,,"$34,535 ","$44,654 ","$74,296 ","$69,683 ",,,,,,,,,,$0 ,$0 ,"$320,295 ",$0 ,,,
2017,30012,3012,Cambria County Transit Authority(CamTran),Active,Full Reporter,Johnstown,PA,2010,"Johnstown, PA",400,39,"69,014",Existing 2017,IP,DO,Operating,"$269,425 ","$291,532 ","$321,048 ","$319,080 ","$332,945 ","$299,315 ","$316,753 ","$359,699 ","$368,469 ","$397,580 ","$302,982 ","$425,599 ","$442,734 ","$455,517 ","$467,116 ","$466,244 ","$481,547 ","$480,430 ","$480,049 ","$491,320 ","$445,159 ","$478,540 ","$538,210 ","$547,948 ","$547,739 ","$702,753 ","$671,963 "
2017,30012,3012,Cambria County Transit Authority(CamTran),Active,Full Reporter,Johnstown,PA,2010,"Johnstown, PA",400,39,"69,014",Existing 2017,MB,DO,Operating,"$3,122,536 ","$3,060,902 ","$3,272,740 ","$3,357,479 ","$3,269,498 ","$3,220,671 ","$3,332,031 ","$3,396,347 ","$3,646,705 ","$4,135,318 ","$4,343,603 ","$4,327,875 ","$4,587,001 ","$4,621,420 ","$4,869,440 ","$5,258,278 ","$5,233,347 ","$5,040,209 ","$5,117,147 ","$6,347,073 ","$6,963,321 ","$7,188,591 ","$7,451,377 ","$7,363,713 ","$7,406,227 ","$7,969,704 ","$7,973,469 "
2017,30013,3013,Erie Metropolitan Transit Authority(the e),Active,Full Reporter,Erie,PA,2010,"Erie, PA",183,82,"196,611",Existing 2017,DR,DO,Operating,,,,"$845,484 ","$319,120 ","$281,747 ","$300,167 ","$3,263,816 ","$2,060,470 ","$2,257,359 ","$2,360,745 ","$2,565,283 ","$2,905,809 ","$3,131,113 ","$3,394,317 ","$3,742,494 ","$3,859,725 ","$4,479,166 ","$4,904,595 ","$4,997,554 ","$5,042,836 ","$5,006,570 ","$4,990,972 ","$4,185,317 ","$4,251,158 ","$4,487,700 ","$4,693,572 "
2017,30013,3013,Erie Metropolitan Transit Authority(the e),Active,Full Reporter,Erie,PA,2010,"Erie, PA",183,82,"196,611",Existing 2017,DR,PT,Discontinued,"$61,499 ","$73,273 ","$75,558 ","$106,769 ","$389,190 ","$1,471,850 ","$1,452,209 ",,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,30013,3013,Erie Metropolitan Transit Authority(the e),Active,Full Reporter,Erie,PA,2010,"Erie, PA",183,82,"196,611",Existing 2017,FB,PT,Discontinued,"$1,512 ",,,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,30013,3013,Erie Metropolitan Transit Authority(the e),Active,Full Reporter,Erie,PA,2010,"Erie, PA",183,82,"196,611",Existing 2017,MB,DO,Operating,"$5,186,724 ","$5,412,460 ","$5,805,503 ","$5,656,466 ","$6,108,831 ","$5,905,784 ","$5,755,321 ","$5,451,237 ","$5,654,561 ","$6,260,329 ","$6,889,849 ","$6,811,249 ","$7,195,246 ","$7,801,955 ","$8,392,380 ","$8,731,572 ","$9,430,536 ","$11,048,116 ","$11,670,160 ","$11,930,192 ","$12,542,009 ","$11,963,314 ","$12,441,005 ","$13,592,243 ","$14,080,418 ","$14,544,396 ","$14,785,087 "
2017,30014,3014,Cumberland Dauphin-Harrisburg Transit Authority(CAT),Active,Full Reporter,Harrisburg,PA,2010,"Harrisburg, PA",86,260,"444,474",Existing 2017,DR,DO,Operating,,,,,,,,"$706,308 ","$1,567,370 ","$1,820,115 ","$2,103,671 ","$2,327,147 ","$2,427,583 ","$2,656,761 ","$2,700,087 ","$2,938,981 ","$3,232,492 ","$3,213,880 ","$3,382,912 ","$3,228,333 ","$3,377,448 ","$3,320,213 ","$3,082,057 ","$3,364,933 ","$3,264,980 ","$3,177,444 ","$3,204,767 "
2017,30014,3014,Cumberland Dauphin-Harrisburg Transit Authority(CAT),Active,Full Reporter,Harrisburg,PA,2010,"Harrisburg, PA",86,260,"444,474",Existing 2017,DR,PT,Operating,"$52,776 ","$65,140 ","$61,727 ","$56,577 ","$55,290 ","$96,137 ","$178,598 ","$329,434 ","$557,799 ","$945,928 ","$1,192,836 ","$1,265,819 ","$1,269,389 ","$1,065,961 ","$1,168,224 ","$952,878 ","$1,194,106 ","$1,420,085 ","$1,280,150 ","$1,163,310 ","$1,194,375 ","$1,342,146 ","$1,453,392 ","$1,519,688 ","$1,537,519 ","$1,542,211 ","$1,617,996 "
2017,30014,3014,Cumberland Dauphin-Harrisburg Transit Authority(CAT),Active,Full Reporter,Harrisburg,PA,2010,"Harrisburg, PA",86,260,"444,474",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,"$127,688 ","$3,989 ","$3,235 ",,$0 ,,,
2017,30014,3014,Cumberland Dauphin-Harrisburg Transit Authority(CAT),Active,Full Reporter,Harrisburg,PA,2010,"Harrisburg, PA",86,260,"444,474",Existing 2017,MB,DO,Operating,"$5,851,895 ","$5,923,618 ","$6,386,665 ","$5,880,850 ","$5,917,196 ","$5,975,240 ","$5,900,122 ","$6,468,540 ","$6,516,798 ","$7,236,843 ","$7,512,163 ","$7,965,479 ","$8,508,301 ","$8,540,383 ","$9,493,783 ","$10,425,844 ","$11,481,987 ","$12,131,765 ","$12,699,130 ","$12,876,243 ","$14,130,262 ","$14,090,654 ","$14,025,026 ","$14,507,095 ","$15,170,953 ","$15,296,206 ","$15,690,675 "
2017,30014,3014,Cumberland Dauphin-Harrisburg Transit Authority(CAT),Active,Full Reporter,Harrisburg,PA,2010,"Harrisburg, PA",86,260,"444,474",Existing 2017,MB,PT,Operating,"$104,554 ","$85,272 ","$86,812 ","$84,922 ",,,,,,"$200,043 ","$177,069 ","$193,329 ","$189,324 ","$191,115 ","$194,256 ","$191,791 ","$174,293 ","$181,452 ","$191,173 ","$189,941 ","$195,167 ","$212,249 ","$223,881 ","$234,668 ","$212,657 ","$213,015 ","$227,735 "
2017,30015,3015,Luzerne County Transportation Authority(LCTA),Active,Full Reporter,Kingston,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"$1,605,762 ","$3,867,026 ","$3,600,800 ","$3,411,008 ","$3,428,910 ","$3,581,997 "
2017,30015,3015,Luzerne County Transportation Authority(LCTA),Active,Full Reporter,Kingston,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,DR,PT,Discontinued,"$51,155 ","$51,801 ","$57,247 ","$85,959 ","$82,827 ","$69,288 ","$66,524 ","$62,428 ","$73,360 ","$77,409 ","$88,196 ","$109,742 ","$187,980 ","$350,694 ","$242,695 ","$218,432 ","$216,141 ","$233,779 ","$326,310 ","$362,124 ","$375,689 ","$175,778 ","$82,412 ",$0 ,,,
2017,30015,3015,Luzerne County Transportation Authority(LCTA),Active,Full Reporter,Kingston,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,MB,DO,Operating,"$4,768,978 ","$4,623,237 ","$4,439,911 ","$4,181,123 ","$3,238,605 ","$3,483,952 ","$3,502,279 ","$3,834,642 ","$3,857,608 ","$4,184,281 ","$4,191,293 ","$4,273,832 ","$4,982,830 ","$5,179,300 ","$5,481,643 ","$5,737,228 ","$5,651,352 ","$5,871,991 ","$6,162,919 ","$6,186,401 ","$6,470,146 ","$7,245,379 ","$7,286,650 ","$7,921,600 ","$8,566,248 ","$8,761,490 ","$9,707,161 "
2016,30018,3018,Red Rose Transit Authority(RRTA),Inactive,Full Reporter,Lancaster,PA,2010,"Lancaster, PA",91,248,"402,004",Pre 2017,DR,PT,Discontinued,"$41,940 ","$50,516 ","$1,516,470 ","$1,580,406 ","$1,623,699 ","$1,818,000 ","$2,237,244 ","$2,436,457 ","$2,455,811 ","$2,690,999 ","$2,993,597 ","$3,350,142 ","$3,664,231 ","$4,006,483 ","$4,290,266 ","$4,903,430 ","$5,107,749 ","$5,187,369 ","$5,951,219 ","$6,435,727 ","$7,294,184 ","$7,395,647 ","$7,112,029 ","$6,883,219 ","$6,959,127 ","$6,343,016 ",
2016,30018,3018,Red Rose Transit Authority(RRTA),Inactive,Full Reporter,Lancaster,PA,2010,"Lancaster, PA",91,248,"402,004",Pre 2017,MB,DO,Discontinued,"$3,149,965 ","$3,276,224 ","$3,503,077 ","$3,824,744 ","$4,011,710 ","$4,026,332 ","$4,009,127 ","$4,378,925 ","$4,764,952 ","$5,026,615 ","$5,501,300 ","$5,370,069 ","$5,696,229 ","$5,854,399 ","$6,340,225 ","$7,190,977 ","$7,480,055 ","$7,740,216 ","$8,442,447 ","$8,234,692 ","$8,455,063 ","$8,588,354 ","$9,440,269 ","$9,466,705 ","$9,068,274 ","$9,013,283 ",
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,CR,DO,Operating,"$119,502,678 ","$140,946,504 ","$139,786,275 ","$152,846,909 ","$142,839,237 ","$152,030,571 ","$151,825,535 ","$151,830,134 ","$149,940,681 ","$157,886,556 ","$163,164,760 ","$168,402,202 ","$178,872,972 ","$186,242,753 ","$193,977,721 ","$182,174,458 ","$197,362,282 ","$213,637,181 ","$219,782,314 ","$236,410,333 ","$238,669,815 ","$255,004,244 ","$246,824,042 ","$252,456,379 ","$269,907,283 ","$267,844,193 ","$269,646,215 "
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,DR,DO,Discontinued,,,,,,,"$4,019,678 ","$2,335,275 ",,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,DR,PT,Operating,"$5,658,747 ","$6,139,435 ","$15,422,564 ","$23,309,792 ","$24,640,349 ","$23,361,831 ","$23,206,431 ","$17,909,281 ","$18,632,515 ","$19,265,853 ","$20,521,074 ","$37,529,095 ","$39,046,282 ","$42,442,503 ","$43,322,681 ","$46,593,904 ","$46,214,630 ","$48,619,991 ","$49,469,779 ","$47,771,144 ","$51,222,564 ","$49,300,038 ","$51,792,245 ","$55,963,261 ","$58,179,115 ","$56,376,514 ","$63,679,395 "
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,HR,DO,Operating,"$63,855,668 ","$114,640,061 ","$109,817,501 ","$119,560,126 ","$125,518,281 ","$128,936,287 ","$130,959,331 ","$125,994,262 ","$120,741,742 ","$117,033,011 ","$112,923,435 ","$118,743,739 ","$123,278,956 ","$125,380,076 ","$138,855,398 ","$137,189,763 ","$143,738,619 ","$151,618,114 ","$158,029,363 ","$166,097,224 ","$180,434,951 ","$184,296,621 ","$186,688,392 ","$190,017,115 ","$188,649,160 ","$197,091,759 ","$202,060,773 "
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,LR,DO,Discontinued,"$35,558,040 ","$56,960,354 ","$38,599,134 ","$40,758,277 ","$42,676,328 ","$43,510,941 ","$44,310,541 ","$40,702,884 ","$38,234,876 ","$39,477,815 ","$41,315,483 ","$42,425,331 ","$43,854,471 ","$46,088,287 ","$47,721,204 ","$53,986,950 ","$56,413,907 ","$59,508,960 ","$60,281,517 ","$62,804,028 ",$0 ,$0 ,,$0 ,,,
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,MB,DO,Operating,"$143,597,066 ","$272,019,932 ","$287,131,819 ","$289,394,110 ","$294,150,638 ","$304,515,935 ","$302,259,260 ","$296,204,561 ","$317,242,313 ","$333,325,615 ","$352,236,526 ","$370,156,399 ","$387,529,760 ","$400,367,435 ","$431,961,788 ","$447,381,695 ","$472,741,209 ","$501,418,618 ","$533,823,570 ","$550,023,201 ","$569,960,147 ","$596,307,945 ","$596,069,929 ","$618,777,921 ","$620,119,946 ","$628,216,161 ","$628,361,295 "
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,MB,PT,Operating,,,,,"$67,046 ","$236,141 ","$257,852 ","$240,910 ","$533,536 ","$642,955 ","$549,329 ","$279,422 ","$284,655 ","$302,643 ","$320,103 ",,,,,,$0 ,$0 ,,"$946,106 ",,,"$1,042,658 "
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,SR,DO,Operating,,,,,,,,,,,,,,,,,,,,,"$65,997,289 ","$64,951,803 ","$65,509,761 ","$69,576,837 ","$67,990,279 ","$70,949,147 ","$72,513,107 "
2017,30019,3019,Southeastern Pennsylvania Transportation Authority(SEPTA),Active,Full Reporter,Philadelphia,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,TB,DO,Operating,"$6,622,530 ","$13,677,874 ","$11,585,502 ","$9,265,083 ","$10,851,729 ","$11,610,077 ","$11,610,337 ","$10,819,515 ","$11,626,159 ","$12,443,852 ","$12,427,521 ","$11,274,115 ","$4,230,683 ",,,,,"$774,658 ","$11,482,268 ","$12,057,292 ","$13,092,802 ","$13,466,299 ","$13,169,981 ","$14,169,207 ","$13,912,278 ","$14,353,926 ","$14,589,899 "
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,DR,PT,Operating,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$27,912 ","$28,950 ","$33,340 ","$15,842 ","$16,204 ","$34,095,879 ","$33,878,973 ","$33,826,442 ","$35,751,184 ","$36,996,262 ","$36,260,784 ","$36,251,314 ","$36,258,223 ","$35,016,141 ","$35,216,342 "
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,IP,DO,Operating,"$302,365 ","$309,353 ","$354,074 ","$346,121 ","$340,387 ","$420,464 ","$432,030 ","$454,688 ","$438,176 ","$380,026 ","$476,608 ","$505,737 ","$473,387 ","$462,571 ","$456,796 ","$497,231 ","$542,042 ","$560,730 ","$578,112 ","$817,078 ","$694,557 ","$755,100 ","$748,282 ","$867,105 ","$900,190 ","$939,596 ","$1,018,784 "
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,IP,PT,Discontinued,"$387,780 ","$388,194 ","$371,775 ","$376,323 ","$481,308 ","$386,848 ","$343,031 ","$353,916 ","$329,123 ","$318,229 ","$344,751 ","$452,683 ","$450,646 ","$498,475 ","$491,939 ","$38,553 ","$36,428 ","$45,648 ","$52,253 ","$106,058 ","$123,898 ","$140,974 ",,$0 ,,,
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,LR,DO,Operating,"$23,797,198 ","$23,487,226 ","$27,444,761 ","$27,471,358 ","$25,634,408 ","$25,953,633 ","$25,315,848 ","$26,498,041 ","$27,810,806 ","$27,826,553 ","$29,212,611 ","$30,268,160 ","$31,907,803 ","$35,589,571 ","$39,491,995 ","$40,753,923 ","$42,665,721 ","$44,345,351 ","$51,745,053 ","$50,135,809 ","$48,143,059 ","$52,043,343 ","$51,528,512 ","$53,118,488 ","$55,717,989 ","$60,301,731 ","$62,950,866 "
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,MB,DO,Operating,"$106,544,652 ","$126,076,183 ","$147,188,702 ","$141,637,296 ","$146,481,185 ","$151,788,225 ","$154,709,265 ","$167,543,061 ","$171,382,771 ","$181,394,901 ","$198,535,819 ","$210,104,935 ","$210,614,558 ","$219,056,516 ","$233,998,360 ","$257,837,103 ","$258,792,627 ","$260,607,061 ","$259,893,237 ","$281,718,535 ","$287,022,904 ","$282,746,282 ","$270,445,022 ","$276,809,830 ","$284,307,365 ","$301,385,382 ","$301,051,225 "
2017,30022,3022,Port Authority of Allegheny County(Port Authority),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,MB,PT,Discontinued,"$570,872 ","$246,570 ",,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,"$181,181 ","$1,938,810 ","$1,862,039 ","$1,892,188 ","$1,924,040 ","$1,925,988 ","$2,065,732 ","$2,123,663 ","$2,059,421 ","$2,120,318 ","$2,274,716 ","$2,455,495 ","$2,090,567 ","$2,042,293 ","$1,864,228 "
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,DR,PT,Discontinued,"$989,927 ","$1,102,702 ","$1,133,121 ","$1,210,669 ","$1,270,640 ","$1,316,341 ","$1,543,174 ","$1,633,935 ","$1,682,803 ","$1,728,694 ","$1,918,025 ","$1,957,267 ","$1,751,617 ",,,,,,,,$0 ,$0 ,,$0 ,,,
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,"$358,954 ","$3,280,799 ","$3,427,562 ","$3,731,473 ","$3,707,637 ","$3,957,299 ","$3,937,719 ","$4,047,356 ","$4,310,484 ","$4,543,086 ","$4,548,586 ","$5,066,563 ","$5,178,843 ","$5,348,184 ","$5,419,151 "
2017,30023,3023,Beaver County Transit Authority(BCTA),Active,Full Reporter,Rochester,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,MB,PT,Discontinued,"$1,361,508 ","$1,480,613 ","$1,540,034 ","$1,675,363 ","$1,829,093 ","$1,862,636 ","$1,848,901 ","$1,837,473 ","$1,866,567 ","$2,062,058 ","$2,376,937 ","$2,783,559 ","$2,628,197 ",,,,,,,,$0 ,$0 ,,$0 ,,,
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,"266,254",Pre 2017,DR,DO,Discontinued,"$730,299 ","$1,179,916 ","$1,238,097 ","$1,300,464 ","$1,496,752 ","$1,350,597 ","$1,320,214 ","$1,396,990 ","$1,502,645 ","$1,639,684 ","$1,813,579 ","$2,034,736 ","$2,209,941 ","$2,476,810 ","$2,735,090 ","$2,900,930 ","$3,061,527 ","$3,187,113 ","$3,564,218 ","$3,548,284 ","$3,664,629 ","$3,888,997 ","$3,978,061 ","$4,142,876 ","$4,559,775 ","$4,273,662 ",
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,"266,254",Pre 2017,DR,PT,Discontinued,"$243,209 ","$238,983 ","$207,402 ","$222,527 ","$237,014 ","$194,514 ","$234,109 ","$389,493 ","$340,846 ","$361,535 ","$394,058 ","$518,786 ","$1,031,082 ","$1,238,282 ","$1,093,876 ","$1,122,200 ","$1,210,002 ","$1,424,229 ","$1,361,492 ","$1,434,679 ","$1,553,962 ","$1,657,019 ","$1,552,823 ","$1,664,538 ","$1,671,943 ","$1,499,999 ",
2016,30024,3024,Berks Area Regional Transportation Authority(BARTA),Inactive,Full Reporter,Reading,PA,2010,"Reading, PA",140,104,"266,254",Pre 2017,MB,DO,Discontinued,"$2,988,948 ","$4,372,808 ","$4,724,582 ","$4,849,403 ","$5,331,834 ","$5,214,368 ","$4,768,127 ","$5,250,979 ","$5,455,930 ","$5,687,690 ","$5,448,611 ","$5,688,053 ","$6,399,423 ","$7,040,637 ","$7,615,959 ","$7,595,708 ","$8,209,106 ","$8,839,273 ","$9,309,206 ","$8,552,931 ","$9,154,397 ","$9,772,582 ","$10,263,048 ","$11,063,776 ","$10,788,694 ","$9,998,950 ",
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"$1,979,870 ","$2,813,653 ","$2,692,832 ","$2,254,360 ","$2,536,377 "
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,DR,PT,Operating,,,,,"$312,101 ","$439,428 ","$215,684 ","$128,877 ","$132,359 ","$132,575 ","$129,911 ","$113,910 ","$131,213 ","$149,462 ","$133,166 ","$139,626 ","$135,691 ","$125,905 ","$162,962 ","$184,674 ","$185,688 ","$186,567 ","$143,332 ","$37,124 ","$40,357 ","$42,498 ","$43,904 "
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,MB,DO,Operating,"$4,464,772 ","$4,601,512 ","$4,555,021 ","$4,676,086 ","$4,339,823 ","$3,819,015 ","$3,795,241 ","$3,644,696 ","$3,740,830 ","$3,693,590 ","$3,738,146 ","$3,723,489 ","$3,910,170 ","$4,242,147 ","$4,556,248 ","$5,076,518 ","$5,395,954 ","$6,221,546 ","$6,186,023 ","$6,439,235 ","$7,170,834 ","$7,465,864 ","$7,537,671 ","$7,969,954 ","$9,193,757 ","$8,638,332 ","$8,210,811 "
2017,30025,3025,County of Lackawanna Transit System(COLTS),Active,Full Reporter,Scranton,PA,2010,"Scranton, PA",99,171,"381,502",Existing 2017,MB,PT,Operating,"$48,417 ","$51,000 ","$49,845 ","$50,506 ","$58,080 ","$59,700 ","$93,165 ","$164,590 ","$237,423 ","$281,663 ","$325,480 ","$273,009 ","$285,295 ","$284,996 ","$314,892 ","$323,093 ","$350,277 ","$360,571 ","$399,359 ","$421,948 ","$438,538 ","$480,988 ","$924,504 ","$944,748 ","$954,171 ","$751,595 ","$758,151 "
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,"56,142",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"$5,867 ","$3,405 ",$406 ,$227 ,"$6,873 "
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,"56,142",Existing 2017,DR,PT,Operating,,,"$4,540 ","$10,743 ","$11,799 ","$15,815 ","$11,640 ","$8,432 ","$10,736 ","$21,078 ","$25,947 ","$30,201 ","$42,168 ","$37,341 ","$32,443 ","$34,578 ","$24,510 ","$25,711 ","$25,909 ","$21,690 ","$22,226 ","$20,952 ","$18,327 ","$15,620 ","$15,840 ","$13,970 ","$9,625 "
2017,30026,3026,Williamsport Bureau of Transportation(RVT),Active,Full Reporter,Williamsport,PA,2010,"Williamsport, PA",462,27,"56,142",Existing 2017,MB,DO,Operating,"$1,760,003 ","$1,781,611 ","$1,814,516 ","$1,878,726 ","$1,958,547 ","$2,000,385 ","$1,849,843 ","$1,964,762 ","$2,190,266 ","$2,342,321 ","$2,456,820 ","$2,598,502 ","$2,877,026 ","$2,930,244 ","$3,126,129 ","$3,556,406 ","$4,047,339 ","$4,190,262 ","$4,624,152 ","$4,676,348 ","$5,124,600 ","$5,525,920 ","$5,970,035 ","$6,288,299 ","$6,655,593 ","$6,830,857 ","$7,049,850 "
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,"232,045",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"$262,511 ","$557,406 ","$1,139,297 ","$1,239,643 ","$1,281,832 ","$1,077,168 "
2017,30027,3027,Central Pennsylvania Transportation Authority(rabbittransit),Active,Full Reporter,York,PA,2010,"York, PA",158,132,"232,045",Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,"$1,100,965 ","$923,765 ","$977,644 ",$0 ,,,
