5 digit NTDID,AgencyID,Reporter Name,Reporter Type,Mode,TOS,Bio Diesel,Bunker Fuel,C Nat Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquefied Nat Gas,Liquefied Petroleum Gas,Other Fuel,Other Energy Desc
60022,6022,Capital Area Transit System,Full Reporter: Operating,DR,PT,0,,,,"16,499",,,,"44,042",,,,,,
60022,6022,Capital Area Transit System,Full Reporter: Operating,MB,DO,0,,,,"743,767",,,,,,,,,,
60023,6023,Lake Charles Transit System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60023,6023,Lake Charles Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter: Operating,DR,DO,,,"13,463",,,,,,"56,290",,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter: Operating,MB,DO,0,,"189,451",,"405,832",,,,,,,,,,
60025,6025,City of Alexandria,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
60025,6025,City of Alexandria,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60026,6026,City of Monroe Transit System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60026,6026,City of Monroe Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter: Operating,DR,PT,"73,078",,,,0,,,,"85,985",,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter: Operating,FB,PT,0,,,,"350,728",,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter: Operating,MB,PT,"1,343,805",,,,0,,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter: Operating,SR,PT,,,,,,,"3,916,000",,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"86,988",,,,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"666,108",,,,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter: Operating,SR,DO,,,,,,,"430,500",,,,,,,,
60034,6034,Pine Bluff Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60034,6034,Pine Bluff Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
60035,6035,Wichita Falls Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60038,6038,Lafayette Transit System,Full Reporter: Operating,DR,PT,0,,,,"1,002",,,,"18,030",,,,,,
60038,6038,Lafayette Transit System,Full Reporter: Operating,MB,DO,0,,"127,389",,"83,486",,,,,,,,,,
60038,6038,Lafayette Transit System,Full Reporter: Operating,MB,PT,0,,,,"9,148",,,,"5,727",,,,,,
60040,6040,CityLink Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60040,6040,CityLink Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter: Operating,DR,DO,,,,,"45,612",,,,,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter: Operating/Building,CB,PT,0,,,,"595,796",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter: Operating/Building,DR,PT,0,,,,"305,276",,,,"214,075",,,,,"1,420",
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter: Operating/Building,DT,PT,,,,,,,,,0,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter: Operating/Building,MB,PT,0,,,,"4,194,364",,,,"15,692",,,,,"5,380",
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter: Operating/Building,VP,DO,,,,,,,,,"25,160",,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter: Operating/Building,VP,PT,,,,,,,,,"69,915",,,,,,
60049,6049,Las Cruces Area Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
60049,6049,Las Cruces Area Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,"4,574",,,,757,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter: Operating,DR,PT,,,0,,,,,,"107,584",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter: Operating,FB,PT,0,,,,0,,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter: Operating,MB,DO,0,,"317,886",,"650,232",,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter: Operating,MB,PT,0,,0,,"33,669",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter: Operating,CR,PT,"1,245,840",,,,0,,,,,,,,,0,
60056,6056,Dallas Area Rapid Transit,Full Reporter: Operating,DR,PT,0,,"637,509",,"53,036",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter: Operating,LR,DO,,,,,,,"163,456,380",,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter: Operating,MB,DO,0,,"7,124,808",,"2,375,984",,,,,,,"1,011,741",,,
60056,6056,Dallas Area Rapid Transit,Full Reporter: Operating,VP,DO,,,,,,,,,"2,136,920",,,,,,
60058,6058,St. Bernard Urban Rapid Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60059,6059,Brazos Transit District,Full Reporter: Operating,CB,PT,0,,,,"230,167",,,,,,,,,,
60059,6059,Brazos Transit District,Full Reporter: Operating,DR,DO,,,,,,,,,"195,889",,,,,,
60059,6059,Brazos Transit District,Full Reporter: Operating,MB,DO,0,,,,"152,743",,,,"8,810",,,,"6,486",,
60062,6062,"University of Arkansas, Fayetteville",Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60062,6062,"University of Arkansas, Fayetteville",Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60068,6068,City of Grand Prairie Transportation Services Department,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,0,,
60070,6070,City of Mesquite,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,0,,
60072,6072,Ozark Regional Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"33,964",,,,,,
60072,6072,Ozark Regional Transit,Full Reporter: Operating,MB,DO,0,,,,"60,667",,,,"35,351",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter: Operating,DR,DO,,,"13,979",,,,,,"8,426",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter: Operating,MB,DO,,,"229,656",,,,,,,,,,,,
60080,6080,Terrebonne Parish Consolidated Government,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
60080,6080,Terrebonne Parish Consolidated Government,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60081,6081,Longview Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60081,6081,Longview Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60082,6082,The Gulf Coast Center,Full Reporter: Operating,DR,DO,0,,,,"11,013",,,,"52,724",,,,,,
60082,6082,The Gulf Coast Center,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
60082,6082,The Gulf Coast Center,Full Reporter: Operating,MB,DO,0,,,,"29,835",,,,"66,809",,,,,,
60084,6084,"Dallas - vRide, Inc.",Full Reporter: Operating,VP,DO,,,,,,,,,"264,662",,,,,,
60086,6086,Fort Smith Transit,Small Systems Reporter,DR,DO,,,0,,,,,,0,,,,,,
60086,6086,Fort Smith Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter: Operating,DR,PT,,,,,"6,074",,,,"66,849",,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter: Operating,MB,PT,,,,,"373,559",,,,,,,,,,
60089,6089,City of Tyler,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60089,6089,City of Tyler,Small Systems Reporter,DT,PT,0,,,,0,,,,0,,,,0,,
60089,6089,City of Tyler,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,0,,,
60090,6090,Lower Rio Grande Valley Development Council,Small Systems Reporter,CB,DO,0,,,,0,,,,0,,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
60091,6091,Hill Country Transit District,Full Reporter: Operating,DR,DO,0,,,,"203,418",,,,"62,381",,,,,,
60091,6091,Hill Country Transit District,Full Reporter: Operating,MB,DO,0,,,,"186,035",,,,,,,,,,
60093,6093,Texarkana Urban Transit District,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
60095,6095,Golden Crescent Regional Planning Commission,Full Reporter: Operating,DR,DO,0,,,,"70,593",,,,"109,441",,,,,,
60095,6095,Golden Crescent Regional Planning Commission,Full Reporter: Operating,MB,DO,0,,,,"14,420",,,,"36,967",,,,,,
60096,6096,Cleveland Area Rapid Transit,Small Systems Reporter,DR,DO,,,0,,0,,,,,,,,,,
60096,6096,Cleveland Area Rapid Transit,Small Systems Reporter,MB,DO,,,0,,0,,,,,,,,,,
60097,6097,Midland-Odessa Urban Transit District,Small Systems Reporter,CB,DO,0,,,,0,,,,,,,,,,
60097,6097,Midland-Odessa Urban Transit District,Small Systems Reporter,CB,PT,0,,,,0,,,,,,,,,,
60097,6097,Midland-Odessa Urban Transit District,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
60097,6097,Midland-Odessa Urban Transit District,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60099,6099,City of McAllen - McAllen Express Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60099,6099,City of McAllen - McAllen Express Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60100,6100,City of Farmington dba: Red Apple Transit,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
60100,6100,City of Farmington dba: Red Apple Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"34,996",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"245,755",,,,"67,747",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter: Operating,VP,PT,,,,,,,,,0,,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter: Operating,YR,PT,0,,,,"380,080",,,,,,,,,,
60102,6102,Concho Valley Transit District,Full Reporter: Operating,DR,DO,0,,,,"13,921",,,,"131,776",,,,,,
60102,6102,Concho Valley Transit District,Full Reporter: Operating,MB,DO,0,,,,"25,531",,,,,,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter: Operating,CB,PT,0,,,,"96,794",,,,,,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter: Operating,DR,PT,0,,,,"84,525",,,,"14,854",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter: Operating,MB,PT,0,,,,"15,983",,,,,,,,,,
60104,6104,Jonesboro Economical Transportation System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60104,6104,Jonesboro Economical Transportation System,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
60105,6105,Intracity Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
60105,6105,Intracity Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
60107,6107,"Texoma Area Paratransit System, Inc",Full Reporter: Operating,CB,DO,0,,,,"66,763",,,,0,,,,,,
60107,6107,"Texoma Area Paratransit System, Inc",Full Reporter: Operating,CB,PT,0,,,,"6,491",,,,,,,,,,
60107,6107,"Texoma Area Paratransit System, Inc",Full Reporter: Operating,DR,DO,0,,,,"20,334",,,,"393,223",,,,,,
60107,6107,"Texoma Area Paratransit System, Inc",Full Reporter: Operating,MB,DO,0,,,,"1,636",,,,"108,050",,,,,,
60108,6108,"Harris County Community Services Department, Office of Transit Services",Small Systems Reporter,DT,PT,,,,,,,,,0,,,,,,
60108,6108,"Harris County Community Services Department, Office of Transit Services",Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
60109,6109,St. Tammany Parish Government,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter: Operating,CB,DO,,,,,,,,,"3,638",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter: Operating,CB,PT,0,,,,"46,499",,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter: Operating,CR,PT,0,,,,"1,032,458",,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter: Operating,DR,DO,,,,,,,,,"61,553",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter: Operating,MB,DO,,,,,,,,,"4,092",,,,,,
60112,6112,River Parishes Transit Authority,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
60113,6113,City of Cleburne,Small Systems Reporter,CB,DO,,,,,,,,,0,,,,,,
60113,6113,City of Cleburne,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
60114,6114,STAR Transit,Full Reporter: Operating,DR,DO,,,,,,,,,0,,,,,,
60114,6114,STAR Transit,Full Reporter: Operating,MB,DO,,,,,,,,,0,,,,,,
60115,6115,Public Transit Services,Small Systems Reporter,CB,DO,,,,,,,,,0,,,,,,
60115,6115,Public Transit Services,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60115,6115,Public Transit Services,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
60116,6116,Special Programs for Aging Needs,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
60118,6118,City of Edmond,Small Systems Reporter,CB,PT,0,,0,,0,,,,,,,,,,
60118,6118,City of Edmond,Small Systems Reporter,DR,PT,0,,0,,0,,,,,,,,,,
60118,6118,City of Edmond,Small Systems Reporter,MB,PT,0,,0,,0,,,,,,,,,,
60124,6124,"vRide, Inc. - El Paso",Full Reporter: Operating,VP,DO,,,,,,,,,"112,901",,,,,,
60125,6125,City of Round Rock,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter: Operating,DR,DO,,,,,,,,,"16,565",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter: Operating,FB,DO,0,,,,"317,000",,,,,,,,,,
60130,6130,Alamo Area Council of Governments,Full Reporter: Operating,DR,DO,0,,,,"8,500",,,,"201,347",,,,0,,
60131,6131,San Marcos Urban Transit District,Small Systems Reporter,DR,DO,,,,,,,,,,,,,0,,
60131,6131,San Marcos Urban Transit District,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,0,,
60132,6132,"St. Martin, Iberia, Lafayette Community Action Age",Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60133,6133,McKinney Avenue Transit Authority,Full Reporter: Operating,SR,DO,,,,,,,"211,360",,,,,,,,
70001,7001,StarTran,Full Reporter: Operating,DR,DO,,,,,,,,"18,556","18,569",,,,,,
70001,7001,StarTran,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
70001,7001,StarTran,Full Reporter: Operating,MB,DO,"174,585",,"1,402",,"175,403",,,,,,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter: Operating,DR,DO,"78,094",,,,0,,,,"231,060",,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter: Operating,MB,DO,"870,154",,,,0,,,,,,,,,,
70003,7003,City Utilities of Springfield ,Full Reporter: Operating,DR,DO,,,,,,,,,"21,086",,,,,,
70003,7003,City Utilities of Springfield ,Full Reporter: Operating,MB,DO,0,,,,"195,262",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,0,,,,"63,450",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"349,114",,,,"12,753",,
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,MB,DO,0,,"134,344",,"1,940,855",,,,"39,057",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,RB,DO,0,,,,"132,018",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,VP,DO,,,,,,,,,"36,590",,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter: Operating,DR,DO,0,,,,"680,499",,,,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter: Operating,LR,DO,,,,,,,"38,477,286",,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter: Operating,MB,DO,0,,,,"4,776,013",,,,,,,,,,
70007,7007,Bettendorf Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter: Operating,DR,PT,0,,,,0,,,,0,,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter: Operating,MB,DO,0,,,,0,,,,,,,,,,
70009,7009,Davenport Public Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"52,183",,,,"84,569",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"721,883",,,,"34,324",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,VP,DO,,,,,,,,,"128,565",,,,,,
70011,7011,City of Dubuque,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
70011,7011,City of Dubuque,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
70012,7012,Sioux City Transit System,Full Reporter: Operating,DR,PT,"8,526",,,,,,,,"11,918",,,,,,
70012,7012,Sioux City Transit System,Full Reporter: Operating,MB,DO,"152,415",,,,,,,,,,,,,,
70013,7013,Metropolitan Transit Authority of Black Hawk County,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
70013,7013,Metropolitan Transit Authority of Black Hawk County,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"43,723",,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,MB,DO,,,,,"184,961",,,,,,,,,,
70015,7015,Wichita Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"83,975",,,,,,
70015,7015,Wichita Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"147,487",,,,,,
70015,7015,Wichita Transit,Full Reporter: Operating,MB,DO,0,,,,"385,278",,,,,,,,,,
70016,7016,City of Columbia,Full Reporter: Operating,DR,DO,0,,0,,"19,507",,,,"31,632",,,,,,
70016,7016,City of Columbia,Full Reporter: Operating,MB,DO,0,,,,0,,,,0,,,,,,
70018,7018,Iowa City Transit,Full Reporter: Operating,MB,DO,"195,002",,,,0,,,,,,,,,,
70019,7019,University of Iowa,Full Reporter: Operating,DR,DO,"10,202",,,,0,,,,,,,,,,
70019,7019,University of Iowa,Full Reporter: Operating,MB,DO,"212,478",,,,0,,,,,,,,,,
70030,7030,Coralville Transit System,Full Reporter: Operating,MB,DO,,,,,"55,352",,,,,,,,,,
70032,7032,St. Joseph Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,CB,PT,0,,,,"105,629",,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,DR,PT,0,,,,"29,069",,,,"39,374",,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,MB,PT,0,,,,"249,408",,,,,,,,,,
70040,7040,City of Joplin Metro Area Public,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70040,7040,City of Joplin Metro Area Public,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter: Operating,DR,DO,,,,,,,,"5,576",,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter: Operating,MB,DO,"369,635",,,,0,,,"21,405",,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter: Operating,MB,PT,0,,,,170,,,,,,,,,,
70043,7043,City of Jefferson,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70043,7043,City of Jefferson,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
70045,7045,Johnson County SEATS,Full Reporter: Operating,DR,DO,0,,,,"31,062",,,,"45,333",,,,,,
70046,7046,City of Independence,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
70046,7046,City of Independence,Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
70047,7047,Unified Government Transit Department,Small Systems Reporter,DR,DO,,,0,,,,,,0,,,,,,
70047,7047,Unified Government Transit Department,Small Systems Reporter,MB,DO,0,,0,,0,,,,0,,,,,,
70048,7048,City of Lawrence,Full Reporter: Operating,DR,PT,,,,,,,,,"87,285",,,,,,
70048,7048,City of Lawrence,Full Reporter: Operating,MB,PT,"231,807",,,,0,,,,"47,645",,,,,,
70049,7049,River Bend Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"134,666",,,,,,
70049,7049,River Bend Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"16,029",,,,,,
70049,7049,River Bend Transit,Full Reporter: Operating,MB,PT,,,,,,,,,"6,017",,,,,,
70050,7050,Southeast Missouri State University,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,VP,DO,,,,,,,,,0,,,,,,
70052,7052,Senior Citizen Industries,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70053,7053,Flint Hills Area Transportation ,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70053,7053,Flint Hills Area Transportation ,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
70055,7055,City of Derby,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
70056,7056,Butler County Department on Aging,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,CB,DO,0,,,,"280,605",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,CR,DO,0,,,,"2,653,640",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"188,687",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,DR,PT,0,,,,"63,752",,,,"92,564",,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,LR,DO,,,,,,,"49,436,159",,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,MB,DO,0,,"239,784",,"3,175,942",,,,0,,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,MB,PT,0,,,,"5,909",,,,"27,937",,,,,,
80001,8001,Utah Transit Authority,Full Reporter: Operating,VP,DO,,,,,,,,,"423,354",,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter: Operating,DR,DO,0,,,,"75,453",,,,,,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter: Operating,MB,DO,0,,,,"156,826",,,,,,,,,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter: Operating,DR,PT,"1,437",,,,"27,306",,,,"13,284",,,,,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter: Operating,MB,PT,0,,,,"214,792",,,,,,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"34,201",,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter: Operating,MB,DO,0,,,,"139,141",,,,,,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter: Operating,DR,PT,0,,,,"16,053",,,,"212,382",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter: Operating,MB,PT,0,,,,"424,826",,,,"11,479",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter: Operating,VP,DO,,,,,,,,,"53,914",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,DR,DO,0,,,,"15,695",,,,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,DR,PT,,,,,,,,,"1,617,474",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,LR,DO,,,,,,,"64,040,267",,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,MB,DO,0,,"164,389",,"5,520,073",,,,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,MB,PT,0,,,,"4,118,362",,,,,,,,,,
80007,8007,Pueblo Transit System,Full Reporter: Operating,DR,PT,0,,,,"1,421",,,,"46,077",,,,,,
80007,8007,Pueblo Transit System,Full Reporter: Operating,MB,DO,0,,,,"148,905",,,,,,,,,,
80008,8008,Cities Area Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"16,925",,,,,,
80008,8008,Cities Area Transit,Full Reporter: Operating,MB,DO,0,,,,"47,504",,,,"21,334",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter: Operating,DR,DO,0,,,,"6,782",,,,"4,669",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter: Operating,MB,DO,0,,,,"126,207",,,,,,,,,,
80010,8010,City of Greeley - Transit Services,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
80010,8010,City of Greeley - Transit Services,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
80011,8011,Transfort ,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
80011,8011,Transfort ,Full Reporter: Operating,MB,DO,"100,859",,"215,754",,0,,,,,,,,,,
80011,8011,Transfort ,Full Reporter: Operating,MB,PT,0,,,,"3,668",,,,0,,,,,,
80011,8011,Transfort ,Full Reporter: Operating,RB,DO,,,"36,197",,,,,,,,,,,,
80012,8012,Great Falls Transit District,Full Reporter: Operating,DR,DO,,,,,,,,,"11,150",,,,,,
80012,8012,Great Falls Transit District,Full Reporter: Operating,MB,DO,,,,,"96,737",,,,,,,,,,
80013,8013,City of Casper,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
