NTD ID,AgencyID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,DR,PT,,,"64,012",,,,,,"159,567",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,MB,PT,,,"809,353",,,,,,"37,954",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"343,111",,,,,,
90151,9151,Southern California Regional Rail Authority dba: Metrolink,Full Reporter,Urban,CR,PT,0,,,,"8,456,209",,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,HR,DO,,,,,,,"87,303,449",,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,LR,DO,,,,,,,"157,232,586",,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,MB,DO,0,,"35,974,420",,0,,,,0,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,MB,PT,0,,"1,621,101",,"633,725",,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,RB,DO,,,"771,741",,,,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Urban,VP,PT,,,,,,,,,"1,876,593",,,,,,
90156,9156,City of San Luis Obispo,Full Reporter,Urban,MB,PT,0,,,,"115,020",,,,"4,693",,,,,,
90157,9157,Access Services  ,Full Reporter,Urban,DR,PT,,,"298,062",,,,,,"1,863,088",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"111,705",,,,,,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"41,970",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"285,500",,,,"1,261",,,,,,
90162,9162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"131,936",,,,,,
90162,9162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"584,879",,,,,,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"428,563",,,,,,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"29,895",,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Urban,MB,PT,,,,,,,,,"27,373",,,,,,
90169,9169,"vRide, Inc. - Valley Metro",Full Reporter,Urban,VP,DO,,,,,,,,,"498,651",,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Urban,CB,PT,0,,"112,398",,"233,942",,,,,,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Urban,DR,PT,,,"74,932",,,,,,"36,269",,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Urban,MB,PT,0,,"749,322",,"1,736",,,,,,,,,,
90173,9173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,DR,PT,,,,,,,,,"88,030",,,,,,
90173,9173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,MB,PT,0,,,,"243,110",,,,"115,103",,,,,,
90182,9182,Altamont Corridor Express,Full Reporter,Urban,CR,PT,0,,,,"462,256",,,,,,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,CB,PT,0,,,,"26,842",,,,,,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,DR,DO,,,68,,,,,,942,,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,DR,PT,0,,,,0,,,,"30,420",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,MB,DO,0,,"342,219",,"26,532",,,,"14,396",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,MB,PT,,,,,,,,,"12,927",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Urban,VP,PT,,,,,,,,,"15,715",,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,"13,025",,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter,Urban,MB,PT,,,"211,483",,,,,,"5,640",,,,,,
90201,9201,City of Turlock,Full Reporter,Urban,DR,PT,,,,,,,,,"1,807",,,,,,
90201,9201,City of Turlock,Full Reporter,Urban,MB,PT,,,"6,642",,,,,,"9,020",,,,,,
90205,9205,City of Elk Grove,Full Reporter,Urban,CB,PT,,,"149,097",,,,,,,,,,,,
90205,9205,City of Elk Grove,Full Reporter,Urban,DR,PT,,,"3,365",,,,,,"35,204",,,,,,
90205,9205,City of Elk Grove,Full Reporter,Urban,MB,PT,,,"137,724",,,,,,,,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"65,030",,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"280,305",,,,"18,951",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,"97,356",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter,Urban,MB,PT,0,,"75,978",,"227,356",,,,,,,,,,
90209,9209,"Valley Metro Rail, Inc.",Full Reporter,Urban,LR,PT,,,,,,,"22,735,700",,,,,,,,
90211,9211,Anaheim Transportation Network,Full Reporter,Urban,MB,PT,,,"143,937",,,"159,400",,,,,,"667,066","74,295",,
90213,9213,City of Petaluma,Full Reporter,Urban,DR,PT,,,,,,,,,"12,530",,,,,,
90213,9213,City of Petaluma,Full Reporter,Urban,MB,PT,0,,,,"54,481",,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter,Urban,DR,PT,,,"19,274",,,,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter,Urban,MB,PT,,,"132,100",,,,,,,,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"16,820",,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"194,300",,,,,,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"6,620",,,,,,
90222,9222,Pima Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,"32,915",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"529,741",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter,Urban,DR,PT,,,,,,,,,"39,578",,,,,,
90225,9225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Urban,FB,PT,0,,,,"2,630,400",,,,,,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter,Urban,DR,PT,0,,,,0,,,,"52,026",,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter,Urban,MB,PT,0,,,,"141,088",,,,"52,004",,,,,,
90229,9229,El Dorado County Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"122,611",,,,,,,,,,
90229,9229,El Dorado County Transit Authority,Full Reporter,Urban,DR,DO,0,,,,468,,,,"41,883",,,,,,
90229,9229,El Dorado County Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"27,498",,,,"27,727",,,,,,
90230,9230,California Vanpool Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"849,675",,,,,,
90232,9232,Solano County Transit,Full Reporter,Urban,CB,PT,0,,"17,409",,"215,007",,,,,,,,,,
90232,9232,Solano County Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"38,513",,,,,,
90232,9232,Solano County Transit,Full Reporter,Urban,MB,PT,0,,,,"217,595","21,699",,,,,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"15,627",,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"133,890",,,,"15,026",,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"21,176",,,,,,
90234,9234,Marin County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"102,605",,,,,,
90234,9234,Marin County Transit District,Full Reporter,Urban,MB,PT,0,,,,"301,585",,,,"184,653",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Urban,CB,PT,0,,,,"48,417",,,,,,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Urban,DR,PT,0,,,,"54,813",,,,"132,976",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Urban,MB,PT,0,,,,"269,075",,,,"19,410",,,,,,
90242,9242,Las Vegas Monorail Company,Full Reporter,Urban,MG,DO,,,,,,,"7,941,133",,,,,,,,
90244,9244,City of Tulare,Full Reporter,Urban,DR,PT,,,"3,113",,,,,,"13,448",,,,,,
90244,9244,City of Tulare,Full Reporter,Urban,MB,PT,,,"120,421",,,,,,,,,"4,870",,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,CB,DO,0,,,,"30,357",,,,680,,,,,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,DR,DO,0,,,,"1,180",,,,"13,410",,,,,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,"1,161",,,,,,
91092,9R02-137,Tahoe Transportation District,Full Reporter,Urban,MB,DO,0,,,,"74,543",,,,"4,303",,,,,,
99423,,City of Glendale,Full Reporter,Urban,DR,PT,,,,,,,,,"25,227",,,,,,
99423,,City of Glendale,Full Reporter,Urban,MB,PT,,,"297,134",,,,,,,,,,,,
99425,,Pomona Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"65,421",,,,,,
