5 Digit NTD ID,AgencyID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Full Reporter,DR,PT,0,,"780,570",,"2,189",,,,"945,515",,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Full Reporter,MB,PT,"3,751,799",,"3,187,525",,0,,,,,,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Full Reporter,RB,PT,"275,520",,"218,789",,0,,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"85,776",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"43,586",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"144,859",,,,,,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Full Reporter,CB,DO,0,,,,"166,122",,,,,,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"157,032",,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"624,935","7,268",,,,,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"48,225",,,,"140,244",,,,,,
90078,9078,Central Contra Costa Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"212,865",,,,,,
90078,9078,Central Contra Costa Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"687,538",,,,,,,,,,
90079,9079,SunLine Transit Agency,Full Reporter,Full Reporter,DR,DO,,,"176,037",,,,,,,,,,,,
90079,9079,SunLine Transit Agency,Full Reporter,Full Reporter,MB,DO,,,"1,136,155",,,,,,,"12,516",,,,,
90086,9086,City of Riverside Special Transportation,Full Reporter,Full Reporter,DR,DO,,,"129,975",,,,,,0,,,,,,
90087,9087,Santa Maria Area Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"1,556",,,,"34,729",,,,,,
90087,9087,Santa Maria Area Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"207,654",,,,"2,820",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"60,198",,,,"10,787",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"3,659",,,,"51,069",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,"53,605",,"110,247",,,,"85,599",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"73,067",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Full Reporter,MB,DO,,,,,,,,,"3,276",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Full Reporter,MB,PT,,,"403,314",,,,,,"19,047",,,,,,
90090,9090,Yolo County Transportation District,Full Reporter,Full Reporter,DR,PT,0,,,,"28,325",,,,"5,513",,,,,,
90090,9090,Yolo County Transportation District,Full Reporter,Full Reporter,MB,PT,0,,"569,926",,"51,800",,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Full Reporter,DR,PT,,,"106,242",,,,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Full Reporter,MB,PT,0,,"424,966",,"39,777",,,,"9,289",,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Full Reporter,CB,PT,0,,,,"190,757",,,,,,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"4,347",,,,"32,039",,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Full Reporter,MB,PT,"184,954",,,,0,,,,,,,,,,
90093,9093,Redding Area Bus Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"52,744",,,,,,
90093,9093,Redding Area Bus Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"152,304",,,,"11,319",,,,,,
90095,9095,San Diego Association of Governments,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"977,516",,,,,,
90119,9119,Laguna Beach Municipal Transit,Full Reporter,Full Reporter,MB,DO,,,,,,,,,"1,301",,,,"84,850",,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"270,225",,,,,,,,,,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"20,849",,,,,,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"793,227","52,050",,,0,,,,,,
90131,9131,City of Scottsdale - Scottsdale Trolley,Full Reporter,Full Reporter,MB,PT,0,,,,"135,512",,,,,,,,,,
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,Full Reporter,Full Reporter,CR,PT,0,,,,"4,335,189",,,,,,,,,,
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,Full Reporter,Full Reporter,MB,PT,"6,995",,"5,100",,"16,182",,,,"97,424",,,,,,
90136,9136,"Regional Public Transportation Authority, dba: Valley Metro",Full Reporter,Full Reporter,MB,PT,0,,"2,754,175",,"602,558",,,,"16,464",,,"266,596",,,
90140,9140,Peoria Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"17,856",,,,,,
90142,9142,Unitrans - City of Davis/ASUCD,Full Reporter,Full Reporter,MB,DO,"21,982",,"273,802",,0,,,,,,,,,,
90144,9144,Livermore / Amador Valley Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"20,700",,,,,,
90144,9144,Livermore / Amador Valley Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"439,163",,,,,,,,,,
90146,9146,Foothill Transit,Full Reporter,Full Reporter,MB,PT,,,"5,209,321",,,"839,693",,,,,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Full Reporter,CB,PT,,,"2,191,987",,,,,,,,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"373,293",,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Full Reporter,MB,PT,,,"1,184,549",,,,,,,,,,"6,749,091",,
90148,9148,Victor Valley Transit Authority,Full Reporter,Full Reporter,CB,PT,,,"92,783",,,,,,,,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Full Reporter,DR,PT,,,"42,021",,,,,,"133,944",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Full Reporter,MB,PT,,,"712,236",,,,,,"56,677",,,,,,
90148,9148,Victor Valley Transit Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"248,720",,,,,,
90151,9151,Southern California Regional Rail Authority dba: Metrolink,Full Reporter,Full Reporter,CR,PT,0,,,,"7,933,202",,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Full Reporter,HR,DO,,,,,,,"87,651,000",,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Full Reporter,LR,DO,,,,,,,"133,910,199",,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Full Reporter,MB,DO,0,,"37,704,550",,0,,,,0,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Full Reporter,MB,PT,0,,"1,455,605",,"851,147",,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Full Reporter,RB,DO,,,"973,596",,,,,,,,,,,,
90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"2,062,605",,,,,,
90156,9156,City of San Luis Obispo,Full Reporter,Full Reporter,MB,PT,0,,,,"114,145",,,,"2,458",,,,,,
90157,9157,Access Services  ,Full Reporter,Full Reporter,DR,PT,,,"153,808",,,,,,"2,925,212",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"76,928",,,,,,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"40,575",,,,,,
90159,9159,Western Contra Costa Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"273,289",,,,"1,240",,,,,,
90162,9162,The Eastern Contra Costa Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"138,528",,,,,,
90162,9162,The Eastern Contra Costa Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"600,072",,,,,,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"149,855",,,,,,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"20,661",,,,,,
90164,9164,Ventura Intercity Service Transit Authority,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"20,661",,,,,,
90166,9166,LACMTA - Small Operators,Full Reporter,Full Reporter,DR,PT,0,,"53,765",,"4,065",,,,"476,039",,,,"98,468",,
90166,9166,LACMTA - Small Operators,Full Reporter,Full Reporter,MB,PT,0,,"1,057,063",,"94,277",,,,"233,989",,,,"407,953",,
90169,9169,"vRide, Inc. - Valley Metro",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"383,606",,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Full Reporter,CB,PT,0,,,,"308,678",,,,,,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Full Reporter,DR,PT,,,"86,925",,,,,,"69,780",,,,,,
90171,9171,Santa Clarita Transit,Full Reporter,Full Reporter,MB,PT,0,,"703,303",,"2,798",,,,,,,,,,
90173,9173,Transit Joint Powers Authority for Merced County,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"124,825",,,,,,
90173,9173,Transit Joint Powers Authority for Merced County,Full Reporter,Full Reporter,MB,PT,0,,"151,281",,"140,579",,,,"29,000",,,,,,
90175,9175,City of Lodi - Transit Division,Full Reporter,Full Reporter,DR,PT,,,"28,753",,,,,,,,,,,,
90175,9175,City of Lodi - Transit Division,Full Reporter,Full Reporter,MB,PT,,,"59,267",,,,,,,,,,,,
90182,9182,Altamont Corridor Express,Full Reporter,Full Reporter,CR,PT,0,,,,"477,351",,,,,,,,,,
90193,9193,Chula Vista Transit,Full Reporter,Full Reporter,MB,PT,,,"261,612",,,,,,,,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Full Reporter,CB,PT,0,,,,"27,480",,,,,,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Full Reporter,DR,PT,0,,,,127,,,,"21,796",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Full Reporter,MB,DO,0,,"305,833",,"8,324",,,,"12,129",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"11,929",,,,,,
90196,9196,Placer County Department of Public Works and Facilities,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"17,745",,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"16,188",,,,,,
90200,9200,Kings County Area Public Transit Agency,Full Reporter,Full Reporter,MB,PT,,,"177,570",,,,,,"6,886",,,,,,
90201,9201,City of Turlock,Full Reporter,Full Reporter,DR,PT,,,"3,888",,,,,,"2,784",,,,,,
90201,9201,City of Turlock,Full Reporter,Full Reporter,MB,PT,,,"34,853",,,,,,"5,370",,,,,,
90205,9205,City of Elk Grove,Full Reporter,Full Reporter,CB,PT,,,"115,606",,,,,,,,,,,,
90205,9205,City of Elk Grove,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"35,402",,,,,,
90205,9205,City of Elk Grove,Full Reporter,Full Reporter,MB,PT,,,"166,359",,,,,,,,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"4,897",,,,,,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"91,176",,,,,,
90206,9206,San Luis Obispo Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"290,456",,,,"12,413",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"107,859",,,,,,
90208,9208,Butte County Association of Governments,Full Reporter,Full Reporter,MB,PT,0,,"89,920",,"217,614",,,,,,,,,,
90209,9209,"Valley Metro Rail, Inc.",Full Reporter,Full Reporter,LR,PT,,,,,,,"17,730,700",,,,,,,,
90211,9211,Anaheim Transportation Network,Full Reporter,Full Reporter,MB,PT,,,"160,824",,,,,,,,,"660,058","109,688",,
90213,9213,City of Petaluma,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"14,299",,,,,,
90213,9213,City of Petaluma,Full Reporter,Full Reporter,MB,PT,0,,,,"57,627",,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter,Full Reporter,DR,PT,,,"17,552",,,,,,,,,,,,
90214,9214,City of Redondo Beach - Beach Cities Transit,Full Reporter,Full Reporter,MB,PT,,,"132,914",,,,,,,,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"15,306",,,,,,
90219,9219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"146,048",,,,,,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter,Full Reporter,DR,DO,,,,,,,,,"512,937",,,,,,
90223,9223,"Paratransit, Inc.",Full Reporter,Full Reporter,DR,PT,,,,,,,,,"43,363",,,,,,
90225,9225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Full Reporter,FB,PT,0,,,,"2,188,955",,,,,,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter,Full Reporter,DR,PT,0,,,,"34,268",,,,,,,,,,
90226,9226,Imperial County Transportation Commission,Full Reporter,Full Reporter,MB,PT,0,,,,"140,533",,,,"44,277",,,,,,
90228,9228,"vRide, Inc. - Tucson",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"32,402",,,,,,
90230,9230,California Vanpool Authority,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"772,164",,,,,,
90232,9232,Solano County Transit,Full Reporter,Full Reporter,CB,PT,0,,,,"189,384",,,,,,,,,,
90232,9232,Solano County Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"41,272",,,,,,
90232,9232,Solano County Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"110,391",,,,,,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,356,,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Full Reporter,MB,PT,"28,563",,,,"132,362",,,,355,,,,,,
90233,9233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"6,525",,,,,,
90234,9234,Marin County Transit District,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"152,495",,,,,,
90234,9234,Marin County Transit District,Full Reporter,Full Reporter,MB,PT,0,,,,"339,733",,,,"144,807",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Full Reporter,CB,PT,0,,,,"71,539",,,,,,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Full Reporter,DR,PT,0,,,,"76,930",,,,"97,793",,,,,,
90241,9241,County of Maui - Dept. of Transportation,Full Reporter,Full Reporter,MB,PT,0,,,,"283,274",,,,"9,734",,,,,,
90242,9242,Las Vegas Monorail Company,Full Reporter,Full Reporter,MG,DO,,,,,,,"7,026,802",,,,,,,,
90242,9242,Las Vegas Monorail Company,Full Reporter,Full Reporter,MG,PT,,,,,,,"1,316,178",,,,,,,,
90244,9244,City of Tulare,Full Reporter,Full Reporter,DR,PT,,,"5,117",,,,,,"5,795",,,,,,
90244,9244,City of Tulare,Full Reporter,Full Reporter,MB,PT,,,"68,159",,,,,,,,,"58,562",,,
